id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,seccion,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,PAN,PRI,PRD,PT,PVEM,Nulos,total
13,14/11/1999,12,Ayuntamientos,13,0,412,1,B,Basica,0,25,HUAUTLA,313,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,412,192,21,6,0,0,19,238
13,14/11/1999,12,Ayuntamientos,13,0,413,1,B,Basica,0,25,HUAUTLA,494,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,413,42,230,42,0,0,29,343
13,14/11/1999,12,Ayuntamientos,13,0,429,1,C,Contigua,0,25,HUAUTLA,430,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,429,26,275,8,0,0,17,326
13,14/11/1999,12,Ayuntamientos,13,0,431,1,C,Contigua,0,26,HUAZALINGO,464,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,431,0,104,139,102,0,10,355
13,14/11/1999,12,Ayuntamientos,13,0,432,1,B,Basica,0,26,HUAZALINGO,360,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,432,0,64,110,112,0,8,294
13,14/11/1999,12,Ayuntamientos,13,0,434,1,B,Basica,0,26,HUAZALINGO,528,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,434,0,49,244,144,0,7,444
13,14/11/1999,12,Ayuntamientos,13,0,441,1,B,Basica,0,27,HUEHUETLA,566,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,441,2,202,164,5,0,7,380
13,14/11/1999,12,Ayuntamientos,13,0,1373,1,C,Contigua,0,69,TLAHUELILPAN,502,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1373,28,178,108,7,0,3,324
13,14/11/1999,12,Ayuntamientos,13,0,1383,1,B,Basica,0,70,TLAHUILTEPA,209,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1383,0,86,65,0,0,3,154
13,14/11/1999,12,Ayuntamientos,13,0,1388,1,B,Basica,0,70,TLAHUILTEPA,630,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1388,0,332,60,0,0,16,408
13,14/11/1999,12,Ayuntamientos,13,0,1389,1,B,Basica,0,70,TLAHUILTEPA,179,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1389,0,69,44,0,0,5,118
13,14/11/1999,12,Ayuntamientos,13,0,1401,1,B,Basica,0,71,TLANALAPA,451,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1401,43,192,72,0,0,5,312
13,14/11/1999,12,Ayuntamientos,13,0,1413,1,B,Basica,0,72,TLANCHINOL,475,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1413,0,171,96,1,0,30,298
13,14/11/1999,12,Ayuntamientos,13,0,1423,1,C,Contigua,0,72,TLANCHINOL,455,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1423,0,129,109,13,0,15,266
13,14/11/1999,12,Ayuntamientos,13,0,1424,1,B,Basica,0,72,TLANCHINOL,475,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1424,0,218,60,4,0,21,303
13,14/11/1999,12,Ayuntamientos,13,0,1425,1,B,Basica,0,72,TLANCHINOL,520,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1425,0,275,46,3,0,20,344
13,14/11/1999,12,Ayuntamientos,13,0,1427,1,B,Basica,0,72,TLANCHINOL,454,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1427,0,79,266,9,0,8,362
13,14/11/1999,12,Ayuntamientos,13,0,1428,1,C,Contigua,0,72,TLANCHINOL,587,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1428,0,139,207,21,0,15,382
13,14/11/1999,12,Ayuntamientos,13,0,1434,1,B,Basica,0,73,TLAXCOAPAN,576,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1434,31,172,133,6,0,6,348
13,14/11/1999,12,Ayuntamientos,13,0,1442,1,B,Basica,0,74,TOLCAYUCA,617,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1442,348,109,24,0,0,7,488
13,14/11/1999,12,Ayuntamientos,13,0,1195,1,B,Basica,0,61,TEPEAPULCO,430,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1195,75,80,25,0,0,4,184
13,14/11/1999,12,Ayuntamientos,13,0,1208,1,B,Basica,0,61,TEPEAPULCO,683,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1208,110,112,45,0,0,8,275
13,14/11/1999,12,Ayuntamientos,13,0,1213,1,B,Basica,0,61,TEPEAPULCO,459,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1213,102,63,42,0,0,0,207
13,14/11/1999,12,Ayuntamientos,13,0,1213,1,C,Contigua,0,61,TEPEAPULCO,459,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1213,92,54,38,0,0,3,187
13,14/11/1999,12,Ayuntamientos,13,0,1215,2,C,Contigua,0,61,TEPEAPULCO,501,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1215,125,73,30,0,0,1,229
13,14/11/1999,12,Ayuntamientos,13,0,1219,1,B,Basica,0,61,TEPEAPULCO,662,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1219,105,89,44,0,0,8,246
13,14/11/1999,12,Ayuntamientos,13,0,1221,1,B,Basica,0,61,TEPEAPULCO,565,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1221,130,91,41,0,0,6,268
13,14/11/1999,12,Ayuntamientos,13,0,1229,1,B,Basica,0,62,TEPEHUACAN DE GUERRERO,493,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1229,12,243,71,0,0,16,342
13,14/11/1999,12,Ayuntamientos,13,0,1233,1,B,Basica,0,62,TEPEHUACAN DE GUERRERO,272,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1233,0,102,77,0,0,8,187
13,14/11/1999,12,Ayuntamientos,13,0,1239,1,B,Basica,0,62,TEPEHUACAN DE GUERRERO,76,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1239,1,52,4,0,0,3,60
13,14/11/1999,12,Ayuntamientos,13,0,1644,1,B,Basica,0,84,ZIMAPAN,501,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1644,12,71,57,0,0,3,143
13,14/11/1999,12,Ayuntamientos,13,0,1645,1,C,Contigua,0,84,ZIMAPAN,439,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1645,11,98,84,5,0,1,199
13,14/11/1999,12,Ayuntamientos,13,0,1649,1,C,Contigua,0,84,ZIMAPAN,489,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1649,13,142,65,5,0,9,234
13,14/11/1999,12,Ayuntamientos,13,0,1654,1,B,Basica,0,84,ZIMAPAN,148,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1654,7,63,10,0,0,4,84
13,14/11/1999,12,Ayuntamientos,13,0,1656,1,B,Basica,0,84,ZIMAPAN,144,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1656,1,83,4,0,0,11,99
13,14/11/1999,12,Ayuntamientos,13,0,1659,1,B,Basica,0,84,ZIMAPAN,125,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1659,6,34,24,1,0,3,68
13,14/11/1999,12,Ayuntamientos,13,0,1666,1,B,Basica,0,84,ZIMAPAN,69,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1666,0,30,9,2,0,3,44
13,14/11/1999,12,Ayuntamientos,13,0,1674,1,B,Basica,0,84,ZIMAPAN,87,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1674,0,45,5,0,0,3,53
13,14/11/1999,12,Ayuntamientos,13,0,1679,1,C,Contigua,0,84,ZIMAPAN,426,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1679,14,91,65,4,0,0,174
13,14/11/1999,12,Ayuntamientos,13,0,1685,1,B,Basica,0,84,ZIMAPAN,101,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1685,13,31,8,1,0,2,55
13,14/11/1999,12,Ayuntamientos,13,0,1691,1,B,Basica,0,84,ZIMAPAN,87,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1691,3,44,12,0,0,6,65
13,14/11/1999,12,Ayuntamientos,13,0,1696,1,B,Basica,0,84,ZIMAPAN,230,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1696,0,125,3,0,0,7,135
13,14/11/1999,12,Ayuntamientos,13,0,1697,1,B,Basica,0,84,ZIMAPAN,114,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1697,1,24,36,0,0,9,70
13,14/11/1999,12,Ayuntamientos,13,0,1699,1,B,Basica,0,84,ZIMAPAN,326,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1699,4,94,36,2,0,27,163
13,14/11/1999,12,Ayuntamientos,13,0,1705,1,B,Basica,0,84,ZIMAPAN,79,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1705,1,38,1,0,0,0,40
13,14/11/1999,12,Ayuntamientos,13,0,1706,1,B,Basica,0,84,ZIMAPAN,324,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1706,2,101,17,3,0,11,134
13,14/11/1999,12,Ayuntamientos,13,0,1504,1,C,Contigua,0,76,TULANCINGO DE BRAVO,731,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1504,109,121,23,0,6,7,266
13,14/11/1999,12,Ayuntamientos,13,0,1511,1,C,Contigua,0,76,TULANCINGO DE BRAVO,666,AL,Anulada por el Tribunal Local,P,T,Urna tradicional,1511,0,0,0,0,0,0,0
13,14/11/1999,12,Ayuntamientos,13,0,1515,1,B,Basica,0,76,TULANCINGO DE BRAVO,566,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1515,104,61,21,0,1,6,193
13,14/11/1999,12,Ayuntamientos,13,0,1518,1,B,Basica,0,76,TULANCINGO DE BRAVO,645,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1518,148,70,18,0,6,11,253
13,14/11/1999,12,Ayuntamientos,13,0,1519,1,B,Basica,0,76,TULANCINGO DE BRAVO,489,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1519,131,54,26,0,3,5,219
13,14/11/1999,12,Ayuntamientos,13,0,1524,1,C,Contigua,0,76,TULANCINGO DE BRAVO,731,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1524,207,97,17,0,7,9,337
13,14/11/1999,12,Ayuntamientos,13,0,1531,1,B,Basica,0,76,TULANCINGO DE BRAVO,536,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1531,102,75,12,0,2,7,198
13,14/11/1999,12,Ayuntamientos,13,0,1532,1,C,Contigua,0,76,TULANCINGO DE BRAVO,611,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1532,160,90,12,0,9,15,286
13,14/11/1999,12,Ayuntamientos,13,0,443,1,B,Basica,0,27,HUEHUETLA,647,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,443,22,130,231,5,0,30,418
13,14/11/1999,12,Ayuntamientos,13,0,444,1,B,Basica,0,27,HUEHUETLA,669,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,444,5,123,238,3,0,21,390
13,14/11/1999,12,Ayuntamientos,13,0,445,1,B,Basica,0,27,HUEHUETLA,193,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,445,21,48,58,4,0,3,134
13,14/11/1999,12,Ayuntamientos,13,0,448,1,B,Basica,0,27,HUEHUETLA,569,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,448,28,123,147,7,0,17,322
13,14/11/1999,12,Ayuntamientos,13,0,453,1,C,Contigua,0,27,HUEHUETLA,457,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,453,46,161,60,1,0,11,279
13,14/11/1999,12,Ayuntamientos,13,0,455,1,B,Basica,0,27,HUEHUETLA,469,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,455,4,141,126,0,0,15,286
13,14/11/1999,12,Ayuntamientos,13,0,460,1,C,Contigua,0,28,HUEJUTLA DE REYES,684,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,460,177,98,0,0,0,6,281
13,14/11/1999,12,Ayuntamientos,13,0,531,1,B,Basica,0,29,HUICHAPAN,451,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,531,66,66,52,0,0,7,191
13,14/11/1999,12,Ayuntamientos,13,0,537,1,B,Basica,0,29,HUICHAPAN,724,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,537,65,222,23,0,0,7,317
13,14/11/1999,12,Ayuntamientos,13,0,540,1,B,Basica,0,29,HUICHAPAN,516,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,540,65,147,4,0,0,3,219
13,14/11/1999,12,Ayuntamientos,13,0,550,2,C,Contigua,0,30,IXMIQUILPAN,520,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,550,0,79,95,2,0,12,188
13,14/11/1999,12,Ayuntamientos,13,0,553,2,C,Contigua,0,30,IXMIQUILPAN,618,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,553,0,92,74,0,0,4,170
13,14/11/1999,12,Ayuntamientos,13,0,555,1,C,Contigua,0,30,IXMIQUILPAN,625,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,555,0,117,74,5,0,12,208
13,14/11/1999,12,Ayuntamientos,13,0,561,1,B,Basica,0,30,IXMIQUILPAN,545,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,561,0,142,59,5,0,9,215
13,14/11/1999,12,Ayuntamientos,13,0,561,1,C,Contigua,0,30,IXMIQUILPAN,546,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,561,0,111,78,2,0,10,201
13,14/11/1999,12,Ayuntamientos,13,0,563,1,C,Contigua,0,30,IXMIQUILPAN,536,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,563,0,110,79,4,0,10,203
13,14/11/1999,12,Ayuntamientos,13,0,577,1,B,Basica,0,30,IXMIQUILPAN,417,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,577,0,42,125,2,0,7,176
13,14/11/1999,12,Ayuntamientos,13,0,584,1,B,Basica,0,30,IXMIQUILPAN,190,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,584,0,100,12,2,0,5,119
13,14/11/1999,12,Ayuntamientos,13,0,588,1,B,Basica,0,30,IXMIQUILPAN,400,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,588,0,79,98,1,0,8,186
13,14/11/1999,12,Ayuntamientos,13,0,593,1,B,Basica,0,30,IXMIQUILPAN,669,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,593,0,95,148,1,0,11,255
13,14/11/1999,12,Ayuntamientos,13,0,601,1,B,Basica,0,30,IXMIQUILPAN,551,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,601,0,69,122,1,0,7,199
13,14/11/1999,12,Ayuntamientos,13,0,608,1,B,Basica,0,31,JACALA DE LEDEZMA,661,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,608,0,302,57,0,0,15,374
13,14/11/1999,12,Ayuntamientos,13,0,614,1,B,Basica,0,31,JACALA DE LEDEZMA,574,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,614,0,174,63,0,0,17,254
13,14/11/1999,12,Ayuntamientos,13,0,624,1,B,Basica,0,31,JACALA DE LEDEZMA,77,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,624,0,22,21,0,0,5,48
13,14/11/1999,12,Ayuntamientos,13,0,629,1,B,Basica,0,31,JACALA DE LEDEZMA,372,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,629,0,117,112,0,0,12,241
13,14/11/1999,12,Ayuntamientos,13,0,631,1,B,Basica,0,32,JALTOCAN,710,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,631,106,282,36,0,0,22,446
13,14/11/1999,12,Ayuntamientos,13,0,649,1,B,Basica,0,34,LA MISION,661,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,649,0,232,52,103,0,14,401
13,14/11/1999,12,Ayuntamientos,13,0,657,1,B,Basica,0,35,LOLOTLA,594,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,657,65,148,23,0,0,51,287
13,14/11/1999,12,Ayuntamientos,13,0,660,1,C,Contigua,0,35,LOLOTLA,402,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,660,21,191,30,0,0,20,262
13,14/11/1999,12,Ayuntamientos,13,0,661,1,B,Basica,0,35,LOLOTLA,640,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,661,14,368,34,0,0,15,431
13,14/11/1999,12,Ayuntamientos,13,0,952,2,C,Contigua,0,47,PACHUCA DE SOTO,612,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,952,112,86,13,4,0,2,217
13,14/11/1999,12,Ayuntamientos,13,0,957,1,B,Basica,0,47,PACHUCA DE SOTO,588,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,957,129,131,13,1,0,41,315
13,14/11/1999,12,Ayuntamientos,13,0,957,2,C,Contigua,0,47,PACHUCA DE SOTO,589,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,957,176,102,7,5,0,5,295
13,14/11/1999,12,Ayuntamientos,13,0,960,1,B,Basica,0,47,PACHUCA DE SOTO,445,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,960,57,143,12,2,0,9,223
13,14/11/1999,12,Ayuntamientos,13,0,978,1,B,Basica,0,48,PISAFLORES,390,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,978,0,143,93,4,0,12,252
13,14/11/1999,12,Ayuntamientos,13,0,979,1,B,Basica,0,48,PISAFLORES,156,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,979,0,91,16,0,0,4,111
13,14/11/1999,12,Ayuntamientos,13,0,984,1,C,Contigua,0,49,PROGRESO DE OBREGON,506,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,984,188,89,5,0,0,4,286
13,14/11/1999,12,Ayuntamientos,13,0,985,1,C,Contigua,0,49,PROGRESO DE OBREGON,483,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,985,150,135,18,0,0,6,309
13,14/11/1999,12,Ayuntamientos,13,0,992,1,B,Basica,0,49,PROGRESO DE OBREGON,528,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,992,154,93,12,0,0,11,270
13,14/11/1999,12,Ayuntamientos,13,0,998,1,B,Basica,0,50,SAN AGUSTIN METZQUITITLAN,131,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,998,37,72,2,0,0,1,112
13,14/11/1999,12,Ayuntamientos,13,0,1000,1,B,Basica,0,50,SAN AGUSTIN METZQUITITLAN,395,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1000,192,92,4,0,0,11,299
13,14/11/1999,12,Ayuntamientos,13,0,1007,1,B,Basica,0,50,SAN AGUSTIN METZQUITITLAN,116,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1007,32,58,0,0,0,2,92
13,14/11/1999,12,Ayuntamientos,13,0,1011,1,C,Contigua,0,51,SAN AGUSTIN TLAXIACA,619,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1011,0,157,203,0,0,7,367
13,14/11/1999,12,Ayuntamientos,13,0,1013,1,C,Contigua,0,51,SAN AGUSTIN TLAXIACA,611,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1013,0,100,135,0,0,12,247
13,14/11/1999,12,Ayuntamientos,13,0,1447,1,C,Contigua,0,74,TOLCAYUCA,738,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1447,147,178,69,0,0,9,403
13,14/11/1999,12,Ayuntamientos,13,0,1448,1,B,Basica,0,74,TOLCAYUCA,130,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1448,45,35,2,0,0,1,83
13,14/11/1999,12,Ayuntamientos,13,0,1449,1,B,Basica,0,75,TULA DE ALLENDE,562,AL,Anulada por el Tribunal Local,P,T,Urna tradicional,1449,0,0,0,0,0,0,0
13,14/11/1999,12,Ayuntamientos,13,0,1450,1,C,Contigua,0,75,TULA DE ALLENDE,445,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1450,0,125,90,0,2,2,219
13,14/11/1999,12,Ayuntamientos,13,0,1451,1,B,Basica,0,75,TULA DE ALLENDE,567,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1451,0,114,143,6,8,1,272
13,14/11/1999,12,Ayuntamientos,13,0,1452,1,B,Basica,0,75,TULA DE ALLENDE,741,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1452,0,144,176,5,17,8,350
13,14/11/1999,12,Ayuntamientos,13,0,1457,1,B,Basica,0,75,TULA DE ALLENDE,560,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1457,0,158,104,4,5,2,273
13,14/11/1999,12,Ayuntamientos,13,0,1460,1,B,Basica,0,75,TULA DE ALLENDE,705,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1460,0,182,171,1,9,3,366
13,14/11/1999,12,Ayuntamientos,13,0,1464,1,B,Basica,0,75,TULA DE ALLENDE,628,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1464,0,180,131,4,0,8,323
13,14/11/1999,12,Ayuntamientos,13,0,1472,1,B,Basica,0,75,TULA DE ALLENDE,394,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1472,0,130,89,2,3,3,227
13,14/11/1999,12,Ayuntamientos,13,0,1476,1,B,Basica,0,75,TULA DE ALLENDE,709,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1476,0,202,160,1,8,12,383
13,14/11/1999,12,Ayuntamientos,13,0,1480,1,B,Basica,0,75,TULA DE ALLENDE,532,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1480,0,138,103,1,6,7,255
13,14/11/1999,12,Ayuntamientos,13,0,1484,1,C,Contigua,0,75,TULA DE ALLENDE,521,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1484,0,104,115,5,3,1,228
13,14/11/1999,12,Ayuntamientos,13,0,1485,1,B,Basica,0,75,TULA DE ALLENDE,675,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,1485,0,119,154,1,9,4,287
