DISTRITO,MUNICIPIO,DTO_R,CAB_R,MUNI_R,SECCION,CASILLA,PAN,FIDE,PRD,PRV,NO_REG,NULOS
LA ANTIGUA,ALTO LUCERO,19,1,10,200,B,68,129,21,53,0,18
LA ANTIGUA,ALTO LUCERO,19,1,10,201,B,29,70,32,75,0,13
LA ANTIGUA,ALTO LUCERO,19,1,10,202,B,15,62,90,171,0,30
LA ANTIGUA,ALTO LUCERO,19,1,10,202,X,64,84,38,92,0,21
LA ANTIGUA,ALTO LUCERO,19,1,10,203,B,4,86,7,66,0,11
LA ANTIGUA,ALTO LUCERO,19,1,10,204,B,64,125,28,86,0,0
LA ANTIGUA,ALTO LUCERO,19,1,10,205,B,28,43,7,8,0,2
LA ANTIGUA,ALTO LUCERO,19,1,10,206,B,25,152,150,96,0,11
LA ANTIGUA,ALTO LUCERO,19,1,10,206,X,14,46,21,107,0,11
LA ANTIGUA,ALTO LUCERO,19,1,10,207,B,21,140,237,24,0,15
LA ANTIGUA,ALTO LUCERO,19,1,10,208,B,70,109,106,95,0,19
LA ANTIGUA,ALTO LUCERO,19,1,10,209,B,27,141,37,83,0,15
LA ANTIGUA,ALTO LUCERO,19,1,10,210,B,88,74,62,202,0,25
LA ANTIGUA,ALTO LUCERO,19,1,10,211,B,22,75,10,171,0,44
LA ANTIGUA,ALTO LUCERO,19,1,10,211,C,20,68,8,183,0,25
LA ANTIGUA,ALTO LUCERO,19,1,10,212,B,91,145,63,115,0,19
LA ANTIGUA,ALTO LUCERO,19,1,10,213,B,49,119,23,81,0,23
LA ANTIGUA,ALTO LUCERO,19,1,10,214,B,122,130,10,45,0,5
LA ANTIGUA,ALTO LUCERO,19,1,10,215,B,252,55,23,45,0,15
LA ANTIGUA,ALTO LUCERO,19,1,10,215,C,267,70,17,44,0,11
LA ANTIGUA,ALTO LUCERO,19,1,10,216,B,78,30,22,184,0,9
LA ANTIGUA,ALTO LUCERO,19,1,10,216,C,66,48,15,175,0,21
LA ANTIGUA,ALTO LUCERO,19,1,10,217,B,58,22,28,150,0,22
LA ANTIGUA,ALTO LUCERO,19,1,10,217,C,53,33,27,170,0,14
PEROTE,ALTOTONGA,10,1,11,218,B,57,117,135,0,0,13
PEROTE,ALTOTONGA,10,1,11,218,C,61,120,132,0,0,13
PEROTE,ALTOTONGA,10,1,11,218,C2,73,112,154,0,0,9
PEROTE,ALTOTONGA,10,1,11,219,B,91,105,183,0,0,0
PEROTE,ALTOTONGA,10,1,11,219,C,73,110,201,0,0,18
PEROTE,ALTOTONGA,10,1,11,219,C2,88,98,183,0,0,14
PEROTE,ALTOTONGA,10,1,11,220,B,77,135,221,0,4,10
PEROTE,ALTOTONGA,10,1,11,220,C,78,107,243,0,0,8
PEROTE,ALTOTONGA,10,1,11,221,B,45,105,131,0,0,0
PEROTE,ALTOTONGA,10,1,11,221,C,59,95,168,0,0,9
PEROTE,ALTOTONGA,10,1,11,221,C2,59,76,165,0,0,11
PEROTE,ALTOTONGA,10,1,11,222,B,82,101,255,0,0,0
PEROTE,ALTOTONGA,10,1,11,222,C,87,127,226,0,0,3
PEROTE,ALTOTONGA,10,1,11,223,B,95,107,166,0,0,17
PEROTE,ALTOTONGA,10,1,11,223,C,77,122,194,0,0,12
PEROTE,ALTOTONGA,10,1,11,224,B,24,141,15,0,0,10
PEROTE,ALTOTONGA,10,1,11,224,X,27,178,21,0,0,15
PEROTE,ALTOTONGA,10,1,11,225,B,7,172,6,0,0,8
PEROTE,ALTOTONGA,10,1,11,226,B,33,200,28,0,1,14
PEROTE,ALTOTONGA,10,1,11,227,B,118,249,6,0,0,15
PEROTE,ALTOTONGA,10,1,11,228,B,35,137,25,0,0,17
PEROTE,ALTOTONGA,10,1,11,228,C,43,151,27,0,0,15
PEROTE,ALTOTONGA,10,1,11,228,X,42,100,9,0,0,8
PEROTE,ALTOTONGA,10,1,11,229,B,53,259,38,0,0,29
PEROTE,ALTOTONGA,10,1,11,229,C,36,262,32,0,0,34
PEROTE,ALTOTONGA,10,1,11,230,B,26,205,93,0,2,29
PEROTE,ALTOTONGA,10,1,11,231,B,4,148,32,0,0,8
PEROTE,ALTOTONGA,10,1,11,231,X,5,116,7,0,0,10
PEROTE,ALTOTONGA,10,1,11,232,B,6,97,21,0,0,11
PEROTE,ALTOTONGA,10,1,11,233,B,24,126,37,0,0,18
PEROTE,ALTOTONGA,10,1,11,233,C,35,104,48,0,0,15
PEROTE,ALTOTONGA,10,1,11,234,B,58,216,64,0,0,27
PEROTE,ALTOTONGA,10,1,11,235,B,49,67,78,0,0,19
PEROTE,ALTOTONGA,10,1,11,235,C,56,89,63,0,0,10
PEROTE,ALTOTONGA,10,1,11,236,B,98,187,54,0,0,0
PEROTE,ALTOTONGA,10,1,11,236,C,144,148,75,0,4,22
PEROTE,ALTOTONGA,10,1,11,237,B,31,198,31,0,1,21
PEROTE,ALTOTONGA,10,1,11,237,C,21,202,46,0,0,42
PEROTE,ALTOTONGA,10,1,11,238,B,56,135,35,0,0,18
PEROTE,ALTOTONGA,10,1,11,238,C,70,136,24,0,0,20
PEROTE,ALTOTONGA,10,1,11,238,X,72,161,77,0,0,0
PEROTE,ALTOTONGA,10,1,11,239,B,46,192,48,0,0,14
PEROTE,ALTOTONGA,10,1,11,239,C,51,162,47,0,0,21
PEROTE,ALTOTONGA,10,1,11,240,B,70,105,14,0,0,23
PEROTE,ALTOTONGA,10,1,11,240,C,45,133,10,0,0,18
PEROTE,ALTOTONGA,10,1,11,241,B,104,254,19,0,0,14
PEROTE,ALTOTONGA,10,1,11,242,B,58,245,42,0,1,15
PEROTE,ALTOTONGA,10,1,11,242,C,45,292,42,0,0,16
PEROTE,ALTOTONGA,10,1,11,243,B,71,136,5,0,0,6
PEROTE,ALTOTONGA,10,1,11,243,C,89,137,3,0,1,12
PEROTE,ALTOTONGA,10,1,11,244,B,16,225,28,0,0,10
PEROTE,ALTOTONGA,10,1,11,244,X,56,207,41,5,0,19
PEROTE,ALTOTONGA,10,1,11,245,B,26,203,13,0,0,20
PEROTE,ALTOTONGA,10,1,11,245,C,21,198,10,0,0,0
PEROTE,ALTOTONGA,10,1,11,246,B,72,117,18,0,0,4
COSAMALOAPAN,ALVARADO,23,1,12,247,B,178,107,10,0,0,15
COSAMALOAPAN,ALVARADO,23,1,12,247,C,178,96,8,0,0,13
COSAMALOAPAN,ALVARADO,23,1,12,248,B,236,131,25,0,0,13
COSAMALOAPAN,ALVARADO,23,1,12,249,B,160,162,39,0,0,7
COSAMALOAPAN,ALVARADO,23,1,12,250,B,233,187,23,0,0,15
COSAMALOAPAN,ALVARADO,23,1,12,251,B,140,105,42,0,0,25
COSAMALOAPAN,ALVARADO,23,1,12,252,B,171,101,32,0,0,5
COSAMALOAPAN,ALVARADO,23,1,12,252,C,174,89,26,0,1,12
COSAMALOAPAN,ALVARADO,23,1,12,253,B,175,189,15,0,0,2
COSAMALOAPAN,ALVARADO,23,1,12,254,B,161,98,11,0,0,7
COSAMALOAPAN,ALVARADO,23,1,12,254,C,160,88,13,0,0,8
COSAMALOAPAN,ALVARADO,23,1,12,255,B,145,118,11,0,0,12
COSAMALOAPAN,ALVARADO,23,1,12,255,C,139,110,15,0,0,15
COSAMALOAPAN,ALVARADO,23,1,12,255,C2,166,96,17,0,0,10
COSAMALOAPAN,ALVARADO,23,1,12,256,B,123,95,14,0,0,6
COSAMALOAPAN,ALVARADO,23,1,12,256,C,105,109,8,0,0,6
COSAMALOAPAN,ALVARADO,23,1,12,257,B,145,120,16,0,0,11
COSAMALOAPAN,ALVARADO,23,1,12,257,C,127,124,15,0,0,15
COSAMALOAPAN,ALVARADO,23,1,12,258,B,227,185,25,0,0,10
COSAMALOAPAN,ALVARADO,23,1,12,259,B,153,95,16,0,0,7
COSAMALOAPAN,ALVARADO,23,1,12,259,C,148,140,18,0,0,9
COSAMALOAPAN,ALVARADO,23,1,12,260,B,202,116,24,0,0,14
COSAMALOAPAN,ALVARADO,23,1,12,260,C,211,128,28,0,1,16
COSAMALOAPAN,ALVARADO,23,1,12,261,B,149,104,16,0,0,5
COSAMALOAPAN,ALVARADO,23,1,12,261,C,163,108,27,0,0,0
COSAMALOAPAN,ALVARADO,23,1,12,262,B,249,145,30,0,0,13
COSAMALOAPAN,ALVARADO,23,1,12,263,B,116,117,18,0,0,5
COSAMALOAPAN,ALVARADO,23,1,12,263,C,114,128,17,0,0,7
COSAMALOAPAN,ALVARADO,23,1,12,264,B,337,129,25,0,0,16
COSAMALOAPAN,ALVARADO,23,1,12,265,B,175,147,25,0,1,5
COSAMALOAPAN,ALVARADO,23,1,12,265,C,216,123,31,0,0,14
COSAMALOAPAN,ALVARADO,23,1,12,266,B,109,54,41,0,0,35
COSAMALOAPAN,ALVARADO,23,1,12,267,B,141,145,43,0,0,10
COSAMALOAPAN,ALVARADO,23,1,12,268,B,79,66,73,0,0,8
COSAMALOAPAN,ALVARADO,23,1,12,268,C,74,88,88,0,0,9
COSAMALOAPAN,ALVARADO,23,1,12,269,B,120,25,40,0,0,13
COSAMALOAPAN,ALVARADO,23,1,12,270,B,173,147,47,0,0,15
COSAMALOAPAN,ALVARADO,23,1,12,271,B,75,110,34,0,0,13
COSAMALOAPAN,ALVARADO,23,1,12,271,C,72,102,44,0,0,8
COSAMALOAPAN,ALVARADO,23,1,12,271,C2,96,117,27,0,0,6
COSAMALOAPAN,ALVARADO,23,1,12,272,B,129,153,36,0,0,0
COSAMALOAPAN,ALVARADO,23,1,12,272,C,135,145,31,0,0,9
COSAMALOAPAN,ALVARADO,23,1,12,272,C2,134,114,42,0,0,51
COSAMALOAPAN,ALVARADO,23,1,12,273,B,51,290,26,0,0,23
COSAMALOAPAN,ALVARADO,23,1,12,274,B,90,157,97,0,0,16
COSAMALOAPAN,ALVARADO,23,1,12,275,B,126,103,30,0,0,7
COSAMALOAPAN,ALVARADO,23,1,12,276,B,115,192,22,0,0,12
COSAMALOAPAN,ALVARADO,23,1,12,276,C,98,176,23,0,0,13
COSAMALOAPAN,ALVARADO,23,1,12,277,B,123,83,33,0,0,23
COSAMALOAPAN,ALVARADO,23,1,12,278,B,176,134,16,0,0,0
COSAMALOAPAN,ALVARADO,23,1,12,279,B,157,196,57,0,0,13
COSAMALOAPAN,ALVARADO,23,1,12,280,B,98,182,45,0,0,12
COSAMALOAPAN,ALVARADO,23,1,12,280,C,93,189,34,0,0,13
COSAMALOAPAN,ALVARADO,23,1,12,281,B,76,184,108,0,0,9
COSAMALOAPAN,ALVARADO,23,1,12,282,B,216,180,6,0,0,8
COSAMALOAPAN,ALVARADO,23,1,12,282,C,187,180,13,0,0,4
COSAMALOAPAN,ALVARADO,23,1,12,283,B,137,124,13,0,0,11
COSAMALOAPAN,ALVARADO,23,1,12,283,C,130,133,11,0,0,15
COSAMALOAPAN,ALVARADO,23,1,12,284,B,146,113,40,0,0,25
COSAMALOAPAN,ALVARADO,23,1,12,284,C,151,101,50,0,2,14
COSAMALOAPAN,ALVARADO,23,1,12,285,B,95,71,14,0,0,9
COSAMALOAPAN,ALVARADO,23,1,12,286,B,41,81,53,0,0,6
COSAMALOAPAN,AMATITLAN,23,1,13,287,B,161,4,40,218,0,12
COSAMALOAPAN,AMATITLAN,23,1,13,287,C,176,20,27,212,0,14
COSAMALOAPAN,AMATITLAN,23,1,13,288,B,74,156,152,175,0,21
COSAMALOAPAN,AMATITLAN,23,1,13,289,B,177,30,30,67,0,6
COSAMALOAPAN,AMATITLAN,23,1,13,289,C,169,45,26,55,0,9
COSAMALOAPAN,AMATITLAN,23,1,13,290,B,149,46,39,73,0,0
COSAMALOAPAN,AMATITLAN,23,1,13,290,C,171,37,32,72,0,9
COSAMALOAPAN,AMATITLAN,23,1,13,291,B,259,9,41,45,0,12
COSAMALOAPAN,AMATITLAN,23,1,13,291,C,222,17,44,54,0,12
COSAMALOAPAN,AMATITLAN,23,1,13,292,B,177,51,57,34,0,9
COSAMALOAPAN,AMATITLAN,23,1,13,293,B,244,53,75,161,0,33
CORDOBA,AMATLAN DE LOS REYES,16,1,14,294,B,67,125,11,62,3,13
CORDOBA,AMATLAN DE LOS REYES,16,1,14,294,C,94,111,20,66,7,3
CORDOBA,AMATLAN DE LOS REYES,16,1,14,295,B,75,78,23,165,9,13
CORDOBA,AMATLAN DE LOS REYES,16,1,14,295,C,101,77,18,154,6,11
CORDOBA,AMATLAN DE LOS REYES,16,1,14,295,C2,84,66,15,183,10,16
CORDOBA,AMATLAN DE LOS REYES,16,1,14,296,B,143,117,27,124,4,21
CORDOBA,AMATLAN DE LOS REYES,16,1,14,296,C,154,108,39,138,3,15
CORDOBA,AMATLAN DE LOS REYES,16,1,14,297,B,105,97,19,156,6,12
CORDOBA,AMATLAN DE LOS REYES,16,1,14,297,C,136,84,7,124,11,10
CORDOBA,AMATLAN DE LOS REYES,16,1,14,298,B,98,82,135,5,8,33
CORDOBA,AMATLAN DE LOS REYES,16,1,14,298,X,27,5,11,7,6,10
CORDOBA,AMATLAN DE LOS REYES,16,1,14,299,B,34,98,173,12,28,9
CORDOBA,AMATLAN DE LOS REYES,16,1,14,300,B,74,60,68,44,14,13
CORDOBA,AMATLAN DE LOS REYES,16,1,14,300,X,69,29,41,14,11,11
CORDOBA,AMATLAN DE LOS REYES,16,1,14,301,B,54,125,113,8,9,14
CORDOBA,AMATLAN DE LOS REYES,16,1,14,301,C,66,101,131,8,5,17
CORDOBA,AMATLAN DE LOS REYES,16,1,14,302,B,18,53,47,4,1,4
CORDOBA,AMATLAN DE LOS REYES,16,1,14,303,B,35,40,154,5,3,15
CORDOBA,AMATLAN DE LOS REYES,16,1,14,303,C,43,27,137,2,0,12
CORDOBA,AMATLAN DE LOS REYES,16,1,14,304,B,46,27,148,3,1,8
CORDOBA,AMATLAN DE LOS REYES,16,1,14,304,C,65,39,113,3,0,7
CORDOBA,AMATLAN DE LOS REYES,16,1,14,305,B,107,61,148,5,2,9
CORDOBA,AMATLAN DE LOS REYES,16,1,14,305,C,112,76,142,3,2,11
CORDOBA,AMATLAN DE LOS REYES,16,1,14,305,C2,107,76,110,5,5,11
CORDOBA,AMATLAN DE LOS REYES,16,1,14,306,B,76,87,186,6,0,21
CORDOBA,AMATLAN DE LOS REYES,16,1,14,306,C,100,69,201,3,7,10
CORDOBA,AMATLAN DE LOS REYES,16,1,14,307,B,101,141,38,7,1,7
CORDOBA,AMATLAN DE LOS REYES,16,1,14,307,C,81,117,47,15,3,14
CORDOBA,AMATLAN DE LOS REYES,16,1,14,307,C2,122,127,40,15,4,4
CORDOBA,AMATLAN DE LOS REYES,16,1,14,308,B,91,54,63,12,3,9
CORDOBA,AMATLAN DE LOS REYES,16,1,14,308,C,105,53,68,20,1,6
CORDOBA,AMATLAN DE LOS REYES,16,1,14,309,B,98,88,34,14,6,3
CORDOBA,AMATLAN DE LOS REYES,16,1,14,309,C,87,92,32,15,2,5
CORDOBA,AMATLAN DE LOS REYES,16,1,14,310,B,57,151,97,17,1,18
CORDOBA,AMATLAN DE LOS REYES,16,1,14,310,C,77,147,107,21,1,14
CORDOBA,AMATLAN DE LOS REYES,16,1,14,310,C2,55,151,125,24,0,6
CORDOBA,AMATLAN DE LOS REYES,16,1,14,311,B,94,107,57,10,0,9
CORDOBA,AMATLAN DE LOS REYES,16,1,14,312,B,91,61,84,6,1,8
CORDOBA,AMATLAN DE LOS REYES,16,1,14,312,C,99,37,90,3,0,13
CORDOBA,AMATLAN DE LOS REYES,16,1,14,313,B,112,117,145,55,0,4
CORDOBA,AMATLAN DE LOS REYES,16,1,14,314,B,103,164,14,35,0,4
CORDOBA,AMATLAN DE LOS REYES,16,1,14,315,B,136,88,77,15,0,12
CORDOBA,AMATLAN DE LOS REYES,16,1,14,315,C,143,63,95,8,8,7
CORDOBA,AMATLAN DE LOS REYES,16,1,14,316,B,125,128,48,68,16,20
CORDOBA,AMATLAN DE LOS REYES,16,1,14,317,B,118,178,6,7,0,9
CORDOBA,AMATLAN DE LOS REYES,16,1,14,317,C,103,199,10,13,2,6
CORDOBA,AMATLAN DE LOS REYES,16,1,14,318,B,250,219,2,7,3,15
CORDOBA,AMATLAN DE LOS REYES,16,1,14,318,C,241,193,6,15,0,18
CORDOBA,AMATLAN DE LOS REYES,16,1,14,319,B,118,53,15,14,1,5
TUXPAN,NARANJOS AMATLAN,5,1,15,320,B,81,209,105,0,0,9
TUXPAN,NARANJOS AMATLAN,5,1,15,321,B,77,172,67,0,0,10
TUXPAN,NARANJOS AMATLAN,5,1,15,321,C,84,171,63,0,0,5
TUXPAN,NARANJOS AMATLAN,5,1,15,322,B,47,148,74,0,0,2
TUXPAN,NARANJOS AMATLAN,5,1,15,322,C,56,131,71,0,0,4
TUXPAN,NARANJOS AMATLAN,5,1,15,323,B,64,152,54,0,0,5
TUXPAN,NARANJOS AMATLAN,5,1,15,323,C,69,145,61,0,0,5
TUXPAN,NARANJOS AMATLAN,5,1,15,324,B,71,84,87,0,0,2
TUXPAN,NARANJOS AMATLAN,5,1,15,324,C,72,115,78,0,0,5
TUXPAN,NARANJOS AMATLAN,5,1,15,325,B,86,180,93,0,0,6
TUXPAN,NARANJOS AMATLAN,5,1,15,325,C,107,166,65,0,0,4
TUXPAN,NARANJOS AMATLAN,5,1,15,326,B,98,196,67,0,0,0
TUXPAN,NARANJOS AMATLAN,5,1,15,327,B,85,214,75,0,0,9
TUXPAN,NARANJOS AMATLAN,5,1,15,328,B,93,256,91,0,0,4
TUXPAN,NARANJOS AMATLAN,5,1,15,328,C,101,268,68,0,0,6
TUXPAN,NARANJOS AMATLAN,5,1,15,329,B,71,105,172,0,4,0
TUXPAN,NARANJOS AMATLAN,5,1,15,329,C,74,141,133,0,1,5
TUXPAN,NARANJOS AMATLAN,5,1,15,330,B,74,134,144,0,0,7
TUXPAN,NARANJOS AMATLAN,5,1,15,330,C,57,103,162,0,0,8
TUXPAN,NARANJOS AMATLAN,5,1,15,330,C2,80,98,142,0,0,8
TUXPAN,NARANJOS AMATLAN,5,1,15,331,B,49,76,125,0,0,3
TUXPAN,NARANJOS AMATLAN,5,1,15,331,C,37,90,141,0,0,11
TUXPAN,NARANJOS AMATLAN,5,1,15,332,B,83,318,83,0,0,3
TUXPAN,NARANJOS AMATLAN,5,1,15,333,B,41,209,160,0,0,11
TUXPAN,NARANJOS AMATLAN,5,1,15,334,B,56,274,95,0,0,20
TUXPAN,NARANJOS AMATLAN,5,1,15,335,B,158,246,88,0,0,11
TUXPAN,NARANJOS AMATLAN,5,1,15,336,B,92,178,170,0,0,13
TUXPAN,NARANJOS AMATLAN,5,1,15,337,B,94,150,48,0,0,8
TUXPAN,NARANJOS AMATLAN,5,1,15,338,B,89,152,76,0,0,16
TUXPAN,NARANJOS AMATLAN,5,1,15,338,X,89,96,80,0,0,5
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,339,B,84,122,153,5,0,40
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,339,C,101,117,195,5,0,14
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,340,B,97,116,115,15,0,19
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,340,C,96,112,120,14,0,13
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,341,B,62,104,104,9,0,4
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,341,C,67,86,117,4,0,5
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,342,B,81,115,106,9,0,10
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,342,C,87,96,127,16,0,10
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,343,B,104,76,132,5,0,7
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,343,C,111,81,123,3,0,11
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,344,B,82,102,157,3,0,11
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,344,C,79,102,153,3,0,8
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,345,B,94,81,108,2,0,0
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,345,C,98,79,113,7,0,14
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,346,B,129,74,135,8,0,10
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,346,C,115,101,111,6,0,10
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,347,B,45,70,56,1,0,11
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,348,B,57,85,293,10,0,11
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,349,B,94,78,154,28,0,10
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,349,C,117,65,152,23,0,15
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,349,X,28,56,186,0,0,23
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,350,B,121,90,92,1,0,17
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,350,C,126,66,113,0,0,15
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,351,B,120,54,193,61,0,15
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,352,B,88,99,119,2,0,8
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,352,C,115,97,112,0,0,12
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,353,B,76,104,200,4,0,17
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,353,C,101,86,202,4,0,9
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,354,B,129,97,81,3,0,12
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,354,C,132,90,90,4,0,3
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,354,C2,126,106,68,2,0,9
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,355,B,18,44,191,2,0,6
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,355,C,25,84,136,3,0,11
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,356,B,125,69,165,1,0,0
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,356,C,125,69,165,1,0,10
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,357,B,76,114,213,2,0,16
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,358,B,133,119,84,2,0,6
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,358,C,134,104,90,1,0,4
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,359,B,27,61,103,1,0,2
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,360,B,11,195,198,10,0,13
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,360,C,20,163,224,10,1,7
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,361,B,29,151,203,2,0,15
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,362,B,102,88,116,3,0,11
SAN ANDRES TUXTLA,ANGEL R. CABADA,25,1,16,362,C,85,93,112,15,0,15
LA ANTIGUA,LA ANTIGUA,19,0,17,363,B,66,121,81,0,0,6
LA ANTIGUA,LA ANTIGUA,19,0,17,363,C,59,122,73,0,1,6
LA ANTIGUA,LA ANTIGUA,19,0,17,364,B,104,160,189,0,0,15
LA ANTIGUA,LA ANTIGUA,19,0,17,365,B,47,102,100,0,0,0
LA ANTIGUA,LA ANTIGUA,19,0,17,365,C,62,113,90,0,0,0
LA ANTIGUA,LA ANTIGUA,19,0,17,366,B,114,137,129,0,0,8
LA ANTIGUA,LA ANTIGUA,19,0,17,367,B,118,123,110,0,0,6
LA ANTIGUA,LA ANTIGUA,19,0,17,367,C,117,118,123,0,0,7
LA ANTIGUA,LA ANTIGUA,19,0,17,368,B,99,113,119,0,0,8
LA ANTIGUA,LA ANTIGUA,19,0,17,368,C,95,98,119,0,0,14
LA ANTIGUA,LA ANTIGUA,19,0,17,369,B,83,129,147,0,0,6
LA ANTIGUA,LA ANTIGUA,19,0,17,369,C,80,173,151,0,0,9
LA ANTIGUA,LA ANTIGUA,19,0,17,370,B,73,147,133,0,0,9
LA ANTIGUA,LA ANTIGUA,19,0,17,371,B,59,171,217,0,0,3
LA ANTIGUA,LA ANTIGUA,19,0,17,372,B,100,111,140,0,0,12
LA ANTIGUA,LA ANTIGUA,19,0,17,373,B,67,74,100,0,0,6
LA ANTIGUA,LA ANTIGUA,19,0,17,373,C,76,56,116,0,0,8
LA ANTIGUA,LA ANTIGUA,19,0,17,374,B,71,129,134,0,0,12
LA ANTIGUA,LA ANTIGUA,19,0,17,374,C,75,138,125,0,0,11
LA ANTIGUA,LA ANTIGUA,19,0,17,375,B,394,114,205,0,0,9
LA ANTIGUA,LA ANTIGUA,19,0,17,375,C,72,91,216,0,0,14
LA ANTIGUA,LA ANTIGUA,19,0,17,375,C2,46,105,216,0,0,4
LA ANTIGUA,LA ANTIGUA,19,0,17,376,B,56,80,174,0,0,16
LA ANTIGUA,LA ANTIGUA,19,0,17,376,C,71,93,192,0,0,7
LA ANTIGUA,LA ANTIGUA,19,0,17,376,C2,63,94,206,0,1,13
LA ANTIGUA,LA ANTIGUA,19,0,17,377,B,12,121,230,0,0,9
LA ANTIGUA,LA ANTIGUA,19,0,17,377,C,20,146,207,0,0,11
LA ANTIGUA,LA ANTIGUA,19,0,17,378,B,22,403,97,0,0,18
LA ANTIGUA,LA ANTIGUA,19,0,17,379,B,38,198,64,0,0,0
LA ANTIGUA,LA ANTIGUA,19,0,17,379,C,37,182,68,0,0,7
LA ANTIGUA,LA ANTIGUA,19,0,17,380,B,35,121,203,0,0,12
LA ANTIGUA,LA ANTIGUA,19,0,17,381,B,34,109,358,0,0,17
LA ANTIGUA,LA ANTIGUA,19,0,17,382,B,141,116,128,0,0,10
LA ANTIGUA,LA ANTIGUA,19,0,17,383,B,29,109,81,0,0,5
LA ANTIGUA,LA ANTIGUA,19,0,17,383,X,67,39,40,0,0,13
COATEPEC,APAZAPAN,13,1,18,384,B,285,223,36,0,1,12
COATEPEC,APAZAPAN,13,1,18,385,B,43,211,81,0,0,14
COATEPEC,APAZAPAN,13,1,18,385,X,23,192,97,0,0,8
COATEPEC,APAZAPAN,13,1,18,386,B,82,169,145,0,0,6
COATEPEC,APAZAPAN,13,1,18,387,B,12,288,27,0,0,9
COATEPEC,APAZAPAN,13,1,18,388,B,56,76,26,0,1,3
ZONGOLICA,AQUILA,18,1,19,389,B,117,122,207,84,0,29
ZONGOLICA,AQUILA,18,1,19,389,X,182,132,36,75,0,9
ZONGOLICA,ASTACINGA,18,1,20,390,B,104,240,4,58,0,31
ZONGOLICA,ASTACINGA,18,1,20,390,C,100,228,2,77,0,32
ZONGOLICA,ASTACINGA,18,1,20,391,B,145,102,5,79,0,25
ZONGOLICA,ASTACINGA,18,1,20,391,C,137,86,6,105,0,19
ZONGOLICA,ASTACINGA,18,1,20,392,B,68,189,2,173,0,41
ZONGOLICA,ATLAHUILCO,18,1,21,393,B,129,233,110,0,0,31
ZONGOLICA,ATLAHUILCO,18,1,21,393,C,120,233,125,0,3,165
ZONGOLICA,ATLAHUILCO,18,1,21,394,B,65,404,131,0,0,23
ZONGOLICA,ATLAHUILCO,18,1,21,395,B,51,67,199,0,0,17
ZONGOLICA,ATLAHUILCO,18,1,21,395,C,64,111,166,0,0,20
ZONGOLICA,ATLAHUILCO,18,1,21,396,B,88,166,165,0,1,46
ZONGOLICA,ATLAHUILCO,18,1,21,397,B,371,67,65,0,0,23
ZONGOLICA,ATLAHUILCO,18,1,21,397,C,317,80,73,0,0,33
HUATUSCO,ATOYAC,14,1,22,398,B,209,237,42,0,0,16
HUATUSCO,ATOYAC,14,1,22,399,B,200,189,27,0,0,11
