CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND7,PRD_NVA_ALIANZA,PAN_PVEM,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,27,TABASCO,5,CENTLA,3,CENTLA,202,3,7,272,373,152,16,34,5,120,2,5,7,0,,1,993,40,1034,1686
2,27,TABASCO,5,CENTLA,3,CENTLA,203,3,11,289,362,172,51,45,16,111,3,5,14,2,,0,1081,39,1120,1890
2,27,TABASCO,5,CENTLA,3,CENTLA,204,4,25,409,546,271,41,39,15,113,4,1,1,2,,0,1467,39,1506,2291
2,27,TABASCO,5,CENTLA,3,CENTLA,205,2,110,247,188,128,20,13,6,54,0,1,5,0,,0,772,22,794,1183
2,27,TABASCO,5,CENTLA,3,CENTLA,206,2,35,236,370,239,47,18,6,70,0,4,10,4,,0,1039,36,1075,1495
2,27,TABASCO,5,CENTLA,3,CENTLA,207,2,28,234,304,160,40,19,15,152,4,2,7,0,,0,965,30,995,1445
2,27,TABASCO,5,CENTLA,3,CENTLA,208,2,32,242,247,116,35,4,14,124,0,4,3,0,,0,821,26,847,1150
2,27,TABASCO,5,CENTLA,3,CENTLA,209,3,36,285,355,159,15,102,18,149,1,8,31,0,,0,1159,57,1216,1920
2,27,TABASCO,5,CENTLA,3,CENTLA,210,3,40,309,292,197,53,50,15,169,8,28,9,1,,1,1171,82,1254,1963
2,27,TABASCO,5,CENTLA,3,CENTLA,211,3,71,214,239,164,51,59,20,108,8,22,7,3,,0,966,35,1001,1662
2,27,TABASCO,5,CENTLA,3,CENTLA,212,2,8,185,233,218,14,22,6,54,2,4,10,0,,1,756,37,794,1173
2,27,TABASCO,5,CENTLA,3,CENTLA,213,2,4,190,223,177,10,61,7,66,0,4,13,0,,0,755,46,801,1275
2,27,TABASCO,5,CENTLA,3,CENTLA,214,3,8,418,245,103,53,32,3,110,5,1,4,0,,0,982,30,1012,1574
2,27,TABASCO,5,CENTLA,3,CENTLA,215,1,2,31,39,23,1,2,1,8,0,0,0,0,,0,107,4,111,147
2,27,TABASCO,5,CENTLA,3,CENTLA,216,2,12,165,362,125,14,60,9,40,1,3,1,1,,0,793,64,857,1236
2,27,TABASCO,5,CENTLA,3,CENTLA,217,2,21,148,215,167,14,29,18,35,4,3,1,7,,0,662,26,688,912
2,27,TABASCO,5,CENTLA,3,CENTLA,218,1,10,70,56,50,1,7,1,7,0,0,13,0,,0,215,9,224,265
2,27,TABASCO,5,CENTLA,3,CENTLA,219,1,30,40,21,52,2,6,1,13,0,1,11,0,,0,177,0,177,229
2,27,TABASCO,5,CENTLA,3,CENTLA,220,2,164,170,243,126,15,16,2,9,2,2,38,107,,0,894,23,917,1018
2,27,TABASCO,5,CENTLA,3,CENTLA,221,1,39,114,115,42,24,17,5,17,2,5,39,2,,0,421,24,445,611
2,27,TABASCO,5,CENTLA,3,CENTLA,222,2,83,119,196,150,64,129,22,94,6,9,0,0,,4,872,60,936,1381
2,27,TABASCO,5,CENTLA,3,CENTLA,223,3,4,304,365,156,22,161,1,143,3,9,4,0,,0,1172,62,1234,1826
2,27,TABASCO,5,CENTLA,3,CENTLA,224,3,5,253,324,153,15,119,6,118,7,6,28,0,,0,1034,60,1094,1738
2,27,TABASCO,5,CENTLA,3,CENTLA,225,1,3,155,187,155,4,15,2,33,1,2,1,3,,0,561,10,571,738
2,27,TABASCO,5,CENTLA,3,CENTLA,226,1,6,63,83,23,3,5,2,20,1,0,3,0,,0,209,14,223,295
2,27,TABASCO,5,CENTLA,3,CENTLA,227,2,12,171,259,112,26,16,12,85,6,5,5,0,,0,709,37,746,1136
2,27,TABASCO,5,CENTLA,3,CENTLA,228,2,5,160,172,77,20,31,8,68,4,8,2,0,,2,555,35,592,885
2,27,TABASCO,5,CENTLA,3,CENTLA,229,1,7,22,11,5,0,0,0,2,0,0,0,0,,0,47,0,47,157
2,27,TABASCO,5,CENTLA,3,CENTLA,230,2,4,36,62,24,6,9,1,11,0,1,0,0,,0,154,3,157,209
2,27,TABASCO,5,CENTLA,3,CENTLA,231,1,1,116,72,36,1,0,1,9,0,1,0,0,,0,237,21,258,401
1,27,TABASCO,10,CENTRO,4,CENTRO,232,16,191,788,996,550,322,196,76,990,187,97,,13,,8,4406,241,4655,11993
1,27,TABASCO,10,CENTRO,4,CENTRO,233,2,11,80,68,68,17,15,8,80,60,8,,0,,1,415,21,437,886
1,27,TABASCO,9,CENTRO,4,CENTRO,234,6,39,436,369,241,11,57,36,300,22,36,,5,9,2,1561,78,1641,3862
1,27,TABASCO,10,CENTRO,4,CENTRO,235,2,9,95,72,59,21,11,1,65,66,11,,0,,0,410,15,425,892
1,27,TABASCO,10,CENTRO,4,CENTRO,236,2,14,76,78,47,12,13,4,39,79,10,,0,,1,372,16,389,788
1,27,TABASCO,9,CENTRO,4,CENTRO,237,4,15,277,241,161,7,14,11,121,7,18,,1,4,0,877,48,925,2851
1,27,TABASCO,9,CENTRO,4,CENTRO,238,3,4,240,158,92,9,17,20,145,9,25,,0,1,0,720,34,754,1854
1,27,TABASCO,10,CENTRO,4,CENTRO,239,1,5,48,59,26,19,10,2,50,121,4,,0,,0,344,17,361,709
1,27,TABASCO,10,CENTRO,4,CENTRO,240,2,8,83,104,55,17,4,4,73,64,4,,0,,1,416,13,430,867
1,27,TABASCO,10,CENTRO,4,CENTRO,241,4,24,154,143,166,40,21,15,208,67,29,,0,,1,867,45,913,2331
1,27,TABASCO,9,CENTRO,4,CENTRO,242,4,16,259,195,195,16,58,22,243,22,31,,1,2,0,1060,45,1105,2894
1,27,TABASCO,10,CENTRO,4,CENTRO,243,2,23,127,104,93,12,14,8,134,35,15,,1,,1,566,25,592,1268
1,27,TABASCO,9,CENTRO,4,CENTRO,244,2,11,96,91,67,9,18,11,76,7,9,,0,0,0,395,31,426,1095
1,27,TABASCO,9,CENTRO,4,CENTRO,245,3,23,274,242,94,11,28,19,187,30,24,,2,2,3,936,35,974,2250
1,27,TABASCO,9,CENTRO,4,CENTRO,246,2,18,135,99,63,6,14,9,86,12,14,,0,0,0,456,15,471,1195
1,27,TABASCO,9,CENTRO,4,CENTRO,247,2,7,141,70,52,2,11,5,71,4,16,,0,0,0,379,10,389,1016
1,27,TABASCO,9,CENTRO,4,CENTRO,248,2,12,142,111,104,9,28,15,124,11,15,,0,0,0,571,31,602,1405
1,27,TABASCO,9,CENTRO,4,CENTRO,249,8,42,647,400,309,35,54,35,323,22,62,,54,51,3,2034,102,2139,5612
1,27,TABASCO,9,CENTRO,4,CENTRO,250,3,43,209,132,80,6,20,20,125,17,23,,2,3,2,680,33,715,1558
1,27,TABASCO,9,CENTRO,4,CENTRO,251,4,76,270,242,153,13,43,28,212,16,54,,1,4,2,1112,43,1157,2814
1,27,TABASCO,9,CENTRO,4,CENTRO,252,2,19,139,70,39,2,20,16,93,13,23,,0,0,0,434,32,466,971
1,27,TABASCO,9,CENTRO,4,CENTRO,253,4,59,275,259,134,20,45,34,250,29,53,,2,1,0,1161,51,1212,2889
1,27,TABASCO,9,CENTRO,4,CENTRO,254,4,26,386,184,197,17,17,32,279,16,35,,1,0,1,1190,42,1233,2971
1,27,TABASCO,9,CENTRO,4,CENTRO,255,2,50,201,132,70,7,25,14,88,9,17,,2,0,2,615,38,655,1317
1,27,TABASCO,9,CENTRO,4,CENTRO,256,2,45,195,124,63,6,22,10,145,24,20,,70,56,0,780,49,829,1381
1,27,TABASCO,9,CENTRO,4,CENTRO,257,2,88,211,136,71,3,21,12,108,13,19,,0,0,0,682,32,714,1363
1,27,TABASCO,9,CENTRO,4,CENTRO,258,1,18,63,40,24,2,7,11,72,4,12,,0,0,0,253,22,275,661
1,27,TABASCO,9,CENTRO,4,CENTRO,259,2,56,137,117,51,3,20,13,88,5,25,,2,4,1,521,44,566,1000
1,27,TABASCO,9,CENTRO,4,CENTRO,260,3,19,186,132,91,7,16,12,153,3,22,,0,1,0,642,26,668,1704
1,27,TABASCO,9,CENTRO,4,CENTRO,261,2,56,187,142,62,4,21,19,120,9,25,,2,0,1,647,41,689,1293
1,27,TABASCO,9,CENTRO,4,CENTRO,262,2,39,155,106,74,6,22,13,115,13,18,,3,0,5,564,28,597,1193
1,27,TABASCO,9,CENTRO,4,CENTRO,263,1,18,64,29,16,1,2,2,50,5,10,,0,0,0,197,11,208,506
1,27,TABASCO,9,CENTRO,4,CENTRO,264,2,17,158,102,62,0,16,15,93,7,20,,1,0,5,491,19,515,1159
1,27,TABASCO,9,CENTRO,4,CENTRO,265,2,38,138,75,46,3,16,13,87,14,11,,0,3,0,444,12,456,839
1,27,TABASCO,9,CENTRO,4,CENTRO,266,1,12,64,36,23,0,9,2,40,7,9,,0,0,0,202,7,209,552
1,27,TABASCO,9,CENTRO,4,CENTRO,267,3,90,263,156,111,13,24,19,197,13,35,,2,2,3,925,74,1002,1922
1,27,TABASCO,8,CENTRO,4,CENTRO,268,2,24,93,89,47,22,11,20,111,12,26,,1,,0,456,22,478,877
1,27,TABASCO,9,CENTRO,4,CENTRO,269,2,14,156,157,92,11,25,6,71,10,21,,94,60,0,717,22,739,1317
1,27,TABASCO,9,CENTRO,4,CENTRO,270,2,12,160,154,87,8,13,10,97,8,21,,3,0,0,573,26,599,1447
1,27,TABASCO,9,CENTRO,4,CENTRO,271,1,2,55,47,28,2,4,4,35,4,5,,0,0,1,186,5,192,504
1,27,TABASCO,9,CENTRO,4,CENTRO,272,2,3,84,101,44,4,11,3,57,5,8,,0,1,0,321,7,328,780
1,27,TABASCO,8,CENTRO,4,CENTRO,273,3,30,170,87,132,52,14,55,178,14,33,,2,,1,767,46,814,1689
1,27,TABASCO,8,CENTRO,4,CENTRO,274,2,25,99,73,113,38,16,31,182,8,23,,2,,3,610,31,644,1325
1,27,TABASCO,8,CENTRO,4,CENTRO,275,3,72,159,103,97,34,31,18,214,19,37,,0,,2,784,56,842,1501
1,27,TABASCO,8,CENTRO,4,CENTRO,276,2,45,84,71,58,16,22,18,95,11,23,,2,,0,445,40,485,943
1,27,TABASCO,9,CENTRO,4,CENTRO,277,2,54,139,135,76,2,21,7,82,12,15,,0,0,2,543,34,579,1141
1,27,TABASCO,9,CENTRO,4,CENTRO,278,2,40,174,82,52,4,14,9,96,8,19,,0,1,1,499,41,541,874
1,27,TABASCO,9,CENTRO,4,CENTRO,279,1,27,92,48,19,5,13,2,46,4,15,,0,4,0,275,26,301,589
1,27,TABASCO,9,CENTRO,4,CENTRO,280,2,19,148,149,98,15,22,11,97,8,20,,2,0,0,589,29,618,1403
1,27,TABASCO,9,CENTRO,4,CENTRO,281,2,7,122,105,77,4,25,0,115,10,18,,0,0,0,483,23,506,1239
1,27,TABASCO,6,CENTRO,4,CENTRO,282,2,14,139,89,121,7,30,7,97,4,21,,0,,0,529,30,559,1303
1,27,TABASCO,9,CENTRO,4,CENTRO,283,2,13,154,117,78,8,21,12,88,1,28,,1,0,1,521,17,539,1288
1,27,TABASCO,9,CENTRO,4,CENTRO,284,2,14,85,62,29,6,11,6,81,9,13,,0,0,0,316,13,329,777
1,27,TABASCO,9,CENTRO,4,CENTRO,285,1,17,84,29,50,3,3,8,50,3,12,,0,2,0,261,15,276,598
1,27,TABASCO,9,CENTRO,4,CENTRO,286,2,19,107,93,45,2,12,11,108,6,13,,2,1,1,419,28,448,997
1,27,TABASCO,9,CENTRO,4,CENTRO,287,1,11,117,62,34,3,13,9,53,1,16,,0,0,0,319,0,319,725
1,27,TABASCO,9,CENTRO,4,CENTRO,288,4,23,178,105,77,12,26,19,111,13,26,,4,1,0,595,22,617,913
1,27,TABASCO,9,CENTRO,4,CENTRO,289,1,26,117,70,34,5,22,8,88,10,8,,1,1,1,390,18,409,747
1,27,TABASCO,6,CENTRO,4,CENTRO,290,3,13,149,126,182,11,32,11,164,10,16,,1,,0,715,27,742,1730
1,27,TABASCO,9,CENTRO,4,CENTRO,291,2,16,209,131,72,18,44,10,158,14,19,,1,0,0,692,30,722,1499
1,27,TABASCO,9,CENTRO,4,CENTRO,292,2,22,101,55,29,18,16,9,77,4,11,,0,0,1,342,17,360,907
1,27,TABASCO,9,CENTRO,4,CENTRO,293,1,30,103,62,36,0,12,6,57,7,5,,3,0,1,321,9,331,740
1,27,TABASCO,9,CENTRO,4,CENTRO,294,2,17,145,68,48,4,4,10,68,5,9,,0,0,4,378,29,411,851
1,27,TABASCO,9,CENTRO,4,CENTRO,295,1,6,116,60,36,4,11,2,47,3,17,,0,0,0,302,14,316,737
1,27,TABASCO,9,CENTRO,4,CENTRO,296,2,17,135,64,47,1,17,10,84,7,14,,0,0,0,396,23,419,948
1,27,TABASCO,9,CENTRO,4,CENTRO,297,2,4,106,79,49,2,7,3,65,10,12,,0,0,1,337,24,362,826
1,27,TABASCO,9,CENTRO,4,CENTRO,298,1,7,66,21,9,1,6,3,33,1,10,,0,0,0,157,5,162,332
1,27,TABASCO,9,CENTRO,4,CENTRO,299,2,25,174,79,52,8,11,11,92,6,14,,2,1,1,475,28,504,1066
1,27,TABASCO,8,CENTRO,4,CENTRO,300,2,23,93,106,74,27,15,32,116,13,16,,1,,1,516,25,542,1042
1,27,TABASCO,8,CENTRO,4,CENTRO,301,2,26,90,42,44,21,12,19,120,6,14,,0,,2,394,29,425,807
1,27,TABASCO,8,CENTRO,4,CENTRO,302,2,20,85,61,67,35,10,18,101,6,14,,4,,0,421,28,449,1338
1,27,TABASCO,8,CENTRO,4,CENTRO,303,2,8,143,71,43,43,18,33,158,6,19,,0,,0,542,21,563,1112
1,27,TABASCO,8,CENTRO,4,CENTRO,304,3,20,151,90,91,37,20,21,241,10,17,,6,,0,704,25,729,1653
1,27,TABASCO,8,CENTRO,4,CENTRO,305,2,31,119,52,61,34,17,27,126,9,17,,0,,1,493,38,532,1083
1,27,TABASCO,8,CENTRO,4,CENTRO,306,2,20,122,74,70,13,16,22,113,4,13,,1,,2,468,28,498,995
1,27,TABASCO,6,CENTRO,4,CENTRO,307,2,11,148,66,55,6,27,7,101,10,19,,0,,1,450,14,465,1019
1,27,TABASCO,6,CENTRO,4,CENTRO,308,1,6,83,57,73,5,9,5,49,5,4,,1,,2,297,12,311,688
1,27,TABASCO,9,CENTRO,4,CENTRO,309,2,21,157,65,43,1,6,13,76,9,15,,0,1,2,407,14,423,802
1,27,TABASCO,6,CENTRO,4,CENTRO,310,2,9,128,43,59,5,16,8,114,7,14,,0,,1,403,11,415,872
1,27,TABASCO,8,CENTRO,4,CENTRO,311,2,13,81,61,79,6,16,23,92,4,8,,1,,0,384,25,409,904
1,27,TABASCO,8,CENTRO,4,CENTRO,312,2,28,87,74,86,22,18,30,116,16,13,,2,,2,492,28,522,1270
1,27,TABASCO,8,CENTRO,4,CENTRO,313,1,17,75,36,46,15,9,9,71,6,14,,1,,1,299,30,330,710
1,27,TABASCO,8,CENTRO,4,CENTRO,314,5,34,305,158,165,57,43,59,358,20,37,,2,,4,1238,57,1299,3518
1,27,TABASCO,8,CENTRO,4,CENTRO,315,3,19,143,87,86,27,11,28,161,9,25,,1,,0,597,29,626,1502
1,27,TABASCO,8,CENTRO,4,CENTRO,316,2,14,90,78,54,15,14,7,102,7,16,,0,,1,397,21,419,1048
1,27,TABASCO,8,CENTRO,4,CENTRO,317,2,7,77,75,67,32,14,31,70,3,16,,1,,0,393,26,419,832
1,27,TABASCO,6,CENTRO,4,CENTRO,318,1,8,92,39,29,5,15,10,37,3,5,,0,,1,243,7,251,497
1,27,TABASCO,6,CENTRO,4,CENTRO,319,2,3,135,63,66,7,22,1,65,4,14,,0,,2,380,13,395,863
1,27,TABASCO,6,CENTRO,4,CENTRO,320,2,17,148,123,123,16,20,11,142,8,13,,0,,1,621,21,643,1454
1,27,TABASCO,6,CENTRO,4,CENTRO,321,2,16,138,67,58,9,20,9,93,8,19,,0,,1,437,12,450,910
1,27,TABASCO,6,CENTRO,4,CENTRO,322,1,10,76,25,62,5,9,5,50,5,7,,0,,1,254,11,266,609
1,27,TABASCO,6,CENTRO,4,CENTRO,323,2,10,140,55,98,2,24,9,70,3,14,,1,,1,426,7,434,963
1,27,TABASCO,6,CENTRO,4,CENTRO,324,2,14,132,69,103,8,15,6,66,8,13,,0,,0,434,20,454,1084
1,27,TABASCO,6,CENTRO,4,CENTRO,325,2,10,122,54,83,7,12,12,69,3,7,,0,,0,379,8,387,808
1,27,TABASCO,8,CENTRO,4,CENTRO,326,2,29,99,58,42,19,26,14,70,8,16,,3,,1,384,16,401,966
1,27,TABASCO,8,CENTRO,4,CENTRO,327,2,8,103,66,47,60,14,17,100,4,11,,0,,0,430,14,444,1114
1,27,TABASCO,8,CENTRO,4,CENTRO,328,2,16,99,96,26,43,10,32,138,6,10,,4,,1,480,20,501,1283
1,27,TABASCO,8,CENTRO,4,CENTRO,329,2,10,85,62,63,20,18,39,145,10,10,,0,,1,462,15,478,1027
1,27,TABASCO,6,CENTRO,4,CENTRO,330,2,5,142,75,112,14,6,15,59,8,16,,0,,0,452,9,461,1018
1,27,TABASCO,6,CENTRO,4,CENTRO,331,1,11,130,48,72,7,6,10,74,4,14,,58,,1,434,13,448,736
1,27,TABASCO,6,CENTRO,4,CENTRO,332,2,17,196,55,119,9,23,9,85,6,56,,0,,10,575,20,605,1215
1,27,TABASCO,6,CENTRO,4,CENTRO,333,2,9,116,38,57,13,14,9,53,5,14,,0,,0,328,15,343,810
1,27,TABASCO,6,CENTRO,4,CENTRO,334,2,14,136,85,161,7,47,0,87,11,19,,1,,1,568,20,589,1417
1,27,TABASCO,6,CENTRO,4,CENTRO,335,2,9,181,88,44,6,13,5,79,6,17,,0,,0,448,27,475,850
1,27,TABASCO,6,CENTRO,4,CENTRO,336,1,7,116,57,36,0,8,8,56,6,16,,0,,0,310,24,334,669
1,27,TABASCO,6,CENTRO,4,CENTRO,337,2,10,130,90,114,9,11,9,92,5,16,,0,,0,486,26,512,1079
1,27,TABASCO,6,CENTRO,4,CENTRO,338,2,15,165,61,69,7,20,10,100,9,26,,0,,0,482,23,505,966
1,27,TABASCO,6,CENTRO,4,CENTRO,339,1,3,87,46,50,11,11,3,37,2,7,,0,,3,257,15,275,486
1,27,TABASCO,6,CENTRO,4,CENTRO,340,2,24,163,62,114,8,16,18,103,7,17,,0,,0,532,27,559,1147
1,27,TABASCO,8,CENTRO,4,CENTRO,341,6,20,176,107,83,31,33,36,112,9,29,,1,,0,637,24,661,805
1,27,TABASCO,8,CENTRO,4,CENTRO,342,2,19,110,68,48,19,15,17,81,8,14,,2,,2,401,23,426,948
1,27,TABASCO,8,CENTRO,4,CENTRO,343,2,40,143,52,54,25,16,29,94,7,12,,0,,0,472,31,503,1121
1,27,TABASCO,8,CENTRO,4,CENTRO,344,2,14,101,83,59,23,19,25,154,4,11,,2,,0,495,21,516,1381
1,27,TABASCO,8,CENTRO,4,CENTRO,345,3,23,172,84,175,19,19,30,198,8,29,,0,,0,757,63,820,1902
1,27,TABASCO,8,CENTRO,4,CENTRO,346,2,7,108,61,68,27,8,22,91,6,24,,0,,0,422,24,446,1196
1,27,TABASCO,8,CENTRO,4,CENTRO,347,2,14,94,73,46,14,8,20,97,8,14,,0,,0,388,25,413,966
1,27,TABASCO,8,CENTRO,4,CENTRO,348,2,8,123,58,57,22,7,31,92,9,12,,3,,0,422,17,439,981
1,27,TABASCO,8,CENTRO,4,CENTRO,349,2,20,104,57,50,16,18,19,112,6,10,,0,,0,412,20,432,905
1,27,TABASCO,6,CENTRO,4,CENTRO,350,2,19,189,102,97,9,28,16,125,8,24,,2,,0,619,33,652,1340
1,27,TABASCO,6,CENTRO,4,CENTRO,351,2,15,99,103,55,5,7,6,69,8,10,,0,,1,377,21,399,827
1,27,TABASCO,6,CENTRO,4,CENTRO,352,2,47,133,72,86,7,15,8,66,13,15,,0,,0,462,34,496,997
1,27,TABASCO,6,CENTRO,4,CENTRO,353,2,10,96,63,66,1,12,12,79,8,26,,0,,0,373,29,402,971
1,27,TABASCO,6,CENTRO,4,CENTRO,354,2,30,169,91,107,3,19,10,84,12,10,,0,,0,535,31,566,1087
1,27,TABASCO,6,CENTRO,4,CENTRO,355,2,8,159,107,96,17,13,12,76,6,13,,0,,1,507,21,529,1056
1,27,TABASCO,6,CENTRO,4,CENTRO,356,3,14,209,133,192,45,15,12,106,8,14,,0,,0,748,35,783,1846
1,27,TABASCO,6,CENTRO,4,CENTRO,357,2,7,147,101,126,26,14,13,79,9,12,,10,,1,544,7,552,1182
1,27,TABASCO,6,CENTRO,4,CENTRO,358,3,20,246,120,158,45,39,11,150,9,28,,1,,1,827,30,858,1748
1,27,TABASCO,6,CENTRO,4,CENTRO,359,3,15,203,189,82,70,26,15,157,12,38,,2,,2,809,48,859,1945
1,27,TABASCO,6,CENTRO,4,CENTRO,360,3,5,226,195,187,23,24,19,142,14,17,,0,,6,852,37,895,1950
1,27,TABASCO,6,CENTRO,4,CENTRO,361,3,9,247,161,216,15,24,12,161,11,23,,59,,0,938,33,971,2091
1,27,TABASCO,6,CENTRO,4,CENTRO,362,2,6,189,93,135,25,29,10,89,5,16,,0,,1,597,20,618,1329
1,27,TABASCO,6,CENTRO,4,CENTRO,363,2,22,148,97,56,5,21,12,118,8,29,,2,,1,518,29,548,1027
1,27,TABASCO,6,CENTRO,4,CENTRO,364,2,11,157,76,75,7,15,11,78,5,20,,0,,1,455,20,476,1029
1,27,TABASCO,6,CENTRO,4,CENTRO,365,2,17,115,87,35,38,18,12,107,6,19,,0,,0,454,26,480,994
1,27,TABASCO,8,CENTRO,4,CENTRO,366,2,14,106,56,50,37,14,28,98,3,10,,2,,2,418,22,442,823
1,27,TABASCO,8,CENTRO,4,CENTRO,367,2,16,100,62,54,37,35,25,122,8,17,,1,,0,477,24,501,1031
1,27,TABASCO,8,CENTRO,4,CENTRO,368,2,31,151,89,106,34,19,34,146,13,15,,2,,0,640,48,688,1338
1,27,TABASCO,8,CENTRO,4,CENTRO,369,2,30,185,102,103,18,13,46,138,6,20,,2,,1,663,39,703,1396
1,27,TABASCO,8,CENTRO,4,CENTRO,370,2,18,106,57,60,11,17,5,160,12,10,,0,,0,456,14,470,792
1,27,TABASCO,8,CENTRO,4,CENTRO,371,2,21,127,76,80,17,16,14,177,12,17,,0,,0,557,25,582,1334
1,27,TABASCO,8,CENTRO,4,CENTRO,372,11,59,682,473,352,178,88,188,627,39,79,,9,,1,2774,124,2899,7591
1,27,TABASCO,8,CENTRO,4,CENTRO,373,2,8,167,52,113,16,11,36,113,3,10,,2,,0,531,20,551,1324
1,27,TABASCO,8,CENTRO,4,CENTRO,374,2,8,86,67,78,17,15,36,104,6,18,,1,,1,436,25,462,1076
1,27,TABASCO,8,CENTRO,4,CENTRO,375,2,9,102,57,73,21,15,27,111,10,12,,0,,0,437,28,465,1057
1,27,TABASCO,8,CENTRO,4,CENTRO,376,2,12,98,60,64,48,13,27,124,9,13,,2,,4,470,25,499,1111
1,27,TABASCO,6,CENTRO,4,CENTRO,377,2,22,193,77,33,1,15,14,78,8,13,,0,,2,454,16,472,1061
1,27,TABASCO,6,CENTRO,4,CENTRO,378,2,13,126,40,63,4,13,4,57,3,8,,0,,2,331,14,347,758
1,27,TABASCO,6,CENTRO,4,CENTRO,379,2,19,113,69,65,46,22,10,87,4,14,,0,,0,449,28,477,1063
1,27,TABASCO,6,CENTRO,4,CENTRO,380,2,14,111,74,75,2,15,8,78,11,17,,0,,5,405,26,436,860
1,27,TABASCO,6,CENTRO,4,CENTRO,381,2,7,82,43,66,6,9,4,33,4,2,,0,,0,256,10,266,1099
1,27,TABASCO,6,CENTRO,4,CENTRO,382,3,9,215,123,235,24,27,9,118,13,16,,1,,0,790,34,824,2003
1,27,TABASCO,6,CENTRO,4,CENTRO,383,4,39,245,183,167,66,36,20,139,12,25,,1,,0,933,61,994,2389
1,27,TABASCO,6,CENTRO,4,CENTRO,384,3,9,209,162,157,20,20,8,150,8,13,,1,,1,757,24,782,1831
1,27,TABASCO,6,CENTRO,4,CENTRO,385,4,21,273,116,136,22,32,20,182,14,23,,2,,0,841,37,878,881
1,27,TABASCO,6,CENTRO,4,CENTRO,386,2,15,111,103,51,1,17,6,85,15,17,,1,,0,422,18,440,969
1,27,TABASCO,6,CENTRO,4,CENTRO,387,2,16,174,67,79,10,21,8,75,3,13,,0,,0,466,28,494,1116
1,27,TABASCO,6,CENTRO,4,CENTRO,388,2,29,164,89,97,9,26,7,120,6,12,,1,,2,560,40,602,1424
1,27,TABASCO,6,CENTRO,4,CENTRO,389,2,37,125,65,57,3,14,9,89,6,14,,1,,0,420,27,447,771
1,27,TABASCO,6,CENTRO,4,CENTRO,390,1,11,112,0,47,0,19,0,68,7,21,,58,,0,343,8,351,673
1,27,TABASCO,6,CENTRO,4,CENTRO,391,2,29,192,102,126,3,27,7,104,10,22,,1,,0,623,27,650,1414
1,27,TABASCO,11,CENTRO,4,CENTRO,392,2,18,163,88,77,6,18,7,108,7,17,,0,,0,509,18,527,1288
1,27,TABASCO,11,CENTRO,4,CENTRO,393,3,21,227,102,139,10,21,7,119,2,18,,0,,0,666,25,691,1708
1,27,TABASCO,8,CENTRO,4,CENTRO,394,2,9,110,58,70,26,14,21,86,3,18,,30,,1,445,17,463,1083
1,27,TABASCO,8,CENTRO,4,CENTRO,395,2,21,100,83,75,14,12,17,94,2,21,,1,,1,440,28,469,1080
1,27,TABASCO,8,CENTRO,4,CENTRO,396,2,15,78,70,84,12,13,12,96,4,47,,1,,0,432,20,452,1022
1,27,TABASCO,8,CENTRO,4,CENTRO,397,3,15,150,98,72,29,23,35,141,16,33,,42,,0,654,21,675,1717
1,27,TABASCO,8,CENTRO,4,CENTRO,398,6,80,373,243,214,91,69,92,555,47,58,,6,,5,1828,86,1919,4227
1,27,TABASCO,11,CENTRO,4,CENTRO,399,2,12,189,106,53,8,23,25,76,6,34,,0,,0,532,33,565,1291
1,27,TABASCO,11,CENTRO,4,CENTRO,400,2,10,155,86,48,11,14,9,92,5,21,,0,,0,451,18,469,1280
1,27,TABASCO,6,CENTRO,4,CENTRO,401,4,34,334,150,234,15,44,17,221,17,46,,2,,1,1114,77,1192,2722
1,27,TABASCO,6,CENTRO,4,CENTRO,402,2,46,164,78,68,3,40,11,140,10,13,,1,,1,574,36,611,1026
1,27,TABASCO,6,CENTRO,4,CENTRO,403,2,9,191,65,121,6,24,7,103,11,11,,0,,0,548,17,565,1245
1,27,TABASCO,6,CENTRO,4,CENTRO,404,3,36,294,151,168,18,56,18,201,11,32,,0,,0,985,38,1023,2192
1,27,TABASCO,6,CENTRO,4,CENTRO,405,9,26,706,505,902,51,138,33,369,25,102,,3,,1,2860,103,2964,6116
1,27,TABASCO,6,CENTRO,4,CENTRO,406,2,13,119,82,103,9,26,22,105,11,12,,0,,2,502,14,518,1247
1,27,TABASCO,11,CENTRO,4,CENTRO,407,2,15,186,87,62,8,27,6,96,9,39,,0,,2,535,26,563,1336
1,27,TABASCO,11,CENTRO,4,CENTRO,408,2,21,219,109,73,26,15,20,103,4,20,,2,,0,612,26,638,1433
1,27,TABASCO,11,CENTRO,4,CENTRO,409,2,21,130,126,97,11,20,4,115,4,19,,1,,0,548,27,575,1342
1,27,TABASCO,8,CENTRO,4,CENTRO,410,4,30,209,163,128,70,17,67,256,16,21,,9,,2,986,56,1044,2674
1,27,TABASCO,11,CENTRO,4,CENTRO,411,3,24,222,113,87,22,26,8,92,11,13,,2,,1,620,33,654,1538
