CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,4,C,1,0,C01,2,54,21,79,5,6,4,146,52,1,0,0,0,,9,,,,,,,,379,0,8,387,530,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0004_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,5,B,1,0,B,5,27,29,87,7,8,2,143,40,0,0,0,0,,14,,,,,,,,362,0,22,384,563,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0005_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,5,C,1,0,C01,6,40,19,66,5,9,2,147,57,1,0,0,0,,23,,,,,,,,375,0,18,393,563,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0005_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,5,C,2,0,C02,5,44,37,71,5,6,2,141,42,0,0,0,1,,15,,,,,,,,369,0,21,390,562,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0005_C02.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,6,B,1,0,B,19,44,64,55,3,0,2,189,94,14,0,0,0,,19,,,,,,,,503,0,13,516,705,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0006_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,6,S,1,0,SMR01,4,25,18,38,7,11,1,177,37,1,0,1,0,,10,,,,,,,,330,0,7,337,0,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0006_SMR01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,7,B,1,0,B,5,48,33,64,5,18,1,182,50,2,0,0,0,,40,,,,,,,,448,0,29,477,604,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0007_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,7,C,1,0,C01,0,66,0,47,6,0,1,198,49,34,0,0,0,,60,,,,,,,,461,0,13,474,604,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0007_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,8,B,1,0,B,8,50,27,59,5,9,5,117,51,3,0,0,1,,6,,,,,,,,341,0,36,377,545,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0008_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,8,C,1,0,C01,2,81,21,25,0,5,0,141,5,0,0,0,0,,2,,,,,,,,282,0,6,288,545,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0008_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,9,B,1,0,B,3,26,32,94,2,6,5,181,78,0,0,0,0,,5,,,,,,,,432,0,25,457,641,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0009_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,9,C,1,0,C01,2,36,12,98,4,6,5,162,75,0,0,0,0,,1,,,,,,,,401,0,24,425,640,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0009_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,10,B,1,0,B,2,30,17,44,2,2,1,32,22,0,0,0,0,,1,,,,,,,,153,0,2,155,201,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0010_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,11,B,1,0,B,7,10,10,87,4,5,2,100,137,21,0,0,0,,0,,,,,,,,383,0,25,408,534,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0011_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,12,B,1,0,B,7,48,16,38,5,12,11,152,148,0,0,0,1,,10,,,,,,,,448,0,26,474,639,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0012_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,13,B,1,0,B,1,41,23,79,5,5,5,166,18,1,0,0,0,,3,,,,,,,,347,0,40,387,531,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0013_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,13,C,1,0,C01,2,32,15,69,5,15,5,175,12,4,0,0,0,,4,,,,,,,,338,0,30,368,531,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0013_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,14,B,1,0,B,5,34,26,85,4,15,1,268,37,3,0,0,0,,4,,,,,,,,482,0,31,513,736,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0014_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,15,B,1,0,B,6,49,47,83,6,13,10,266,31,1,0,0,1,,3,,,,,,,,516,0,28,544,722,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0015_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,16,B,1,0,B,4,44,17,92,0,10,3,280,43,0,0,0,0,,7,,,,,,,,500,0,33,533,723,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0016_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,17,B,1,0,B,3,23,12,86,3,10,3,141,23,2,1,0,1,,4,,,,,,,,312,0,22,334,429,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0017_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,17,C,1,0,C01,3,31,6,81,1,12,1,102,52,0,0,0,0,,0,,,,,,,,289,0,14,303,428,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0017_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,18,B,1,0,B,8,56,6,38,2,7,4,91,146,3,0,0,0,,4,,,,,,,,365,0,24,389,511,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0018_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,18,C,1,0,C01,9,71,4,36,1,4,1,72,120,1,0,0,0,,4,,,,,,,,323,0,22,345,511,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0018_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,19,B,1,0,B,1,19,9,27,1,3,1,44,55,0,0,0,0,,3,,,,,,,,163,0,8,171,255,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0019_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,20,B,1,0,B,1,19,9,27,1,3,1,44,55,0,0,0,0,,3,,,,,,,,163,0,8,171,636,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0020_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,21,B,1,0,B,2,38,11,36,1,7,0,80,24,0,1,0,1,,4,,,,,,,,205,0,8,213,292,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0021_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,22,B,1,0,B,5,35,10,26,0,16,2,142,45,0,0,0,0,,0,,,,,,,,281,0,15,296,410,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0022_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,22,C,1,0,C01,4,30,10,30,4,18,4,131,39,0,0,0,0,,3,,,,,,,,273,0,17,290,410,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0022_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,23,B,1,0,B,7,60,16,54,2,8,1,97,44,1,0,0,0,,2,,,,,,,,292,0,25,317,400,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0023_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,23,E,1,0,E01,6,33,31,53,4,8,3,114,52,0,0,0,0,,2,,,,,,,,306,0,16,322,472,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0023_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,B,1,0,B,10,119,14,76,3,5,5,109,72,2,1,0,0,,3,,,,,,,,419,0,36,455,587,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0024_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,C,1,0,C01,388,107,6,71,2,3,1,119,49,0,0,0,0,,3,,,,,,,,749,0,20,769,587,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0024_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,24,C,2,0,C02,8,126,12,61,4,8,6,118,57,0,0,0,0,,6,,,,,,,,406,0,19,425,587,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0024_C02.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,25,B,1,0,B,10,15,18,42,10,11,4,83,69,0,0,0,0,,7,,,,,,,,269,0,13,282,389,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0025_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,25,C,1,0,C01,7,17,14,43,4,5,2,71,77,1,0,0,0,,0,,,,,,,,241,0,0,241,388,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0025_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,27,B,1,0,B,16,68,61,10,4,13,0,118,30,1,0,0,1,,3,,,,,,,,325,0,22,347,484,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0027_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,28,B,1,0,B,4,51,18,21,1,2,3,90,25,2,0,0,0,,9,,,,,,,,226,0,17,243,399,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0028_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,28,C,1,0,C01,6,43,23,15,3,3,2,84,35,1,0,0,0,,8,,,,,,,,223,0,12,235,398,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0028_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,29,B,1,0,B,5,112,15,89,3,8,3,168,30,0,0,0,0,,0,,,,,,,,433,0,17,450,622,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0029_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,B,1,0,B,6,35,8,65,2,9,4,151,58,0,0,0,0,,0,,,,,,,,338,0,0,338,483,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0030_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,C,1,0,C01,2,25,21,68,3,6,4,150,51,0,0,0,0,,2,,,,,,,,332,0,15,347,482,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0030_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,30,E,1,0,E01,0,24,10,12,0,3,2,35,10,0,0,0,0,,0,,,,,,,,96,0,2,98,119,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0030_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,31,B,1,0,B,1,38,5,24,0,4,1,35,12,0,1,0,0,,0,,,,,,,,121,0,12,133,198,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0031_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,32,B,1,0,B,13,26,20,26,2,13,2,68,75,0,1,0,2,,3,,,,,,,,251,13,0,264,317,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0032_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,33,B,1,0,B,11,11,9,8,2,7,3,119,65,0,0,0,0,,0,,,,,,,,235,0,6,241,341,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0033_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,34,B,1,0,B,3,54,28,21,2,4,3,37,83,1,0,0,0,,1,,,,,,,,237,0,9,246,391,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0034_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,35,B,1,0,B,9,29,58,77,5,6,2,166,57,1,1,0,0,,12,,,,,,,,423,0,34,457,575,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0035_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,35,C,1,0,C01,2,30,46,66,6,11,1,167,60,1,0,0,0,,8,,,,,,,,398,12,38,448,574,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0035_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,36,B,1,0,B,3,55,40,99,11,10,2,183,66,1,0,0,0,,0,,,,,,,,470,0,24,494,654,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0036_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,37,B,1,0,B,9,39,35,85,5,4,5,150,112,1,0,0,0,,5,,,,,,,,450,0,20,470,618,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0037_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,37,C,1,0,C01,6,55,33,74,3,8,0,137,123,0,2,1,0,,7,,,,,,,,449,0,26,475,618,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0037_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,38,B,1,0,B,0,61,13,44,7,13,1,132,43,0,0,0,0,,7,,,,,,,,321,0,20,341,433,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0038_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,38,E,1,0,E01,0,62,12,43,1,7,4,83,74,0,0,0,0,,3,,,,,,,,289,0,18,307,352,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0038_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,39,B,1,0,B,11,30,32,46,4,5,2,79,61,0,0,0,0,,4,,,,,,,,274,0,13,287,410,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0039_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,39,C,1,0,C01,8,18,20,36,2,11,2,75,65,1,2,0,0,,0,,,,,,,,240,0,32,272,410,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0039_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,40,B,1,0,B,2,39,7,91,5,8,97,4,2,0,0,0,4,,0,,,,,,,,259,0,19,278,404,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0040_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,40,C,1,0,C01,22,31,36,38,4,31,2,86,14,0,0,0,2,,5,,,,,,,,271,0,13,284,404,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0040_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,41,B,1,0,B,9,39,16,42,4,7,2,90,109,0,1,0,0,,7,,,,,,,,326,0,14,340,474,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0041_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,41,C,1,0,C01,10,32,13,34,3,7,4,90,102,0,0,0,0,,12,,,,,,,,307,0,17,324,473,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0041_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,B,1,0,B,2,10,17,68,3,4,2,119,12,0,0,0,0,,1,,,,,,,,238,0,0,238,385,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0042_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,C,1,0,C01,3,58,22,66,4,4,0,103,11,0,0,0,0,,2,,,,,,,,273,0,12,285,384,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0042_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,E,1,0,E01,1,89,5,74,1,8,1,196,64,0,0,0,0,,1,,,,,,,,440,1,19,460,588,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0042_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,42,E,2,0,E02,8,13,5,54,3,3,1,78,54,1,0,0,0,,2,,,,,,,,222,0,10,232,282,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0042_E02.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,43,B,1,0,B,4,39,19,56,2,8,2,126,49,3,0,0,0,,13,,,,,,,,321,0,27,348,494,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0043_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,43,C,1,0,C01,5,42,19,40,0,7,3,125,53,0,0,0,0,,5,,,,,,,,299,0,21,320,493,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0043_C01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,B,1,0,B,10,42,3,49,3,7,3,153,38,0,0,0,0,,5,,,,,,,,313,0,17,330,443,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0044_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,E,1,0,E01,5,24,8,11,2,3,0,30,6,1,0,1,0,,1,,,,,,,,92,0,14,106,214,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0044_E01.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,44,E,2,0,E02,7,28,8,17,5,6,3,139,72,0,0,0,0,,1,,,,,,,,286,0,11,297,385,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0044_E02.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,45,B,1,0,B,4,46,13,53,7,6,5,170,30,0,1,0,0,,2,,,,,,,,337,0,12,349,537,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0045_B.jpg
,27,TABASCO,1,TENOSIQUE,1,BALANCAN,45,E,1,0,E01,2,71,38,43,3,5,1,131,84,1,1,0,1,,2,,,,,,,,383,0,21,404,534,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_0045_E01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1089,B,1,0,B,6,89,15,9,4,18,1,162,5,0,0,0,0,,2,,,,,,,,311,0,11,322,432,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1089_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1089,E,1,0,E01,4,79,17,8,1,3,0,111,2,0,0,0,0,,1,,,,,,,,226,0,8,234,278,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1089_E01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1090,B,1,0,B,6,158,30,30,6,4,3,207,2,3,0,0,0,,0,,,,,,,,449,0,9,458,706,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1090_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1090,C,1,0,C01,7,131,21,19,0,11,3,209,9,0,0,0,0,,0,,,,,,,,410,0,0,410,706,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1090_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1090,C,2,0,C02,6,139,24,17,2,4,2,232,6,0,0,1,0,,5,,,,,,,,438,0,16,454,705,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1090_C02.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1091,B,1,0,B,6,75,12,15,3,5,0,111,5,1,0,0,0,,0,,,,,,,,233,0,5,238,395,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1091_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1091,C,1,0,C01,2,78,18,11,0,4,2,142,2,0,0,0,1,,0,,,,,,,,260,0,5,265,394,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1091_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1092,B,1,0,B,11,173,46,15,3,13,2,174,10,0,0,0,0,,3,,,,,,,,450,0,10,460,628,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1092_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1093,B,1,0,B,8,146,42,20,3,13,2,233,7,0,0,0,0,,0,,,,,,,,474,0,19,493,703,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1093_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1094,B,1,0,B,6,102,21,17,3,4,1,155,5,0,0,0,0,,1,,,,,,,,315,0,13,328,463,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1094_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1094,C,1,0,C01,3,134,16,6,0,2,2,151,8,1,0,0,0,,0,,,,,,,,323,0,8,331,463,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1094_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1095,B,1,0,B,9,182,38,22,0,11,2,249,14,0,0,0,0,,3,,,,,,,,530,0,15,545,679,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1095_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1096,B,1,0,B,10,110,24,11,3,5,2,212,1,0,0,0,0,,0,,,,,,,,378,0,15,393,565,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1096_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1096,C,1,0,C01,10,114,37,14,2,10,4,208,7,1,3,0,0,,1,,,,,,,,411,0,13,424,565,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1096_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1097,B,1,0,B,2,98,31,9,1,9,4,180,3,1,0,0,0,,1,,,,,,,,339,0,11,350,478,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1097_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1097,C,1,0,C01,2,87,32,12,4,8,5,185,0,0,1,0,0,,0,,,,,,,,336,0,8,344,477,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1097_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1098,B,1,0,B,4,165,21,16,3,11,1,167,2,0,0,0,0,,0,,,,,,,,390,0,13,403,561,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1098_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1098,C,1,0,C01,5,124,19,13,3,8,0,198,6,0,1,0,6,,5,,,,,,,,388,0,18,406,561,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1098_C01.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1099,B,1,0,B,2,22,12,8,2,3,1,136,2,0,0,0,0,,2,,,,,,,,190,0,0,190,747,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1099_B.jpg
,27,TABASCO,1,TENOSIQUE,17,TENOSIQUE,1099,C,1,0,C01,9,152,30,16,3,9,12,257,2,0,0,0,0,,3,,,,,,,,493,0,11,504,746,Acta casilla,,,http://iepct.mx/elecciones2018/DIP/1/DIP_1099_C01.jpg
