CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,UDC,MC,NVA_ALIANZA,SI,PPC,PJ,PRC,PCP,MORENA,ES,PAN_UDC_PPC_ES,PAN_UDC_PPC,PAN_UDC_ES,PAN_PPC_ES,UDC_PPC_ES,PAN_UDC,PAN_PPC,PAN_ES,UDC_PPC,UDC_ES,PPC_ES,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,173,C02,64,95,7,29,10,0,1,9,3,0,16,0,4,54,1,0,0,1,0,0,0,0,0,0,0,0,,,,0,294,8,302,711,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,173,C03,68,95,5,30,7,1,2,9,4,0,5,0,3,56,2,0,0,0,0,0,0,0,0,0,0,0,,,,1,287,8,296,711,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,173,C04,74,115,8,31,8,0,4,6,0,2,11,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,325,7,332,711,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,173,C05,75,118,4,33,4,1,7,5,2,0,7,2,1,50,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,311,5,316,711,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,173,C06,88,95,6,42,11,2,1,8,11,0,11,2,0,60,2,0,0,0,0,0,0,0,0,0,0,0,,,,1,339,8,348,711,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,174,B,100,126,4,28,13,1,7,11,4,1,8,0,0,52,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,358,7,365,662,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,174,C01,101,110,7,36,6,0,0,14,4,0,11,0,0,76,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,366,13,379,662,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,174,C02,107,122,6,24,4,0,4,5,5,0,3,0,0,62,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,343,6,349,662,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,174,C03,93,125,10,29,5,1,3,12,1,0,3,0,2,78,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,364,7,371,661,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,174,C04,115,105,4,30,8,1,0,8,3,0,5,0,1,65,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,346,7,353,661,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,175,B,88,122,6,27,5,2,2,6,8,1,9,0,1,52,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,330,7,337,703,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,175,C01,95,129,3,23,13,1,2,8,5,0,5,2,0,56,1,1,0,0,0,0,1,0,0,0,0,0,,,,0,345,7,352,703,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,175,C02,71,137,5,21,2,0,6,10,3,0,10,0,0,50,3,0,0,0,0,0,0,1,0,0,0,0,,,,0,319,12,331,703,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,175,C03,77,136,7,28,16,0,1,7,5,0,7,0,1,56,5,0,0,0,0,0,0,0,0,0,0,0,,,,0,346,8,354,702,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,175,C04,93,133,3,29,12,1,3,1,29,0,6,2,1,63,7,0,0,0,0,0,0,0,0,0,0,0,,,,0,383,7,390,702,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,176,B,70,96,3,24,16,0,3,8,5,0,3,1,0,60,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,292,3,295,635,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,176,C01,95,98,7,30,11,2,2,16,5,0,5,0,0,72,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,344,7,351,635,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,176,C02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,635,GRUPO DE RECUENTO,,COMITÉ DISTRITAL COMPUTO EN CERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,177,B,73,133,6,28,6,1,0,9,2,0,6,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,323,7,330,582,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,177,C01,92,120,4,21,12,0,3,10,4,0,1,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,329,9,338,582,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,177,C02,79,125,6,23,11,0,2,9,2,0,8,0,1,58,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,326,6,332,582,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,178,B,116,154,7,42,6,3,1,7,1,1,10,2,1,69,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,420,8,428,766,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,178,C01,127,149,4,22,12,1,4,8,4,1,6,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,398,8,406,766,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,179,B,135,144,9,16,9,0,4,6,0,2,1,0,0,50,1,0,0,0,0,0,0,0,1,0,0,0,,,,1,378,6,385,669,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,179,C01,102,147,14,21,6,1,4,4,5,0,3,1,1,72,3,0,0,0,0,0,0,0,1,0,0,0,,,,1,385,0,386,669,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,180,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,730,GRUPO DE RECUENTO,,COMITÉ DISTRITAL COMPUTO EN CERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,180,C01,75,152,2,44,10,2,2,4,5,2,21,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,386,9,395,729,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,181,B,114,101,1,37,7,0,10,8,4,1,6,1,0,59,5,0,0,0,0,0,0,0,0,0,0,0,,,,0,354,8,362,609,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,181,C01,126,116,4,34,3,2,2,8,3,1,1,0,0,60,1,1,0,0,0,0,0,0,1,0,0,0,,,,1,363,4,368,608,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,182,B,94,107,2,27,9,0,2,7,2,0,1,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,298,0,298,498,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,182,C01,107,97,6,21,13,1,1,1,1,1,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,290,6,296,498,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,183,B,84,122,5,41,9,0,1,13,1,1,7,1,0,57,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,345,5,350,595,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,183,C01,108,116,1,37,10,0,1,3,1,0,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,330,2,332,594,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,184,B,90,121,7,38,14,2,2,4,1,0,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,343,3,346,651,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,184,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,651,GRUPO DE RECUENTO,,COMITÉ DISTRITAL COMPUTO EN CERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,185,B,145,158,4,24,4,0,7,9,5,0,6,0,2,72,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,437,8,445,776,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,185,C01,169,151,5,21,11,0,4,3,7,1,8,0,0,52,3,0,1,0,0,0,0,0,0,0,0,0,,,,0,436,9,445,776,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,186,B,98,86,2,30,18,1,1,7,4,0,1,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,272,6,278,470,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,186,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,470,GRUPO DE RECUENTO,,COMITÉ DISTRITAL COMPUTO EN CERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,187,B,109,88,5,25,9,0,6,8,4,0,8,1,0,49,2,0,0,0,0,0,0,0,0,0,0,0,,,,1,314,6,321,550,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,187,C01,100,95,4,26,8,0,4,10,4,0,7,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,320,4,324,550,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,187,C02,109,83,4,31,9,1,1,6,4,0,5,2,2,59,2,1,0,0,0,0,0,0,0,0,0,0,,,,0,319,6,325,549,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,188,B,100,120,5,25,7,2,3,13,3,0,4,1,0,62,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,349,11,360,591,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,188,C01,120,133,5,27,4,0,5,9,3,0,4,0,0,56,5,0,0,0,0,0,0,0,0,0,0,0,,,,1,371,9,381,590,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,189,B,79,71,3,20,22,0,3,5,5,0,6,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,258,1,259,490,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,189,C01,83,82,3,20,15,1,3,4,2,1,3,0,0,34,0,1,0,0,0,0,1,0,0,0,0,0,,,,0,253,2,255,490,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,190,B,88,100,4,24,7,0,4,11,0,0,6,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,290,4,294,472,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,190,C01,91,99,3,15,4,1,2,3,2,1,4,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,259,10,269,471,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,191,B,89,128,6,43,4,0,4,10,2,1,16,1,1,72,3,0,0,0,0,0,1,0,0,0,0,0,,,,0,381,7,388,715,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,191,C01,102,134,3,49,5,2,2,11,5,0,19,1,0,59,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,394,4,398,715,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,191,C02,107,146,7,46,7,0,3,5,4,0,17,0,2,45,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,393,8,401,714,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,192,B,94,151,1,22,8,1,2,3,3,0,10,1,2,36,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,334,10,344,584,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,192,C01,108,130,4,33,7,1,2,5,2,0,6,0,1,39,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,339,7,346,583,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,192,C02,106,146,5,25,3,0,0,4,1,1,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,325,11,336,583,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,193,B,122,134,11,30,8,0,2,11,6,0,17,0,2,56,3,0,0,0,0,0,0,1,0,0,0,0,,,,0,403,8,411,732,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,193,C01,122,158,1,42,4,2,1,7,1,1,14,0,1,47,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,405,8,413,731,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,194,B,142,153,9,22,5,0,6,6,1,0,5,1,0,51,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,402,10,412,668,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,195,B,111,110,5,32,6,0,8,10,4,0,2,0,1,42,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,332,9,342,609,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,COAHUILA,6,FRONTERA,10,FRONTERA,195,C01,119,104,3,14,3,1,4,16,5,0,4,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,317,14,331,609,GRUPO DE RECUENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
