CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,UDC,MC,NVA_ALIANZA,SI,PPC,PJ,PRC,PCP,MORENA,ES,PAN_UDC_PPC_ES,PAN_UDC_PPC,PAN_UDC_ES,PAN_PPC_ES,UDC_PPC_ES,PAN_UDC,PAN_PPC,PAN_ES,UDC_PPC,UDC_ES,PPC_ES,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,3,4,126,411,235,10,20,496,9,11,2,4,37,3,2,50,7,1,1,0,0,0,9,0,0,0,0,0,,,,6,1434,28,1468,2524
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,4,7,275,810,554,17,25,1051,15,17,6,6,117,6,0,89,28,2,0,1,0,0,32,0,0,0,0,0,,,,1,3051,59,3111,5299
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,5,3,93,169,128,7,28,339,5,9,2,5,28,2,0,35,8,0,2,0,0,0,9,0,0,0,0,0,,,,1,869,20,890,1644
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,6,2,62,140,66,1,6,176,6,2,1,0,7,0,0,9,3,0,0,0,7,0,3,0,0,0,0,0,,,,0,489,14,503,904
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,7,2,98,182,73,5,7,215,7,5,0,3,22,0,1,17,2,0,1,0,0,0,6,0,0,0,0,0,,,,0,644,15,659,1236
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,8,2,63,230,102,6,6,213,8,10,1,0,20,2,1,21,6,0,1,0,0,0,7,0,0,0,0,0,,,,0,697,13,710,1277
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,10,20,723,1788,1397,77,86,2475,26,52,12,2,368,9,4,235,32,0,5,2,0,0,57,0,1,1,0,0,,,,1,7352,132,7485,14937
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,11,4,148,375,266,12,12,520,8,22,6,1,30,6,1,31,9,0,0,0,0,0,21,0,0,1,0,0,,,,0,1469,22,1491,2613
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,12,5,170,486,293,6,20,609,9,24,5,1,51,2,0,35,20,2,0,0,0,0,19,0,0,0,0,0,,,,0,1752,34,1786,3291
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,13,1,44,88,29,1,3,80,2,5,0,0,5,1,0,5,0,0,1,0,0,0,4,0,0,0,0,0,,,,1,268,5,274,474
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,14,2,55,107,60,2,6,121,3,6,3,2,13,0,0,19,4,2,0,0,0,0,1,0,0,0,0,0,,,,0,404,5,409,864
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,15,1,66,120,50,4,2,153,5,1,3,0,18,0,0,9,1,0,0,1,0,0,3,0,0,0,0,0,,,,0,436,8,444,778
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,16,2,72,161,32,1,2,141,7,6,2,2,12,1,0,12,1,0,0,0,0,0,6,0,1,0,0,0,,,,0,459,4,463,927
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,17,3,81,118,40,0,5,174,3,4,0,3,6,1,0,11,1,0,2,0,0,0,11,1,0,0,0,0,,,,0,461,9,470,1664
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,18,3,99,307,126,7,10,376,12,13,5,0,25,2,1,29,5,1,0,0,0,0,8,0,0,2,1,0,,,,0,1029,20,1049,1827
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,19,14,524,1277,1002,38,57,1980,37,53,13,11,218,6,4,162,25,2,1,1,0,0,60,0,0,0,0,0,,,,0,5471,89,5560,10236
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,20,2,66,122,72,4,3,179,3,8,0,1,26,4,0,12,3,0,2,0,0,0,10,0,0,0,0,0,,,,0,515,13,528,994
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,21,2,59,151,58,3,7,235,3,4,3,1,10,2,1,12,6,0,0,0,0,0,8,0,0,0,0,0,,,,0,563,17,580,1137
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,22,2,38,111,51,3,2,173,1,6,0,0,17,3,0,18,5,0,0,0,0,0,1,0,0,0,0,0,,,,0,429,12,441,843
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,23,1,42,89,31,3,4,81,3,6,0,0,5,3,0,15,3,0,0,0,0,0,2,0,0,0,0,0,,,,0,287,4,291,579
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,24,1,57,93,36,1,2,96,2,5,2,0,6,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,311,7,318,643
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,25,3,115,171,71,4,4,260,13,6,2,0,15,2,0,16,5,1,1,1,0,0,6,0,0,0,0,0,,,,0,693,19,712,2078
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,26,1,65,104,48,4,3,198,5,11,0,5,8,5,0,12,1,1,1,0,0,0,4,0,0,0,0,0,,,,0,475,8,483,773
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,27,2,51,110,67,2,3,174,5,2,6,0,9,1,0,11,2,0,1,0,0,0,6,0,0,0,0,0,,,,0,450,13,463,908
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,28,2,62,208,146,5,8,272,1,3,4,2,50,2,1,20,2,1,0,0,0,0,13,0,0,0,0,0,,,,0,800,17,817,1408
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,29,3,97,228,129,6,12,323,5,9,6,1,34,2,5,26,1,0,0,0,0,0,9,0,0,0,0,0,,,,0,893,28,921,1796
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,30,2,108,180,72,2,2,290,16,16,4,1,18,1,0,20,6,3,0,0,0,0,2,0,0,0,0,0,,,,0,741,3,744,1341
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,31,9,321,823,566,19,38,1461,31,77,14,1,102,5,4,106,31,6,2,1,0,0,20,0,0,0,0,0,,,,1,3628,65,3694,6630
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,32,2,39,157,55,1,8,121,4,6,3,1,42,1,0,9,3,0,0,0,0,0,1,0,0,0,0,0,,,,0,451,7,458,897
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,33,9,249,798,644,18,37,1102,27,31,8,3,148,3,3,127,22,7,1,0,0,0,23,0,0,0,0,0,,,,2,3251,47,3300,6435
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,34,6,190,711,458,20,28,803,145,16,5,4,77,7,4,73,15,0,1,0,0,0,24,0,0,1,0,0,,,,0,2582,50,2632,4470
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,35,6,194,631,386,21,28,741,10,14,8,3,81,5,1,69,14,0,1,0,0,0,30,0,1,1,0,0,,,,0,2239,54,2293,4550
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,36,2,62,205,101,7,4,314,6,8,0,2,27,0,0,26,6,1,0,0,0,0,3,0,0,0,0,0,,,,0,772,16,788,1454
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,37,2,55,160,110,8,7,236,8,2,4,0,13,0,9,8,2,0,0,0,0,0,1,0,0,0,0,0,,,,0,623,14,637,1233
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,41,9,244,774,448,26,27,1093,16,16,8,5,152,5,0,75,18,0,1,0,0,0,19,1,0,0,0,0,,,,0,2928,66,2994,6001
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,240,1,10,68,4,107,0,22,0,0,2,0,20,2,2,1,1,0,0,0,0,0,2,0,0,0,0,0,,,,0,241,4,245,376
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,241,1,18,101,0,183,2,27,1,1,4,0,17,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,,,,0,373,5,378,587
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,242,2,110,299,55,129,5,148,2,4,3,2,105,3,0,26,0,0,1,0,0,0,8,0,0,0,0,0,,,,0,900,36,936,1565
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,243,2,71,238,13,21,2,50,0,3,4,1,133,1,0,15,0,0,0,0,0,0,9,0,0,0,0,0,,,,0,561,12,573,940
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,244,1,56,153,16,45,3,48,0,1,2,0,86,4,0,10,1,0,0,0,0,0,5,0,0,0,0,0,,,,0,430,14,444,703
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,245,3,178,339,38,34,7,153,3,6,39,1,107,3,0,39,3,0,2,0,0,0,25,1,0,1,0,0,,,,0,979,38,1017,1694
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,246,2,145,283,22,34,1,126,1,5,39,0,106,4,1,54,0,0,1,0,0,0,9,0,0,0,0,0,,,,0,831,37,868,1381
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,247,1,33,48,5,4,0,12,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,107,3,110,180
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,248,1,13,49,3,70,0,17,0,0,0,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,161,5,166,256
2,5,COAHUILA,1,ACUÑA,14,JIMENEZ,249,1,105,166,9,49,1,75,0,0,2,0,33,0,1,7,0,0,5,0,0,0,4,0,0,1,0,0,,,,0,458,15,473,636
2,5,COAHUILA,1,ACUÑA,19,MORELOS,444,2,291,257,39,21,1,52,1,6,2,0,12,0,1,128,8,0,0,1,0,0,6,0,0,0,0,0,,,,0,826,12,838,1384
2,5,COAHUILA,1,ACUÑA,19,MORELOS,445,2,223,245,17,13,3,17,0,8,1,1,8,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,636,12,648,1056
2,5,COAHUILA,1,ACUÑA,19,MORELOS,446,2,274,257,51,19,1,28,2,13,1,0,17,4,1,83,5,3,0,0,0,0,1,0,0,0,0,0,,,,0,760,20,780,1226
2,5,COAHUILA,1,ACUÑA,19,MORELOS,447,2,203,224,25,21,3,31,2,5,0,1,15,1,2,47,4,0,1,1,0,0,7,0,0,0,0,0,,,,0,593,22,615,990
2,5,COAHUILA,1,ACUÑA,19,MORELOS,448,2,228,267,71,15,5,45,3,5,0,0,20,2,0,48,18,1,1,0,0,0,4,0,0,0,0,0,,,,0,733,15,748,1172
2,5,COAHUILA,1,ACUÑA,19,MORELOS,449,2,204,232,57,14,1,34,2,0,0,0,10,1,0,27,1,0,0,0,0,0,10,1,0,0,0,0,,,,0,594,15,609,928
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1506,2,305,241,126,4,3,27,0,12,2,3,18,0,0,41,3,0,3,0,0,0,9,0,0,0,0,0,,,,0,797,42,839,1375
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1507,3,348,377,145,7,5,26,2,28,8,0,18,1,0,55,1,1,0,0,0,0,6,0,0,0,0,0,,,,0,1028,41,1069,1768
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1508,2,179,248,106,3,1,30,3,15,1,1,7,1,1,27,1,0,0,0,0,0,3,0,0,0,0,0,,,,0,627,22,649,1107
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1509,1,189,135,58,2,1,8,4,7,3,1,5,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,429,14,443,767
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1510,2,188,251,72,5,0,8,0,13,2,0,12,2,0,14,1,0,0,0,0,0,2,0,0,0,0,0,,,,1,570,23,594,965
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1511,1,120,233,40,3,1,10,1,10,4,1,2,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,447,13,460,781
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1512,2,146,232,57,3,4,7,3,10,3,0,11,1,0,22,2,0,0,0,0,0,1,0,1,0,0,0,,,,0,503,20,523,915
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1513,2,226,254,137,2,1,19,0,13,3,0,12,0,0,52,2,0,0,0,0,0,5,0,0,0,0,0,,,,0,726,19,745,1279
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1515,1,68,43,22,2,1,15,0,2,0,0,12,2,0,1,0,1,1,0,0,0,2,0,0,0,0,0,,,,0,172,5,177,347
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1516,1,44,124,64,7,1,11,0,6,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,263,15,278,444
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1517,1,53,30,16,1,0,4,1,2,0,1,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,,,,0,114,0,114,203
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1518,1,29,38,24,0,0,3,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,100,5,105,178
2,5,COAHUILA,1,ACUÑA,38,ZARAGOZA,1520,1,161,119,61,5,2,5,1,6,1,1,7,1,3,13,0,1,0,0,0,0,1,0,0,0,0,0,,,,0,388,9,397,566
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1682,2,25,72,84,2,8,166,1,4,1,1,39,0,0,11,3,0,2,0,0,0,5,0,0,0,0,0,,,,1,424,12,437,887
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1683,2,37,108,75,3,4,169,2,4,1,1,17,1,0,14,2,0,1,0,0,0,7,0,0,0,0,0,,,,0,446,13,459,893
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1684,1,21,74,66,6,3,123,0,9,1,1,15,0,0,7,3,0,0,0,0,0,4,0,0,0,0,0,,,,0,333,8,341,624
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1685,1,29,51,15,6,1,145,0,1,0,0,8,0,1,10,2,2,0,0,0,0,4,0,0,0,0,0,,,,0,275,5,280,533
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1686,1,10,51,40,3,3,67,0,3,2,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,188,6,194,358
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1687,1,19,51,37,5,2,88,1,3,2,0,11,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,,,,1,227,10,238,419
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1688,1,16,127,90,2,3,117,1,0,1,0,1,2,0,6,0,0,1,0,0,0,3,0,0,0,0,0,,,,0,370,9,379,615
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1689,1,26,79,66,0,4,94,0,3,1,0,9,1,0,13,3,0,0,0,0,0,2,0,0,0,0,0,,,,0,301,5,306,535
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1690,1,21,53,69,6,2,126,1,3,2,0,16,1,0,7,3,0,0,0,0,0,4,0,0,0,0,0,,,,0,314,0,314,529
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1691,1,23,103,64,2,6,91,4,0,2,0,15,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,,,,0,328,8,336,566
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1692,1,29,104,82,2,5,152,0,1,1,1,15,4,0,14,2,0,0,0,0,0,3,0,0,0,0,0,,,,0,415,8,423,651
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1693,1,17,58,64,0,2,77,0,0,0,1,26,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,,,,0,254,7,261,438
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1694,1,11,56,97,2,1,112,0,2,0,0,14,1,0,4,3,0,0,1,0,0,4,0,0,0,0,0,,,,0,308,6,314,496
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1695,1,26,73,70,5,5,122,2,6,5,0,6,1,1,18,4,0,0,0,0,0,5,0,0,0,0,0,,,,1,349,8,358,682
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1696,1,28,40,73,2,2,82,0,1,1,0,17,0,0,8,2,1,0,0,0,0,6,0,0,0,0,0,,,,0,263,0,263,582
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1697,1,23,58,66,0,2,96,1,2,0,0,15,1,0,13,0,0,0,1,0,0,2,0,0,0,0,0,,,,0,280,5,285,486
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1698,1,37,68,63,3,6,108,2,2,1,1,13,3,0,23,0,0,0,0,0,0,4,0,0,0,0,0,,,,0,334,10,344,739
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1699,1,29,62,55,3,4,105,1,1,2,0,17,0,0,14,3,0,0,0,0,0,2,0,0,0,0,0,,,,0,298,0,298,542
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,758
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1701,1,39,89,62,2,2,123,1,2,0,0,14,0,0,13,4,0,0,0,0,0,1,0,0,0,0,0,,,,0,352,7,359,653
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1702,1,24,69,57,1,5,132,2,2,1,0,21,1,0,16,2,1,1,0,0,0,0,0,0,0,0,0,,,,0,335,5,340,615
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1703,1,29,66,52,3,2,73,0,2,0,1,23,1,1,17,5,0,0,0,0,0,7,0,0,0,0,0,,,,0,282,8,290,529
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1704,1,27,64,30,3,2,63,1,2,0,0,8,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,206,4,210,431
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1705,1,25,51,62,2,5,82,2,0,2,0,9,1,0,9,1,0,0,1,0,0,0,0,0,0,0,0,,,,0,252,5,257,484
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1706,1,20,100,66,6,5,125,2,1,1,0,20,0,0,16,3,0,0,0,0,0,1,0,0,0,0,0,,,,0,366,7,373,691
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1707,1,28,54,63,4,3,161,3,1,3,0,19,1,0,9,12,0,0,0,0,0,2,0,0,0,1,0,,,,0,364,13,377,724
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1708,1,23,58,58,2,3,126,1,1,0,1,24,0,0,18,2,0,0,0,0,0,1,0,0,0,0,0,,,,0,318,4,322,584
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1709,1,12,74,64,2,7,74,1,0,0,0,19,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,,,,0,265,6,271,500
2,5,COAHUILA,1,ACUÑA,2,ACUÑA,1710,2,24,124,90,3,10,135,2,1,2,0,21,0,1,14,0,0,0,0,0,0,2,0,0,0,0,0,,,,1,429,6,436,824
2,5,COAHUILA,2,PIEDRAS NEGRAS,12,GUERRERO,233,1,183,126,0,1,0,0,0,13,1,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,336,12,348,536
2,5,COAHUILA,2,PIEDRAS NEGRAS,12,GUERRERO,234,1,116,134,0,1,2,0,0,4,0,1,3,1,0,11,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,275,6,281,404
2,5,COAHUILA,2,PIEDRAS NEGRAS,12,GUERRERO,235,1,61,97,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,161,9,170,263
2,5,COAHUILA,2,PIEDRAS NEGRAS,12,GUERRERO,236,1,111,122,3,0,1,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,246,8,254,362
2,5,COAHUILA,2,PIEDRAS NEGRAS,12,GUERRERO,237,1,72,81,1,0,0,2,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,162,10,172,232
2,5,COAHUILA,2,PIEDRAS NEGRAS,13,HIDALGO,238,1,48,65,0,0,0,25,2,6,0,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,0,154,4,158,252
2,5,COAHUILA,2,PIEDRAS NEGRAS,13,HIDALGO,239,2,95,400,2,0,0,93,0,38,0,0,19,3,0,4,3,1,5,0,0,0,5,0,0,0,0,0,,,,0,668,16,684,908
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,508,3,273,365,20,9,10,140,21,8,3,6,21,2,1,125,2,0,1,0,0,0,22,1,0,0,0,0,,,,0,1030,43,1073,1846
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,509,2,152,200,15,6,2,59,6,6,1,1,14,3,2,52,3,4,1,0,0,0,0,0,0,0,0,0,,,,0,527,8,535,900
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,510,2,244,314,12,9,11,106,13,7,3,0,10,3,1,106,2,1,0,0,0,0,10,0,0,0,0,0,,,,0,852,18,870,1499
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,511,3,340,427,19,30,10,61,7,17,2,2,10,4,3,92,4,0,3,0,0,0,9,0,1,0,0,0,,,,0,1041,36,1077,1826
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,512,3,355,489,17,16,23,65,8,13,3,2,17,3,5,153,1,0,0,0,0,0,9,0,0,0,0,0,,,,0,1179,36,1215,2296
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,513,2,233,276,7,7,13,57,6,8,2,1,4,3,3,53,3,0,0,0,0,0,6,0,0,0,0,0,,,,0,682,19,701,1189
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,514,2,157,246,8,7,7,36,3,6,1,1,2,2,1,37,0,0,0,0,0,0,3,0,0,0,0,0,,,,0,517,7,524,878
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,515,3,285,397,15,13,13,74,7,10,1,0,3,5,2,98,6,2,1,1,1,0,6,0,0,0,0,0,,,,1,940,31,972,1727
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,516,3,262,357,9,10,3,28,4,10,2,1,4,3,1,73,5,0,0,0,0,0,4,0,0,0,0,0,,,,0,776,20,796,2178
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,517,2,141,281,16,9,5,43,3,6,3,2,3,1,3,41,1,2,1,0,1,0,4,0,1,0,0,0,,,,0,567,25,592,990
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,518,3,323,522,14,32,22,93,8,27,5,1,18,2,2,110,8,1,0,0,0,0,7,0,0,0,0,0,,,,0,1195,26,1221,2122
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,519,3,245,281,53,15,24,31,15,15,7,2,16,4,0,95,6,0,0,1,0,0,0,0,0,0,0,0,,,,0,810,11,821,1835
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,520,1,68,98,14,4,9,4,9,3,3,0,5,0,0,26,5,0,0,0,0,0,2,0,0,0,0,0,,,,0,250,9,259,540
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,521,1,44,73,2,2,5,2,3,9,2,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,163,6,169,338
2,5,COAHUILA,2,PIEDRAS NEGRAS,22,NAVA,523,1,56,65,2,0,1,13,44,2,1,1,2,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,198,5,203,349
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,577,5,498,562,45,78,41,12,18,27,28,2,42,5,6,180,29,0,1,1,1,0,1,1,0,0,0,0,,,,4,1578,40,1622,3337
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,578,2,229,159,11,28,24,4,1,17,7,2,15,1,1,38,6,0,0,0,1,0,1,1,1,0,0,0,,,,0,547,18,565,1100
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,579,1,95,137,6,11,12,2,0,7,3,1,5,0,2,22,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,307,13,320,566
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,580,10,1020,1223,77,143,116,37,55,103,48,8,134,16,7,446,35,2,1,1,0,0,1,1,1,0,0,0,,,,3,3475,124,3602,7555
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,581,3,343,537,18,39,36,10,15,20,17,4,33,8,3,106,19,0,0,0,0,0,2,0,0,0,0,0,,,,4,1210,32,1246,2340
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,582,1,63,69,6,8,6,1,1,6,1,0,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,178,11,191,432
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,583,1,104,107,8,7,12,2,2,9,2,0,12,0,2,32,3,1,0,0,0,0,1,0,0,0,0,0,,,,1,304,13,318,581
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,584,1,111,94,6,21,10,3,4,6,6,2,14,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,339,17,356,468
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,585,3,316,327,26,30,36,12,6,23,11,3,31,3,3,90,7,1,0,0,0,0,1,1,0,0,0,0,,,,2,927,39,968,1929
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,586,8,866,921,60,116,82,32,32,70,52,7,64,16,7,296,33,2,0,0,0,0,1,1,1,0,0,0,,,,4,2659,120,2783,5761
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,587,9,1118,1134,80,195,101,31,63,120,54,11,86,18,4,412,48,1,1,0,0,0,2,0,1,0,1,0,,,,6,3481,97,3584,6881
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,588,3,413,296,29,64,25,15,8,25,9,0,22,14,1,106,3,1,0,0,0,0,1,0,0,0,0,0,,,,0,1032,30,1062,1991
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,589,1,47,83,1,11,6,1,2,3,3,2,2,1,1,19,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,184,5,189,404
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,590,1,71,86,2,9,5,3,2,7,1,0,4,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,217,3,220,431
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,591,1,129,126,3,9,9,4,2,7,0,0,1,0,0,27,4,0,1,0,0,0,1,0,0,0,0,0,,,,0,323,11,334,639
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,592,1,68,85,3,9,8,0,0,10,0,1,2,2,0,22,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,213,2,215,407
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,593,2,227,165,12,7,10,9,2,20,2,0,6,1,0,44,3,2,1,0,1,0,0,1,0,0,0,0,,,,0,513,10,523,967
2,5,COAHUILA,2,PIEDRAS NEGRAS,25,PIEDRAS NEGRAS,594,2,345,263,18,4,19,10,3,24,5,1,18,3,0,38,9,0,1,0,0,0,0,0,0,0,0,0,,,,0,761,8,769,1394
