CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,UDC,MC,NVA_ALIANZA,SI,PPC,PJ,PRC,PCP,MORENA,ES,PAN_UDC_PPC_ES,PAN_UDC_PPC,PAN_UDC_ES,PAN_PPC_ES,UDC_PPC_ES,PAN_UDC,PAN_PPC,PAN_ES,UDC_PPC,UDC_ES,PPC_ES,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,5,COAHUILA,8,TORREON,35,TORREON,1463,2,335,397,52,18,29,6,0,6,8,5,8,6,2,141,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,1015,14,1029,1539
2,5,COAHUILA,8,TORREON,35,TORREON,1464,3,437,472,50,24,93,5,4,9,23,6,22,12,1,129,1,1,0,1,0,0,0,0,0,0,0,0,,,,0,1290,27,1317,2046
2,5,COAHUILA,8,TORREON,35,TORREON,1465,3,246,393,164,14,19,0,14,8,16,2,18,5,0,50,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,950,27,977,1605
2,5,COAHUILA,8,TORREON,35,TORREON,1466,9,1170,869,232,43,139,5,28,40,97,9,43,15,8,301,13,3,0,1,0,0,3,0,1,0,0,0,,,,1,3020,56,3077,6358
2,5,COAHUILA,8,TORREON,35,TORREON,1467,3,320,421,46,7,52,4,10,8,153,1,38,4,2,80,2,0,1,0,0,0,1,0,0,0,0,0,,,,0,1150,42,1192,1788
2,5,COAHUILA,9,TORREON,35,TORREON,1188,2,372,169,12,6,13,1,5,13,10,5,11,3,1,64,3,0,0,0,1,0,0,0,0,0,0,0,,,,0,689,17,706,1059
2,5,COAHUILA,9,TORREON,35,TORREON,1189,2,256,310,9,11,10,0,2,17,2,8,8,2,0,80,6,0,0,1,0,0,0,0,0,0,0,0,,,,0,722,11,733,1110
2,5,COAHUILA,9,TORREON,35,TORREON,1190,2,231,403,19,15,16,1,7,4,7,3,16,4,2,73,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,802,18,820,1149
2,5,COAHUILA,9,TORREON,35,TORREON,1193,3,749,282,52,24,27,3,12,65,8,2,12,8,4,160,7,0,0,0,0,0,0,0,0,0,0,0,,,,0,1415,28,1443,2175
2,5,COAHUILA,9,TORREON,35,TORREON,1194,2,384,158,16,8,13,2,14,13,7,3,4,0,3,99,6,0,0,0,0,0,0,0,0,0,0,0,,,,0,730,13,743,1112
2,5,COAHUILA,9,TORREON,35,TORREON,1195,2,352,246,19,12,16,2,10,9,6,1,7,4,1,97,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,784,10,794,1191
2,5,COAHUILA,9,TORREON,35,TORREON,1196,2,317,219,21,11,14,1,1,18,4,1,3,2,1,72,1,0,0,0,0,0,1,0,0,0,0,0,,,,0,687,14,701,1139
2,5,COAHUILA,9,TORREON,35,TORREON,1197,2,357,286,14,15,6,2,5,8,2,1,5,2,3,82,3,0,1,0,0,0,0,1,0,0,0,0,,,,1,793,18,812,1238
2,5,COAHUILA,9,TORREON,35,TORREON,1198,2,230,254,9,13,10,1,3,15,2,2,2,3,2,82,2,1,3,0,0,0,0,0,0,0,0,0,,,,0,634,9,643,1003
2,5,COAHUILA,9,TORREON,35,TORREON,1199,2,310,219,24,12,13,0,4,17,6,1,6,0,0,72,2,0,0,0,0,0,0,1,1,0,0,0,,,,1,688,8,697,1037
2,5,COAHUILA,9,TORREON,35,TORREON,1200,2,655,68,5,5,12,1,3,6,15,1,7,0,5,27,2,3,0,0,0,0,0,0,0,0,0,0,,,,0,815,12,827,1279
2,5,COAHUILA,9,TORREON,35,TORREON,1203,2,316,143,22,11,11,1,10,22,5,3,2,9,3,67,4,1,0,0,0,0,0,0,0,0,0,0,,,,0,630,5,635,1045
2,5,COAHUILA,9,TORREON,35,TORREON,1204,2,472,127,17,5,11,2,4,9,10,5,8,1,2,49,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,724,10,734,1054
2,5,COAHUILA,9,TORREON,35,TORREON,1205,2,488,96,8,6,15,1,4,14,5,2,2,0,1,60,1,3,0,1,1,0,0,0,0,0,0,0,,,,0,708,5,713,1084
2,5,COAHUILA,9,TORREON,35,TORREON,1206,2,457,112,6,10,17,1,5,1,8,1,3,2,1,51,5,1,0,1,0,0,0,0,0,0,0,0,,,,0,682,15,697,1150
2,5,COAHUILA,9,TORREON,35,TORREON,1207,2,683,59,2,3,9,0,3,5,27,1,2,1,0,24,4,0,0,0,0,0,0,0,0,0,0,0,,,,1,823,10,834,1221
2,5,COAHUILA,9,TORREON,35,TORREON,1208,2,262,255,17,9,17,0,5,17,11,0,3,3,0,87,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,688,11,699,1072
2,5,COAHUILA,9,TORREON,35,TORREON,1209,2,398,269,27,16,24,0,7,20,4,3,2,3,2,105,3,1,0,0,0,0,1,0,0,0,0,0,,,,0,885,14,899,1348
2,5,COAHUILA,9,TORREON,35,TORREON,1210,2,403,312,14,11,10,0,7,30,4,2,9,2,4,97,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,909,12,921,1381
2,5,COAHUILA,9,TORREON,35,TORREON,1211,1,146,156,9,3,9,1,6,7,5,1,0,0,1,38,1,0,0,0,0,0,0,0,0,0,0,0,,,,2,383,6,391,605
2,5,COAHUILA,9,TORREON,35,TORREON,1212,1,184,149,10,9,44,0,3,5,0,0,6,3,1,48,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,463,14,478,737
2,5,COAHUILA,9,TORREON,35,TORREON,1213,2,426,188,21,8,17,2,9,9,12,1,5,1,2,102,1,0,1,1,0,0,0,0,0,0,0,0,,,,0,806,16,822,1268
2,5,COAHUILA,9,TORREON,35,TORREON,1214,2,545,170,27,7,10,3,4,9,4,3,4,1,2,68,6,1,1,0,0,0,0,0,0,0,0,0,,,,1,865,20,886,1343
2,5,COAHUILA,9,TORREON,35,TORREON,1215,2,504,142,17,6,16,1,2,12,11,2,1,3,1,61,2,6,1,1,1,0,1,0,0,0,0,0,,,,0,791,18,809,1195
2,5,COAHUILA,9,TORREON,35,TORREON,1216,1,287,125,3,9,4,3,3,20,9,3,1,0,3,54,2,0,0,0,0,0,0,0,0,0,0,0,,,,1,526,1,528,775
2,5,COAHUILA,9,TORREON,35,TORREON,1217,1,312,55,1,1,9,0,3,4,5,1,1,1,1,37,1,0,0,0,0,0,0,1,0,0,0,0,,,,0,433,5,438,628
2,5,COAHUILA,9,TORREON,35,TORREON,1218,2,610,114,9,10,15,1,8,9,14,0,3,0,1,43,7,1,2,0,1,0,1,0,0,0,0,0,,,,0,849,13,862,1311
2,5,COAHUILA,9,TORREON,35,TORREON,1219,2,458,49,2,1,5,0,8,5,6,3,3,0,1,18,3,3,0,0,0,0,1,0,0,0,0,0,,,,0,566,5,571,902
2,5,COAHUILA,9,TORREON,35,TORREON,1220,2,296,197,13,7,14,0,4,14,4,0,4,4,6,55,1,1,0,0,0,0,1,0,0,0,0,0,,,,0,621,11,632,1013
2,5,COAHUILA,9,TORREON,35,TORREON,1221,2,225,210,11,10,8,2,12,6,7,0,2,3,1,69,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,568,17,585,1014
2,5,COAHUILA,9,TORREON,35,TORREON,1222,2,306,145,10,13,13,0,1,10,9,5,4,2,3,68,6,1,0,0,0,0,1,0,0,0,0,0,,,,0,597,17,614,980
2,5,COAHUILA,9,TORREON,35,TORREON,1223,2,200,162,4,6,9,1,5,10,3,3,4,2,0,59,5,0,0,0,0,0,1,0,0,0,0,0,,,,0,474,13,487,842
2,5,COAHUILA,9,TORREON,35,TORREON,1224,2,259,208,13,16,10,1,14,13,5,3,3,3,1,54,4,1,0,0,0,0,0,0,0,0,0,0,,,,2,608,11,621,1029
2,5,COAHUILA,9,TORREON,35,TORREON,1225,1,195,137,10,5,15,1,0,5,5,0,2,2,1,51,2,1,1,0,0,0,0,0,0,0,0,0,,,,1,433,11,445,708
2,5,COAHUILA,9,TORREON,35,TORREON,1226,1,122,93,7,2,7,1,1,4,2,1,1,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,278,6,284,488
2,5,COAHUILA,9,TORREON,35,TORREON,1227,2,568,103,6,4,12,1,6,5,17,1,2,0,0,44,2,2,2,1,0,0,0,0,1,1,0,0,,,,1,778,8,787,1126
2,5,COAHUILA,9,TORREON,35,TORREON,1228,2,449,77,14,4,16,4,10,7,10,1,2,0,1,51,3,1,1,0,0,0,0,0,0,0,0,0,,,,1,651,14,666,1054
2,5,COAHUILA,9,TORREON,35,TORREON,1229,1,159,193,22,5,6,1,5,27,3,0,0,3,0,64,2,0,0,0,0,0,0,0,0,0,0,0,,,,1,490,3,494,721
2,5,COAHUILA,9,TORREON,35,TORREON,1230,1,178,183,10,4,14,3,1,2,4,4,0,6,0,44,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,455,10,465,768
2,5,COAHUILA,9,TORREON,35,TORREON,1231,1,160,90,3,7,2,1,9,9,1,1,2,1,0,44,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,332,11,343,620
2,5,COAHUILA,9,TORREON,35,TORREON,1232,2,414,67,7,8,22,0,8,25,3,3,1,2,3,48,0,1,0,0,0,0,0,0,1,0,0,0,,,,0,613,14,627,980
2,5,COAHUILA,9,TORREON,35,TORREON,1233,2,367,92,13,14,17,3,4,15,5,1,1,0,1,53,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,588,10,598,960
2,5,COAHUILA,9,TORREON,35,TORREON,1234,1,211,86,9,4,8,0,3,9,5,1,2,2,0,45,2,0,0,0,0,0,0,0,0,0,0,0,,,,1,387,5,393,677
2,5,COAHUILA,9,TORREON,35,TORREON,1235,1,199,59,7,6,7,0,6,5,2,0,1,10,1,31,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,336,6,342,611
2,5,COAHUILA,9,TORREON,35,TORREON,1236,1,174,104,8,3,9,0,3,7,2,1,5,2,1,37,2,1,1,0,0,0,0,0,0,0,0,0,,,,0,360,6,366,660
2,5,COAHUILA,9,TORREON,35,TORREON,1237,1,186,90,3,6,5,1,4,4,1,1,4,1,3,39,3,0,1,0,0,0,0,1,0,0,0,0,,,,0,353,15,368,593
2,5,COAHUILA,9,TORREON,35,TORREON,1238,1,163,98,4,5,5,2,2,3,4,1,8,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,345,6,351,563
2,5,COAHUILA,9,TORREON,35,TORREON,1239,1,194,112,6,4,6,0,2,8,5,1,1,7,0,52,3,0,0,0,0,0,0,1,0,0,0,0,,,,0,402,13,415,663
2,5,COAHUILA,9,TORREON,35,TORREON,1240,1,190,129,8,12,7,3,3,4,1,1,2,5,1,43,3,0,1,0,0,0,1,1,0,0,0,0,,,,0,415,18,433,745
2,5,COAHUILA,9,TORREON,35,TORREON,1241,1,205,95,7,8,7,1,4,6,4,0,2,3,1,54,0,0,0,0,0,0,1,0,0,0,0,0,,,,1,398,7,406,654
2,5,COAHUILA,9,TORREON,35,TORREON,1242,2,214,147,10,13,6,0,2,0,3,1,4,2,0,61,4,1,0,0,0,0,1,0,0,0,0,0,,,,0,469,12,481,854
2,5,COAHUILA,9,TORREON,35,TORREON,1243,1,205,117,9,4,4,0,2,6,1,0,0,3,0,33,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,385,6,391,627
2,5,COAHUILA,9,TORREON,35,TORREON,1244,1,133,111,7,1,1,0,4,11,2,1,0,4,0,30,2,0,0,0,0,0,0,1,0,0,0,0,,,,0,308,9,317,497
2,5,COAHUILA,9,TORREON,35,TORREON,1245,1,163,161,7,5,8,0,8,4,2,1,2,2,0,72,2,0,0,0,0,0,0,0,0,0,0,0,,,,2,437,5,444,690
2,5,COAHUILA,9,TORREON,35,TORREON,1246,1,167,114,15,5,6,4,2,16,5,3,3,1,0,62,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,407,13,420,674
2,5,COAHUILA,9,TORREON,35,TORREON,1247,2,298,211,11,8,11,1,4,18,4,0,1,1,0,77,5,0,0,0,0,0,1,0,0,0,0,0,,,,0,651,10,661,995
2,5,COAHUILA,9,TORREON,35,TORREON,1248,2,276,197,23,11,14,4,4,10,4,0,3,12,5,96,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,660,11,671,1127
2,5,COAHUILA,9,TORREON,35,TORREON,1249,1,178,163,9,8,13,1,1,4,2,3,0,2,0,47,0,1,0,0,0,0,1,0,0,0,0,0,,,,0,433,2,435,711
2,5,COAHUILA,9,TORREON,35,TORREON,1250,1,181,180,12,6,14,0,6,8,3,0,3,1,1,46,2,1,0,0,0,0,0,0,0,0,0,0,,,,2,464,7,473,779
2,5,COAHUILA,9,TORREON,35,TORREON,1251,1,95,152,3,3,14,0,0,6,2,0,0,5,0,36,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,318,6,324,531
2,5,COAHUILA,9,TORREON,35,TORREON,1252,1,129,194,7,5,11,1,1,6,8,0,1,7,1,63,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,435,9,444,679
2,5,COAHUILA,9,TORREON,35,TORREON,1253,2,179,224,10,9,9,0,7,9,3,1,6,4,0,57,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,519,16,535,845
2,5,COAHUILA,9,TORREON,35,TORREON,1254,2,237,224,9,10,15,3,5,8,3,3,4,4,0,75,5,1,0,0,0,0,0,0,0,0,0,0,,,,0,606,12,618,1025
2,5,COAHUILA,9,TORREON,35,TORREON,1255,1,140,119,5,6,9,0,5,13,0,0,2,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,341,7,348,598
2,5,COAHUILA,9,TORREON,35,TORREON,1256,1,126,107,6,5,11,0,2,11,2,0,1,0,1,48,2,1,1,0,0,0,0,0,0,0,0,0,,,,0,324,5,329,573
2,5,COAHUILA,9,TORREON,35,TORREON,1257,2,219,304,10,9,15,1,5,7,3,2,2,1,3,75,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,658,11,669,1138
2,5,COAHUILA,9,TORREON,35,TORREON,1258,3,322,400,18,12,17,11,15,25,2,4,1,7,1,163,5,1,2,0,0,0,0,0,0,0,0,0,,,,3,1006,19,1028,2061
2,5,COAHUILA,9,TORREON,35,TORREON,1259,2,272,211,14,11,17,2,10,12,5,2,2,0,0,91,1,1,0,0,0,0,0,0,0,0,0,0,,,,1,651,12,664,1082
2,5,COAHUILA,9,TORREON,35,TORREON,1261,2,306,361,22,13,20,1,4,10,3,1,13,1,2,96,3,2,1,0,0,0,0,0,0,0,0,0,,,,0,859,16,875,1539
2,5,COAHUILA,9,TORREON,35,TORREON,1262,1,96,245,6,6,12,0,0,3,1,0,2,2,1,37,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,413,7,420,690
2,5,COAHUILA,9,TORREON,35,TORREON,1263,1,156,250,11,5,11,0,2,2,1,0,2,1,2,42,0,1,0,0,0,0,1,0,0,0,0,0,,,,1,487,7,495,750
2,5,COAHUILA,9,TORREON,35,TORREON,1264,2,247,315,8,12,10,0,12,10,1,1,3,2,2,76,4,5,0,0,0,0,0,0,0,0,0,0,,,,0,708,9,717,1154
2,5,COAHUILA,9,TORREON,35,TORREON,1265,1,140,173,8,8,8,0,4,3,4,4,3,1,2,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,403,5,408,681
2,5,COAHUILA,9,TORREON,35,TORREON,1266,2,255,414,17,18,32,0,3,13,5,6,5,6,2,111,4,1,0,0,0,0,0,0,0,0,0,0,,,,0,892,14,906,1565
2,5,COAHUILA,9,TORREON,35,TORREON,1267,2,197,305,7,15,19,1,1,8,5,2,2,5,6,79,11,0,1,0,0,0,0,0,0,0,0,0,,,,0,664,14,678,1127
2,5,COAHUILA,9,TORREON,35,TORREON,1268,1,120,76,9,4,3,0,7,6,4,2,0,0,0,47,0,0,1,0,1,0,0,0,0,0,0,0,,,,0,280,9,289,582
2,5,COAHUILA,9,TORREON,35,TORREON,1269,1,120,223,10,1,18,0,1,6,2,0,0,2,0,39,1,4,0,0,0,0,0,0,0,0,0,0,,,,0,427,9,436,729
2,5,COAHUILA,9,TORREON,35,TORREON,1270,2,116,238,15,7,15,2,5,7,1,1,6,0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,456,9,465,892
2,5,COAHUILA,9,TORREON,35,TORREON,1271,2,216,282,37,15,22,0,3,5,2,2,2,1,0,62,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,651,17,668,1192
2,5,COAHUILA,9,TORREON,35,TORREON,1272,2,138,303,10,7,8,0,4,3,2,0,1,1,1,28,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,509,11,520,945
2,5,COAHUILA,9,TORREON,35,TORREON,1273,2,161,190,22,11,10,1,3,3,5,4,1,2,2,48,2,0,0,0,0,0,1,0,0,0,0,0,,,,0,466,9,475,859
2,5,COAHUILA,9,TORREON,35,TORREON,1274,2,161,260,6,6,11,2,2,6,2,0,7,0,0,47,1,0,0,0,0,0,0,1,0,0,0,0,,,,0,512,8,520,834
2,5,COAHUILA,9,TORREON,35,TORREON,1275,2,223,187,10,9,38,1,2,2,1,3,4,1,0,54,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,536,14,550,965
2,5,COAHUILA,9,TORREON,35,TORREON,1276,2,141,338,9,20,21,2,5,7,4,1,6,2,2,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,614,11,625,1212
2,5,COAHUILA,9,TORREON,35,TORREON,1277,2,90,375,14,14,15,1,5,2,1,0,5,0,1,45,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,570,15,585,1055
2,5,COAHUILA,9,TORREON,35,TORREON,1278,1,102,269,6,8,6,0,5,5,1,2,0,7,0,19,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,431,8,439,783
2,5,COAHUILA,9,TORREON,35,TORREON,1279,1,83,194,11,0,7,2,0,4,1,2,2,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,332,7,339,606
2,5,COAHUILA,9,TORREON,35,TORREON,1280,1,64,137,4,5,6,0,2,1,1,0,4,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,256,4,260,484
2,5,COAHUILA,9,TORREON,35,TORREON,1281,1,55,159,8,7,3,1,3,2,0,0,1,1,1,14,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,256,4,260,412
2,5,COAHUILA,9,TORREON,35,TORREON,1282,1,118,108,4,4,11,1,2,4,2,2,1,1,0,37,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,296,8,304,530
2,5,COAHUILA,9,TORREON,35,TORREON,1283,2,176,256,4,14,9,0,0,5,0,0,1,2,1,60,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,531,11,542,979
2,5,COAHUILA,9,TORREON,35,TORREON,1284,1,58,155,2,1,5,0,3,1,1,0,1,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,246,6,252,441
2,5,COAHUILA,9,TORREON,35,TORREON,1285,1,100,251,7,9,11,0,4,3,0,3,1,5,2,40,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,438,12,450,721
2,5,COAHUILA,9,TORREON,35,TORREON,1286,1,86,160,5,6,6,0,3,1,1,0,1,1,1,29,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,302,4,306,490
2,5,COAHUILA,9,TORREON,35,TORREON,1287,2,155,238,9,8,9,0,3,8,0,0,1,9,1,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,480,9,489,865
2,5,COAHUILA,9,TORREON,35,TORREON,1288,1,40,129,5,5,2,0,0,0,2,1,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,197,3,200,311
2,5,COAHUILA,9,TORREON,35,TORREON,1289,1,50,153,2,3,4,0,1,0,0,0,0,2,0,13,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,229,5,234,387
2,5,COAHUILA,9,TORREON,35,TORREON,1290,1,60,166,6,4,3,0,1,0,1,3,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,264,7,271,436
2,5,COAHUILA,9,TORREON,35,TORREON,1291,1,106,286,6,6,9,0,1,1,1,0,6,1,0,29,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,453,7,460,710
2,5,COAHUILA,9,TORREON,35,TORREON,1292,1,72,237,3,3,6,0,3,2,0,3,3,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,359,11,371,563
2,5,COAHUILA,9,TORREON,35,TORREON,1293,1,74,162,7,8,5,0,3,1,3,2,2,1,0,30,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,299,6,305,497
2,5,COAHUILA,9,TORREON,35,TORREON,1294,1,90,330,8,5,6,1,1,2,2,0,1,2,0,28,5,0,0,0,0,0,0,0,0,0,0,0,,,,0,481,14,495,759
2,5,COAHUILA,9,TORREON,35,TORREON,1295,1,52,282,4,5,8,0,3,4,3,0,1,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,384,5,389,612
2,5,COAHUILA,9,TORREON,35,TORREON,1296,1,72,196,7,2,8,0,3,4,3,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,310,5,315,592
2,5,COAHUILA,9,TORREON,35,TORREON,1297,1,58,206,4,4,3,0,1,3,0,1,1,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,308,4,312,515
2,5,COAHUILA,9,TORREON,35,TORREON,1298,1,90,219,6,8,9,0,1,7,2,0,2,2,1,49,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,396,10,407,685
2,5,COAHUILA,9,TORREON,35,TORREON,1299,1,76,196,1,5,14,0,0,5,0,0,0,1,0,28,2,2,0,0,1,0,0,0,0,0,0,0,,,,0,331,10,341,617
2,5,COAHUILA,9,TORREON,35,TORREON,1300,1,106,255,4,5,20,0,1,2,1,0,3,2,0,43,2,0,0,0,0,0,0,0,0,0,0,0,,,,0,444,8,452,732
2,5,COAHUILA,9,TORREON,35,TORREON,1301,1,103,183,9,4,4,0,4,9,0,0,0,5,0,35,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,357,7,364,618
2,5,COAHUILA,9,TORREON,35,TORREON,1302,1,109,177,6,9,8,0,3,7,2,0,0,0,0,32,3,1,0,0,0,0,0,0,0,0,0,0,,,,0,357,7,364,665
2,5,COAHUILA,9,TORREON,35,TORREON,1303,1,72,199,6,3,7,1,2,6,1,0,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,,,,0,311,6,317,544
2,5,COAHUILA,9,TORREON,35,TORREON,1304,1,78,161,9,5,5,2,0,3,5,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,291,9,300,507
2,5,COAHUILA,9,TORREON,35,TORREON,1305,1,37,158,5,4,6,0,0,3,2,3,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,230,4,234,415
2,5,COAHUILA,9,TORREON,35,TORREON,1306,1,91,220,7,4,5,0,4,2,1,1,1,1,0,26,3,1,1,0,0,0,1,0,0,0,0,0,,,,0,369,13,382,696
2,5,COAHUILA,9,TORREON,35,TORREON,1307,1,83,281,5,5,10,2,1,2,1,0,2,2,0,33,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,428,8,436,702
2,5,COAHUILA,9,TORREON,35,TORREON,1308,1,98,234,9,8,3,1,4,4,2,7,2,3,0,26,2,1,0,0,0,0,0,0,0,0,0,0,,,,1,404,8,413,676
2,5,COAHUILA,9,TORREON,35,TORREON,1309,2,149,565,7,8,14,0,3,3,3,0,0,5,0,41,2,0,0,0,0,0,1,0,0,0,0,0,,,,0,801,16,817,1333
2,5,COAHUILA,9,TORREON,35,TORREON,1325,2,186,249,8,16,24,0,8,11,4,6,5,0,1,72,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,591,10,601,1067
2,5,COAHUILA,9,TORREON,35,TORREON,1326,2,225,254,15,9,14,2,12,16,0,2,7,1,2,75,5,0,0,0,0,0,0,0,0,0,0,0,,,,0,639,10,649,1154
2,5,COAHUILA,9,TORREON,35,TORREON,1327,2,154,298,13,17,15,1,15,7,4,1,8,2,1,76,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,615,19,634,1175
2,5,COAHUILA,9,TORREON,35,TORREON,1328,2,221,177,14,12,25,2,5,9,5,0,5,9,4,87,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,579,19,598,1059
2,5,COAHUILA,9,TORREON,35,TORREON,1329,2,164,438,7,31,39,2,11,9,7,0,14,3,2,61,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,789,20,810,1382
2,5,COAHUILA,9,TORREON,35,TORREON,1330,2,200,278,22,11,16,0,10,10,5,1,3,2,1,77,3,0,0,0,0,0,1,0,0,0,0,0,,,,1,640,13,654,1079
2,5,COAHUILA,9,TORREON,35,TORREON,1331,2,235,207,11,10,21,2,3,9,5,3,4,15,0,56,2,1,0,0,0,0,0,0,0,0,0,0,,,,0,584,12,596,1018
2,5,COAHUILA,9,TORREON,35,TORREON,1332,2,271,245,16,19,25,0,14,9,10,2,5,19,0,108,2,2,1,0,0,0,0,0,0,0,0,0,,,,0,748,17,765,1243
2,5,COAHUILA,9,TORREON,35,TORREON,1333,2,239,157,20,6,10,0,3,11,3,0,7,6,1,77,4,1,1,0,0,0,1,0,0,0,0,0,,,,1,547,16,564,925
2,5,COAHUILA,9,TORREON,35,TORREON,1334,1,189,118,18,14,4,0,8,7,4,0,4,2,1,56,3,1,0,0,0,0,0,0,0,0,0,0,,,,0,429,14,443,749
2,5,COAHUILA,9,TORREON,35,TORREON,1335,1,114,91,3,8,6,0,12,3,2,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,,,,0,271,8,279,514
2,5,COAHUILA,9,TORREON,35,TORREON,1336,2,210,273,14,13,25,3,12,9,5,3,2,5,2,79,4,0,0,0,0,0,0,0,0,0,0,0,,,,1,659,17,677,1170
2,5,COAHUILA,9,TORREON,35,TORREON,1337,2,180,173,14,15,29,1,8,9,5,1,8,10,2,57,6,0,0,0,0,0,0,0,0,0,0,0,,,,0,518,24,542,944
2,5,COAHUILA,9,TORREON,35,TORREON,1338,2,216,237,19,21,28,0,9,12,7,1,8,4,5,80,3,0,0,0,0,0,0,0,0,0,0,0,,,,0,650,15,665,1179
2,5,COAHUILA,9,TORREON,35,TORREON,1339,2,265,205,21,16,25,0,5,11,3,4,5,5,2,80,3,1,1,0,0,0,0,1,0,0,0,0,,,,1,653,18,672,1101
2,5,COAHUILA,9,TORREON,35,TORREON,1340,2,210,279,13,11,14,1,8,13,5,1,2,3,1,75,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,637,19,657,1111
2,5,COAHUILA,9,TORREON,35,TORREON,1341,2,185,173,14,19,49,0,7,10,4,0,11,29,0,84,5,1,0,0,0,0,0,0,0,0,0,0,,,,0,591,20,611,1091
2,5,COAHUILA,9,TORREON,35,TORREON,1342,2,172,288,12,15,23,0,9,6,3,1,5,7,0,65,5,0,0,0,0,0,0,0,0,0,0,0,,,,0,611,24,635,1188
2,5,COAHUILA,9,TORREON,35,TORREON,1343,2,239,409,26,15,29,3,4,8,4,2,8,6,0,76,3,0,0,0,0,0,1,0,0,0,0,0,,,,0,833,13,846,1550
2,5,COAHUILA,9,TORREON,35,TORREON,1344,2,108,300,11,20,10,0,5,3,5,3,3,2,2,49,2,1,1,0,0,0,0,0,0,0,0,0,,,,0,525,16,541,961
