ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,PAN_PRD,PRI_PVEM,C_COMUN_PRI_ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
20,OAXACA,408,SANTA MARIA COYOTEPEC,1,3,122,283,126,22,65,12,28,33,14,180,,18,13,8,,,,,,,2,924,49,975,2039,0.4782
20,OAXACA,421,SANTA MARIA LACHIXIO,1,2,35,97,241,11,29,71,4,5,3,94,,1,8,0,,,,,,,0,599,43,642,1081,0.5939
20,OAXACA,430,SANTA MARIA SOLA,1,2,81,66,311,8,46,4,8,4,2,24,,2,27,3,,,,,,,0,586,42,628,1114,0.5637
20,OAXACA,453,SANTIAGO APOSTOL,3,6,325,322,281,16,106,25,16,30,19,168,,11,26,8,,,,,,,0,1353,99,1452,3306,0.4392
20,OAXACA,526,SANTO TOMAS JALIEZA,3,5,195,305,493,12,140,61,11,25,75,133,,11,43,2,,,,,,,0,1506,40,1546,2426,0.6373
20,OAXACA,555,TRINIDAD ZAACHILA,2,4,27,346,516,13,21,7,13,45,57,402,,11,13,4,,,,,,,1,1475,97,1573,2274,0.6917
20,OAXACA,570,ZIMATLAN DE ALVAREZ,13,26,1311,1980,1074,548,741,1514,225,367,120,1554,,100,122,27,,,,,,,9,9683,596,10288,14752,0.6974
20,OAXACA,50,MAGDALENA TEITIPAC,2,4,73,143,36,18,41,1,8,10,7,131,,4,13,10,,,,,,,0,495,49,544,2736,0.1988
20,OAXACA,64,NEJAPA DE MADERO,8,11,932,547,298,43,182,11,7,25,25,317,,4,53,13,,,,,,,1,2457,80,2538,5397,0.4703
20,OAXACA,75,ROJAS DE CUAUHTEMOC,1,2,74,104,69,19,39,6,8,12,7,74,,16,8,2,,,,,,,1,438,19,458,897,0.5106
20,OAXACA,109,SAN BALTAZAR CHICHICAPAM,2,4,31,476,910,12,23,13,15,9,8,263,,4,9,8,,,,,,,0,1781,71,1852,2285,0.8105
20,OAXACA,114,SAN BARTOLO YAUTEPEC,1,1,196,62,20,3,2,0,1,1,0,27,,0,10,2,,,,,,,0,324,8,332,510,0.6510
20,OAXACA,117,SAN BARTOLOME QUIALANA,1,3,189,196,49,28,25,8,2,8,2,25,,9,14,3,,,,,,,0,558,41,599,2167,0.2764
20,OAXACA,122,SAN CARLOS YAUTEPEC,10,18,1347,975,548,59,95,9,6,42,14,243,,3,86,20,,,,,,,0,3447,127,3574,6760,0.5287
20,OAXACA,128,SAN DIONISIO OCOTEPEC,5,13,320,490,283,81,464,18,13,30,17,337,,7,10,8,,,,,,,7,2078,110,2195,7654,0.2868
20,OAXACA,143,SAN FRANCISCO LOGUECHE,2,3,74,141,23,20,45,2,5,14,9,138,,2,0,4,,,,,,,0,477,147,624,1658,0.3764
20,OAXACA,159,SAN JERONIMO TAVICHE,1,2,44,231,42,17,14,5,3,5,4,96,,2,7,4,,,,,,,0,474,26,500,1151,0.4344
20,OAXACA,161,SAN JERONIMO TLACOCHAHUAYA,4,8,273,583,161,47,85,18,29,29,19,366,,41,12,20,,,,,,,1,1683,84,1768,4040,0.4376
20,OAXACA,168,SAN JOSE LACHIGUIRI,3,5,150,426,79,49,66,26,25,45,36,331,,12,4,2,,,,,,,0,1251,95,1346,2819,0.4775
20,OAXACA,195,SAN JUAN DEL RIO,1,2,34,219,24,40,18,0,2,6,7,26,,0,2,7,,,,,,,0,385,17,402,1042,0.3858
20,OAXACA,198,SAN JUAN GUELAVIA,2,4,115,313,49,25,70,3,18,13,5,149,,33,3,3,,,,,,,0,799,32,831,2376,0.3497
20,OAXACA,204,SAN JUAN LACHIGALLA,4,4,308,336,38,26,455,7,8,13,10,54,,1,2,3,,,,,,,0,1261,59,1320,2192,0.6022
20,OAXACA,205,SAN JUAN LAJARCIA,1,1,56,153,29,1,4,1,0,1,15,34,,1,3,0,,,,,,,0,298,3,301,539,0.5584
20,OAXACA,219,SAN JUAN TEITIPAC,2,4,144,275,74,33,56,9,14,19,10,81,,4,17,21,,,,,,,0,757,67,824,1992,0.4137
20,OAXACA,226,SAN LORENZO ALBARRADAS,2,4,114,311,36,24,147,5,3,20,139,55,,18,1,3,,,,,,,0,876,44,920,2037,0.4516
20,OAXACA,233,SAN LUCAS QUIAVINI,1,2,94,167,18,12,213,2,3,5,4,23,,2,2,1,,,,,,,0,546,17,563,1455,0.3869
20,OAXACA,235,SAN LUIS AMATLAN,4,6,171,610,62,53,60,10,119,38,12,135,,6,2,12,,,,,,,0,1290,84,1374,2682,0.5123
20,OAXACA,282,SAN MIGUEL TILQUIAPAM,2,4,167,122,152,18,54,2,16,37,15,234,,3,11,6,,,,,,,0,837,99,936,2231,0.4195
20,OAXACA,296,SAN PABLO VILLA DE MITLA,8,16,1401,2003,203,528,412,34,43,83,125,495,,48,51,217,,,,,,,2,5643,286,5931,8798,0.6741
20,OAXACA,314,SAN PEDRO MARTIR QUIECHAPA,1,1,43,80,25,7,19,2,16,2,2,37,,1,7,0,,,,,,,1,241,7,249,541,0.4603
20,OAXACA,323,SAN PEDRO QUIATONI,6,13,560,1678,271,146,242,32,33,70,25,408,,5,23,31,,,,,,,0,3524,212,3736,6909,0.5407
20,OAXACA,326,SAN PEDRO TAVICHE,1,2,31,168,48,7,173,3,1,5,3,11,,1,2,2,,,,,,,0,455,21,476,789,0.6033
20,OAXACA,331,SAN PEDRO TOTOLAPAM,3,4,243,176,94,25,121,11,8,13,8,120,,7,7,6,,,,,,,0,839,29,868,2263,0.3836
20,OAXACA,340,SAN SEBASTIAN ABASOLO,1,2,115,169,45,13,40,4,33,10,1,92,,0,8,0,,,,,,,0,530,14,544,1492,0.3646
20,OAXACA,346,SAN SEBASTIAN TEITIPAC,1,3,215,215,36,16,46,5,5,22,2,101,,5,5,7,,,,,,,0,680,35,715,1631,0.4384
20,OAXACA,356,SANTA ANA DEL VALLE,2,3,90,135,71,17,96,12,10,27,24,58,,4,7,6,,,,,,,1,557,29,587,1699,0.3455
20,OAXACA,357,SANTA ANA TAVELA,1,1,119,142,24,3,4,6,0,1,3,19,,0,15,4,,,,,,,0,340,23,363,641,0.5663
20,OAXACA,368,SANTA CATARINA MINAS,2,2,120,147,138,20,47,6,8,18,7,175,,6,10,3,,,,,,,0,705,47,752,1381,0.5445
20,OAXACA,381,SANTA CRUZ PAPALUTLA,1,2,65,192,74,13,41,3,5,7,7,236,,6,14,8,,,,,,,0,671,32,703,1481,0.4747
20,OAXACA,410,SANTA MARIA DEL TULE,5,13,432,848,278,85,339,47,73,58,23,921,,92,106,125,,,,,,,1,3427,154,3582,6512,0.5501
20,OAXACA,412,SANTA MARIA GUELACE,1,1,33,77,37,9,17,2,16,7,4,49,,9,5,5,,,,,,,0,270,19,289,570,0.5070
20,OAXACA,429,SANTA MARIA QUIEGOLANI,1,2,292,171,65,12,17,2,4,3,0,62,,1,13,10,,,,,,,0,652,15,667,1199,0.5563
20,OAXACA,450,SANTA MARIA ZOQUITLAN,4,6,160,393,152,44,152,10,8,20,3,87,,6,19,15,,,,,,,0,1069,54,1123,2627,0.4275
20,OAXACA,476,SANTIAGO MATATLAN,5,12,638,748,331,102,326,25,54,91,23,422,,17,35,18,,,,,,,6,2830,189,3025,7246,0.4175
20,OAXACA,505,SANTO DOMINGO ALBARRADAS,1,1,19,88,43,13,13,1,2,17,6,70,,0,4,5,,,,,,,0,281,11,292,576,0.5069
20,OAXACA,550,TLACOLULA DE MATAMOROS,10,30,1902,1978,1156,270,338,790,119,469,107,1562,,100,151,81,,,,,,,8,9023,452,9483,17259,0.5495
20,OAXACA,561,VILLA DIAZ ORDAZ,5,10,335,513,169,84,249,27,24,77,34,335,,14,17,12,,,,,,,0,1890,115,2005,4679,0.4285
20,OAXACA,563,YAXE,2,4,184,300,68,18,56,1,1,11,5,86,,2,4,7,,,,,,,1,743,59,803,1791,0.4484
20,OAXACA,9,ASUNCION TLACOLULITA,2,2,8,142,61,1,51,0,1,0,7,60,,38,1,1,,,,,,,0,371,10,381,631,0.6038
20,OAXACA,35,GUEVEA DE HUMBOLDT,4,7,37,1132,113,20,29,1,5,13,10,502,,56,3,10,,,,,,,0,1931,69,2000,3788,0.5280
20,OAXACA,51,MAGDALENA TEQUISISTLAN,6,10,373,746,319,29,187,206,326,22,50,1265,,442,6,12,,,,,,,0,3983,158,4141,5274,0.7852
20,OAXACA,52,MAGDALENA TLACOTEPEC,1,2,10,70,56,11,131,144,2,2,1,351,,10,0,0,,,,,,,0,788,80,868,1016,0.8543
20,OAXACA,280,SAN MIGUEL TENANGO,1,1,6,139,48,7,9,5,10,4,5,12,,16,5,3,,,,,,,0,269,12,281,609,0.4614
20,OAXACA,305,SAN PEDRO HUAMELULA,7,14,253,945,974,16,124,10,94,34,58,836,,1243,9,5,,,,,,,0,4601,217,4818,7072,0.6813
20,OAXACA,411,SANTA MARIA ECATEPEC,4,5,154,210,173,71,47,3,2,15,25,203,,47,11,4,,,,,,,0,965,42,1007,2206,0.4565
20,OAXACA,413,SANTA MARIA GUIENAGATI,2,4,5,393,68,14,9,2,5,5,11,138,,160,2,9,,,,,,,0,821,42,863,2050,0.4210
20,OAXACA,419,SANTA MARIA JALAPA DEL MARQUES,7,16,177,1649,566,103,162,17,79,39,42,2912,,309,12,15,,,,,,,23,6082,216,6321,9018,0.7009
20,OAXACA,422,SANTA MARIA MIXTEQUILLA,3,6,33,432,76,66,1039,7,38,11,30,630,,7,1,11,,,,,,,0,2381,92,2473,3423,0.7225
20,OAXACA,441,SANTA MARIA TOTOLAPILLA,1,1,17,157,43,1,100,1,1,4,6,66,,54,3,0,,,,,,,0,453,16,469,729,0.6433
20,OAXACA,454,SANTIAGO ASTATA,4,7,82,606,136,18,65,3,4,22,13,474,,8,7,11,,,,,,,0,1449,36,1485,2838,0.5233
20,OAXACA,471,SANTIAGO LACHIGUIRI,5,8,37,762,457,12,77,2,2,14,8,258,,11,11,5,,,,,,,2,1656,68,1726,3542,0.4873
20,OAXACA,473,SANTIAGO LAOLLAGA,3,5,9,567,106,48,208,21,5,252,13,551,,25,0,20,,,,,,,0,1825,67,1892,2657,0.7121
20,OAXACA,507,SANTO DOMINGO CHIHUITAN,1,2,4,393,20,6,368,2,1,4,6,177,,0,0,5,,,,,,,0,986,28,1014,1248,0.8125
20,OAXACA,513,SANTO DOMINGO PETAPA,9,13,16,1595,422,18,52,8,4,1014,39,1168,,46,4,5,,,,,,,2,4391,86,4479,6059,0.7392
20,OAXACA,515,SANTO DOMINGO TEHUANTEPEC,30,84,927,7759,5654,587,3958,328,1253,230,578,6343,,236,229,115,,,,,,,16,28197,1170,29383,46588,0.6307
20,OAXACA,6,ASUNCION IXTALTEPEC,14,25,269,2976,3100,110,43,16,30,309,7,533,,11,116,47,,,,,,,3,7567,233,7803,11756,0.6637
20,OAXACA,41,CIUDAD IXTEPEC,17,37,850,2491,2635,177,1447,55,280,147,62,4228,,83,98,85,,,,,,,6,12638,569,13213,19987,0.6611
20,OAXACA,76,SALINA CRUZ,41,105,5585,6933,4179,354,2747,306,1035,1521,153,5913,,309,448,123,,,,,,,10,29606,1251,30867,61755,0.4998
20,OAXACA,121,SAN BLAS ATEMPA,6,22,91,3575,4892,114,83,35,29,37,51,1275,,17,61,45,,,,,,,1,10305,210,10516,13539,0.7767
20,OAXACA,303,SAN PEDRO COMITANCILLO,2,5,49,676,997,10,64,51,35,6,6,711,,3,19,8,,,,,,,2,2635,90,2727,3373,0.8085
20,OAXACA,306,SAN PEDRO HUILOTEPEC,1,3,51,496,260,12,158,4,252,54,1,313,,18,5,6,,,,,,,0,1630,41,1671,2213,0.7551
20,OAXACA,442,SANTA MARIA XADANI,4,10,690,583,158,692,13,2,42,0,14,534,,129,6,6,,,,,,,0,2869,111,2980,5705,0.5223
20,OAXACA,30,EL ESPINAL,7,14,77,1217,543,66,386,28,485,50,29,1989,,21,13,28,,,,,,,2,4932,245,5179,6596,0.7852
20,OAXACA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,48,115,1202,10149,9511,807,2425,693,493,618,589,9181,,447,225,178,,,,,,,18,36518,2681,39217,66299,0.5915
20,OAXACA,127,SAN DIONISIO DEL MAR,3,7,73,1140,644,96,39,2,3,7,59,105,,2,8,16,,,,,,,0,2194,32,2226,3812,0.5839
20,OAXACA,138,SAN FRANCISCO DEL MAR,5,11,25,2028,244,26,25,7,1343,5,7,398,,1,0,3,,,,,,,0,4112,31,4143,5244,0.7900
20,OAXACA,140,SAN FRANCISCO IXHUATAN,8,14,755,1572,921,306,132,4,3,19,18,1132,,7,72,11,,,,,,,1,4952,133,5086,6929,0.7340
20,OAXACA,247,SAN MATEO DEL MAR,5,15,361,2083,1130,103,219,16,43,58,25,702,,15,60,30,,,,,,,19,4845,305,5169,9110,0.5674
20,OAXACA,557,UNION HIDALGO,11,19,176,1830,1211,115,1944,18,16,72,35,1850,,136,74,56,,,,,,,5,7533,319,7857,10499,0.7484
20,OAXACA,18,COATECAS ALTAS,4,6,147,639,221,33,467,17,24,31,93,251,,14,3,7,,,,,,,0,1947,138,2085,4040,0.5161
20,OAXACA,20,LA COMPAÑIA,4,6,86,582,56,50,147,6,438,11,9,55,,10,8,14,,,,,,,0,1472,64,1536,2676,0.5740
20,OAXACA,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,18,30,3418,2986,218,133,777,205,211,146,458,1353,,99,113,40,,,,,,,2,10157,626,10785,16162,0.6673
20,OAXACA,48,MAGDALENA OCOTLAN,1,2,7,180,229,4,32,12,1,6,53,121,,1,5,1,,,,,,,0,652,36,628,824,0.7621
20,OAXACA,68,LA PE,1,3,36,405,75,8,206,6,128,9,27,45,,2,8,3,,,,,,,0,958,29,987,1592,0.6200
20,OAXACA,77,SAN AGUSTIN AMATENGO,2,2,197,350,84,8,58,5,2,15,45,138,,2,7,6,,,,,,,0,917,53,970,1301,0.7456
20,OAXACA,134,SAN FRANCISCO CAHUACUA,3,5,99,166,252,24,73,9,92,20,10,357,,3,19,1,,,,,,,0,1125,53,1178,2071,0.5688
20,OAXACA,146,SAN FRANCISCO SOLA,1,2,50,161,46,12,77,1,2,10,9,87,,3,7,6,,,,,,,0,471,33,504,1121,0.4496
20,OAXACA,150,SAN GABRIEL MIXTEPEC,3,6,57,750,91,28,122,5,43,18,12,793,,4,7,23,,,,,,,0,1953,58,2011,3222,0.6241
20,OAXACA,152,SAN ILDEFONSO SOLA,1,1,12,91,74,13,41,3,2,3,1,24,,4,1,1,,,,,,,0,270,26,296,515,0.5748
20,OAXACA,155,SAN JACINTO TLACOTEPEC,1,3,104,148,202,12,14,3,6,17,10,115,,1,9,2,,,,,,,28,643,58,729,1601,0.4553
20,OAXACA,156,SAN JERONIMO COATLAN,3,7,285,608,184,42,40,6,179,22,13,319,,4,10,5,,,,,,,1,1717,44,1762,3080,0.5721
20,OAXACA,169,SAN JOSE DEL PROGRESO,4,8,353,894,368,53,88,21,26,41,32,507,,10,22,23,,,,,,,6,2438,88,2532,4652,0.5443
20,OAXACA,229,SAN LORENZO TEXMELUCAN,2,7,141,523,295,37,98,8,9,46,42,623,,6,10,7,,,,,,,4,1845,99,1948,4073,0.4783
20,OAXACA,238,SAN MARTIN DE LOS CANSECOS,1,1,0,0,0,0,42,5,1,2,21,59,,3,74,166,,,,,,,0,373,23,396,626,0.6326
20,OAXACA,267,SAN MIGUEL EJUTLA,1,1,47,211,12,4,52,8,7,5,19,41,,1,2,4,,,,,,,1,413,13,427,729,0.5857
20,OAXACA,287,SAN NICOLAS,1,2,242,93,17,6,8,2,2,3,2,30,,2,4,6,,,,,,,0,417,15,432,902,0.4789
20,OAXACA,312,SAN PEDRO JUCHATENGO,1,2,23,348,45,12,7,3,164,3,3,81,,0,4,10,,,,,,,0,703,33,736,1206,0.6103
20,OAXACA,341,SAN SEBASTIAN COATLAN,2,4,61,784,5,41,66,0,2,8,2,50,,3,1,37,,,,,,,1,1060,32,1093,1892,0.5777
20,OAXACA,348,SAN SIMON ALMOLONGAS,2,4,144,227,21,20,45,9,32,20,11,241,,5,8,8,,,,,,,0,791,52,843,2274,0.3707
20,OAXACA,350,SAN VICENTE COATLAN,2,5,76,512,89,27,117,6,30,10,4,39,,3,4,6,,,,,,,3,923,101,1027,2753,0.3730
20,OAXACA,387,SANTA CRUZ ZENZONTEPEC,8,20,208,1156,1213,188,262,25,50,74,54,1176,,25,32,17,,,,,,,2,4480,466,4948,10719,0.4616
20,OAXACA,449,SANTA MARIA ZANIZA,1,2,21,226,71,10,8,1,24,3,8,257,,2,1,7,,,,,,,0,639,42,681,1135,0.6000
20,OAXACA,451,SANTIAGO AMOLTEPEC,5,11,43,701,195,72,55,8,828,44,41,787,,11,3,7,,,,,,,1,2795,218,3014,6500,0.4637
20,OAXACA,478,SANTIAGO MINAS,1,2,54,63,41,17,410,0,3,8,6,29,,0,2,0,,,,,,,0,633,19,652,1059,0.6157
20,OAXACA,492,SANTIAGO TEXTITLAN,2,4,67,422,248,20,42,3,5,9,5,519,,4,13,7,,,,,,,11,1364,43,1418,2414,0.5874
20,OAXACA,516,SANTO DOMINGO TEOJOMULCO,2,5,166,251,244,19,94,3,6,16,24,445,,4,24,5,,,,,,,0,1301,80,1381,3003,0.4599
20,OAXACA,536,VILLA SOLA DE VEGA,10,18,649,970,231,95,1287,32,139,737,69,828,,7,18,11,,,,,,,0,5073,382,5455,8736,0.6244
20,OAXACA,538,TANICHE,1,1,22,113,6,7,64,1,38,0,21,24,,4,0,4,,,,,,,0,304,19,323,643,0.5023
20,OAXACA,564,YOGANA,1,2,76,240,18,15,39,3,3,8,5,28,,2,2,6,,,,,,,0,445,53,498,1105,0.4507
20,OAXACA,567,SAN MATEO YUCUTINDOO,2,4,46,304,172,29,36,3,4,21,11,236,,6,5,5,,,,,,,0,878,53,931,1931,0.4821
20,OAXACA,56,MARTIRES DE TACUBAYA,1,2,13,44,34,0,68,36,34,2,0,49,,2,0,1,,,,,,,0,283,7,290,1067,0.2718
20,OAXACA,69,PINOTEPA DE DON LUIS,5,9,22,1239,1628,10,29,2,2,8,7,418,,5,12,22,,,,,,,0,3404,64,3468,4512,0.7686
20,OAXACA,79,SAN AGUSTIN CHAYUCO,3,6,24,502,828,32,25,5,6,13,14,263,,4,20,13,,,,,,,1,1749,68,1818,2963,0.6136
20,OAXACA,87,SAN ANDRES HUAXPALTEPEC,3,6,85,675,673,15,202,27,617,25,10,579,,10,17,7,,,,,,,1,2942,81,3024,4328,0.6987
20,OAXACA,108,SAN ANTONIO TEPETLAPA,2,5,19,115,205,7,42,4,4,13,9,285,,3,3,1,,,,,,,0,710,59,769,2713,0.2835
20,OAXACA,166,SAN JOSE ESTANCIA GRANDE,1,1,7,211,22,4,148,2,1,4,12,144,,0,0,4,,,,,,,0,559,22,581,741,0.7841
20,OAXACA,178,SAN JUAN BAUTISTA LO DE SOTO,2,5,194,435,189,9,226,230,25,6,3,107,,2,38,4,,,,,,,0,1468,44,1512,1996,0.7575
20,OAXACA,184,SAN JUAN CACAHUATEPEC,7,12,31,1154,1098,43,101,697,448,26,85,556,,5,16,13,,,,,,,0,4273,132,4405,6391,0.6893
20,OAXACA,190,SAN JUAN COLORADO,5,13,21,2066,1935,42,25,2,298,9,7,255,,3,13,12,,,,,,,1,4688,132,4821,6289,0.7666
20,OAXACA,225,SAN LORENZO,3,6,820,337,137,21,20,30,191,726,11,638,,8,21,0,,,,,,,1,2960,83,3044,3829,0.7950
20,OAXACA,283,SAN MIGUEL TLACAMAMA,2,5,28,449,505,19,43,4,441,18,11,294,,6,12,15,,,,,,,0,1845,97,1942,2527,0.7685
20,OAXACA,300,SAN PEDRO ATOYAC,4,6,17,838,1152,10,8,2,3,7,13,96,,0,3,9,,,,,,,0,2158,50,2208,2852,0.7742
20,OAXACA,310,SAN PEDRO JICAYAN,7,13,53,1403,2163,41,85,8,100,30,55,1158,,37,22,33,,,,,,,0,5188,188,5376,7426,0.7239
20,OAXACA,342,SAN SEBASTIAN IXCAPA,4,7,18,788,995,20,29,7,12,12,31,298,,1,7,9,,,,,,,0,2227,38,2265,2980,0.7601
20,OAXACA,367,SANTA CATARINA MECHOACAN,2,4,10,709,394,17,12,3,9,8,9,175,,2,7,13,,,,,,,0,1368,65,1433,2709,0.5290
20,OAXACA,407,SANTA MARIA CORTIJO,1,2,9,158,28,2,351,29,99,5,11,22,,0,0,2,,,,,,,0,716,4,720,950,0.7579
20,OAXACA,415,SANTA MARIA HUAZOLOTITLAN,5,15,58,1901,2157,28,794,10,13,26,15,530,,6,27,43,,,,,,,0,5608,162,5770,7945,0.7262
20,OAXACA,467,SANTIAGO IXTAYUTLA,7,15,67,437,1752,37,118,13,31,42,68,970,,14,12,11,,,,,,,16,3572,208,3796,7788,0.4874
20,OAXACA,468,SANTIAGO JAMILTEPEC,13,24,163,4257,2199,76,203,35,39,63,44,2357,,38,50,53,,,,,,,2,9577,261,9840,13338,0.7377
20,OAXACA,475,SANTIAGO LLANO GRANDE,3,5,4,532,60,5,1115,0,2,1,4,140,,5,1,6,,,,,,,0,1875,30,1905,2731,0.6975
20,OAXACA,484,SANTIAGO PINOTEPA NACIONAL,24,64,591,6267,11395,150,952,128,101,226,157,1487,,44,325,132,,,,,,,9,21955,755,22719,36976,0.6144
20,OAXACA,487,SANTIAGO TAPEXTLA,2,5,13,567,147,4,564,2,3,10,16,151,,0,4,8,,,,,,,0,1489,75,1564,2190,0.7142
20,OAXACA,506,SANTO DOMINGO ARMENTA,2,4,64,484,783,1,146,1,2,1,11,51,,1,31,19,,,,,,,0,1595,41,1636,2274,0.7194
20,OAXACA,203,SAN JUAN LACHAO,2,5,60,436,61,25,43,8,25,19,74,608,,8,4,6,,,,,,,0,1377,75,1452,2945,0.4930
20,OAXACA,213,SAN JUAN QUIAHIJE,2,5,40,276,74,39,70,6,9,32,29,523,,8,5,5,,,,,,,0,1116,124,1240,2818,0.4400
20,OAXACA,271,SAN MIGUEL PANIXTLAHUACA,2,7,33,278,97,30,55,8,14,24,34,768,,12,5,7,,,,,,,0,1365,182,1547,3871,0.3996
20,OAXACA,316,SAN PEDRO MIXTEPEC,13,51,2281,6264,1685,538,1962,94,131,186,123,3883,,115,490,537,,,,,,,6,18289,679,18974,32893,0.5768
20,OAXACA,332,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,21,55,439,5360,1759,380,424,201,510,2112,162,6783,,77,116,170,,,,,,,29,18493,820,19342,32416,0.5967
20,OAXACA,364,SANTA CATARINA JUQUILA,7,22,632,2071,628,224,2219,183,29,63,63,1662,,13,31,76,,,,,,,2,7894,313,8209,10924,0.7515
20,OAXACA,434,SANTA MARIA TEMAXCALTEPEC,1,3,9,361,36,8,6,6,4,9,19,177,,3,1,9,,,,,,,0,648,43,691,1635,0.4226
20,OAXACA,490,SANTIAGO TETEPEC,3,8,514,584,51,22,847,4,6,18,6,331,,2,11,4,,,,,,,0,2400,106,2506,3284,0.7631
20,OAXACA,498,SANTIAGO YAITEPEC,1,4,33,640,208,72,81,5,98,13,21,409,,9,4,12,,,,,,,0,1605,61,1666,2619,0.6361
20,OAXACA,530,SANTOS REYES NOPALA,7,20,104,3053,440,90,204,15,32,66,121,2468,,38,19,62,,,,,,,2,6712,241,6955,11383,0.6110
20,OAXACA,542,TATALTEPEC DE VALDES,3,6,56,259,115,96,48,13,47,27,31,635,,15,19,9,,,,,,,7,1370,75,1452,3690,0.3935
20,OAXACA,14,CANDELARIA LOXICHA,6,11,160,1013,403,97,510,25,219,43,34,428,,12,24,36,,,,,,,1,3004,131,3136,6397,0.4902
20,OAXACA,59,MIAHUATLAN DE PORFIRIO DIAZ,22,54,3098,5381,320,319,755,139,896,253,275,4064,,94,95,92,,,,,,,4,15781,764,16549,31839,0.5198
20,OAXACA,61,MONJAS,2,4,144,305,20,29,176,10,12,17,8,91,,3,4,5,,,,,,,0,824,37,861,2174,0.3960
20,OAXACA,82,SAN AGUSTIN LOXICHA,13,30,2041,2655,917,219,342,33,126,135,76,882,,157,79,80,,,,,,,8,7742,303,8053,15433,0.5218
20,OAXACA,92,SAN ANDRES PAXTLAN,3,6,244,469,86,50,62,4,14,19,4,104,,3,6,19,,,,,,,0,1084,108,1192,2907,0.4100
20,OAXACA,110,SAN BALTAZAR LOXICHA,1,3,116,396,47,30,121,1,166,15,13,112,,8,3,14,,,,,,,1,1042,33,1076,2057,0.5231
20,OAXACA,123,SAN CRISTOBAL AMATLAN,4,6,346,344,141,31,125,7,68,29,30,337,,9,14,11,,,,,,,0,1492,122,1614,3272,0.4933
20,OAXACA,145,SAN FRANCISCO OZOLOTEPEC,2,3,105,185,84,18,67,8,22,18,11,144,,0,2,1,,,,,,,0,665,24,689,1322,0.5212
20,OAXACA,151,SAN ILDEFONSO AMATLAN,2,4,172,456,12,25,29,3,4,13,2,47,,2,2,10,,,,,,,5,777,56,838,1624,0.5160
20,OAXACA,165,SAN JOSE DEL PEÑASCO,2,3,27,478,6,13,11,1,27,5,2,22,,2,0,8,,,,,,,0,602,16,618,1421,0.4349
20,OAXACA,209,SAN JUAN MIXTEPEC,1,1,57,35,35,6,43,5,4,16,5,48,,2,4,2,,,,,,,0,262,9,271,518,0.5232
20,OAXACA,211,SAN JUAN OZOLOTEPEC,3,4,100,187,57,27,61,5,73,24,16,342,,2,5,2,,,,,,,0,901,67,968,1808,0.5354
20,OAXACA,236,SAN MARCIAL OZOLOTEPEC,2,2,74,138,14,6,14,3,213,7,3,23,,1,3,2,,,,,,,0,501,30,531,956,0.5554
20,OAXACA,252,SAN MATEO RIO HONDO,4,6,719,582,43,18,27,4,14,13,4,74,,3,25,16,,,,,,,0,1542,57,1599,2417,0.6616
20,OAXACA,264,SAN MIGUEL COATLAN,2,3,83,442,42,27,60,4,46,15,3,65,,2,1,3,,,,,,,4,793,49,846,2078,0.4071
20,OAXACA,265,SAN MIGUEL DEL PUERTO,6,11,331,749,246,117,195,22,134,72,30,362,,11,36,19,,,,,,,6,2324,87,2417,5760,0.4196
20,OAXACA,277,SAN MIGUEL SUCHIXTEPEC,2,4,147,170,90,19,30,5,18,18,6,137,,3,15,5,,,,,,,0,663,57,720,1989,0.3620
20,OAXACA,289,SAN PABLO COATLAN,3,6,194,656,93,52,86,3,21,46,125,335,,4,12,6,,,,,,,0,1633,45,1678,2894,0.5798
20,OAXACA,317,SAN PEDRO MIXTEPEC,1,1,80,22,73,14,18,1,67,6,7,47,,2,18,0,,,,,,,0,355,10,365,743,0.4913
20,OAXACA,344,SAN SEBASTIAN RIO HONDO,3,5,417,591,76,14,29,4,83,7,7,95,,0,15,10,,,,,,,0,1348,36,1384,2526,0.5479
20,OAXACA,353,SANTA ANA,1,3,87,222,29,21,50,10,4,19,3,54,,4,1,10,,,,,,,0,514,32,546,1559,0.3502
20,OAXACA,361,SANTA CATALINA QUIERI,1,1,30,17,15,3,19,10,3,15,11,224,,6,0,0,,,,,,,0,353,15,368,688,0.5349
20,OAXACA,362,SANTA CATARINA CUIXTLA,1,2,74,140,14,18,36,2,8,2,4,58,,0,2,4,,,,,,,0,362,32,394,1088,0.3621
20,OAXACA,366,SANTA CATARINA LOXICHA,3,5,74,233,74,18,34,5,29,18,25,184,,3,3,8,,,,,,,0,708,49,757,2430,0.3115
20,OAXACA,370,SANTA CATARINA QUIOQUITANI,1,1,47,48,27,4,30,0,0,2,0,45,,0,2,0,,,,,,,0,205,3,208,321,0.6480
