CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRD,PRI_PVEM_PD_NVA_ALIANZA,PT,MORENA,ES,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,10,DURANGO,5,DURANGO,5,DURANGO,210,2,496,142,10,7,3,7,0,665,4,669,994
1,10,DURANGO,5,DURANGO,5,DURANGO,211,1,338,146,9,5,1,1,2,500,4,506,735
1,10,DURANGO,5,DURANGO,5,DURANGO,212,1,320,99,7,4,2,0,0,432,3,435,656
1,10,DURANGO,5,DURANGO,5,DURANGO,213,1,324,126,5,5,2,3,1,465,2,468,676
1,10,DURANGO,5,DURANGO,5,DURANGO,214,1,258,100,3,1,3,4,0,369,6,375,554
1,10,DURANGO,5,DURANGO,5,DURANGO,215,1,309,122,2,4,1,4,0,442,4,446,648
1,10,DURANGO,5,DURANGO,5,DURANGO,216,1,223,97,4,3,0,4,0,331,4,335,457
1,10,DURANGO,5,DURANGO,5,DURANGO,217,1,317,145,2,0,2,8,1,474,3,478,692
1,10,DURANGO,5,DURANGO,5,DURANGO,223,2,419,208,32,5,4,9,0,677,9,686,1281
1,10,DURANGO,5,DURANGO,5,DURANGO,224,2,546,222,30,8,5,20,0,831,14,845,1382
1,10,DURANGO,5,DURANGO,5,DURANGO,225,2,577,177,34,19,0,8,1,815,12,828,1366
1,10,DURANGO,5,DURANGO,5,DURANGO,226,1,291,103,10,1,4,6,0,415,4,419,589
1,10,DURANGO,5,DURANGO,5,DURANGO,227,2,494,209,18,6,0,11,0,738,9,747,1135
1,10,DURANGO,5,DURANGO,5,DURANGO,228,2,440,214,12,7,4,6,0,683,11,694,1033
1,10,DURANGO,5,DURANGO,5,DURANGO,229,1,294,116,10,4,0,5,0,429,5,434,606
1,10,DURANGO,5,DURANGO,5,DURANGO,230,1,223,71,3,5,0,1,0,303,4,307,451
1,10,DURANGO,5,DURANGO,5,DURANGO,231,1,273,91,5,11,0,3,0,383,2,385,637
1,10,DURANGO,5,DURANGO,5,DURANGO,232,1,218,78,4,2,4,3,0,309,1,310,457
1,10,DURANGO,5,DURANGO,5,DURANGO,233,2,637,358,38,21,9,16,0,1079,18,1097,537
1,10,DURANGO,5,DURANGO,5,DURANGO,234,1,206,74,1,1,4,3,0,289,3,292,407
1,10,DURANGO,5,DURANGO,5,DURANGO,235,1,199,72,3,2,0,6,0,282,2,284,418
1,10,DURANGO,5,DURANGO,5,DURANGO,239,2,370,157,17,5,3,3,0,555,137,692,760
1,10,DURANGO,5,DURANGO,5,DURANGO,240,1,323,111,2,5,2,3,0,446,3,449,618
1,10,DURANGO,5,DURANGO,5,DURANGO,241,1,197,109,5,6,1,10,1,328,2,331,556
1,10,DURANGO,5,DURANGO,5,DURANGO,242,1,290,138,14,9,0,8,0,459,6,465,668
1,10,DURANGO,5,DURANGO,5,DURANGO,243,2,409,200,13,7,6,10,1,645,3,649,932
1,10,DURANGO,5,DURANGO,5,DURANGO,244,1,214,126,13,4,1,3,0,361,5,366,565
1,10,DURANGO,5,DURANGO,5,DURANGO,245,2,405,120,20,3,2,12,0,562,6,568,883
1,10,DURANGO,5,DURANGO,5,DURANGO,246,1,227,91,10,3,0,8,1,339,1,341,468
1,10,DURANGO,5,DURANGO,5,DURANGO,247,3,771,333,50,18,14,18,0,1204,14,1218,2125
1,10,DURANGO,5,DURANGO,5,DURANGO,248,2,487,236,53,7,8,21,0,812,7,819,1362
1,10,DURANGO,5,DURANGO,5,DURANGO,249,3,793,341,49,14,5,16,0,1218,15,1233,1874
1,10,DURANGO,5,DURANGO,5,DURANGO,256,2,501,294,29,15,4,27,0,870,4,874,1439
1,10,DURANGO,5,DURANGO,5,DURANGO,257,2,392,219,19,4,7,14,0,655,7,662,980
1,10,DURANGO,5,DURANGO,5,DURANGO,258,2,467,183,7,8,2,7,0,674,1,675,963
1,10,DURANGO,5,DURANGO,5,DURANGO,259,2,348,181,22,8,5,7,1,571,6,578,983
1,10,DURANGO,5,DURANGO,5,DURANGO,260,2,450,180,25,11,4,18,1,688,12,701,1260
1,10,DURANGO,5,DURANGO,5,DURANGO,261,2,342,152,17,11,1,10,1,533,5,539,788
1,10,DURANGO,5,DURANGO,5,DURANGO,262,3,645,294,53,14,4,8,0,1018,16,1034,1719
1,10,DURANGO,5,DURANGO,5,DURANGO,263,1,237,110,20,2,2,5,0,376,1,377,683
1,10,DURANGO,5,DURANGO,5,DURANGO,264,1,238,149,14,6,0,10,1,417,8,426,672
1,10,DURANGO,5,DURANGO,5,DURANGO,265,1,225,102,9,2,4,8,0,350,7,357,525
1,10,DURANGO,5,DURANGO,5,DURANGO,266,1,290,154,13,8,5,6,0,476,7,483,740
1,10,DURANGO,5,DURANGO,5,DURANGO,267,1,333,114,10,4,5,6,0,472,8,480,710
1,10,DURANGO,5,DURANGO,5,DURANGO,268,1,296,95,4,2,0,3,0,400,7,407,578
1,10,DURANGO,5,DURANGO,5,DURANGO,269,2,432,177,21,5,1,16,1,652,8,661,1064
1,10,DURANGO,5,DURANGO,5,DURANGO,270,2,545,260,21,7,5,10,0,848,8,856,1261
1,10,DURANGO,5,DURANGO,5,DURANGO,272,2,320,138,19,6,3,11,0,497,9,506,803
1,10,DURANGO,5,DURANGO,5,DURANGO,273,2,369,140,27,10,7,2,0,555,4,559,994
1,10,DURANGO,5,DURANGO,5,DURANGO,274,2,325,170,13,8,4,9,0,529,13,542,957
1,10,DURANGO,5,DURANGO,5,DURANGO,275,3,639,268,43,20,6,19,1,995,25,1021,1719
1,10,DURANGO,5,DURANGO,5,DURANGO,284,3,594,298,42,14,10,8,0,966,23,989,1764
1,10,DURANGO,5,DURANGO,5,DURANGO,285,2,279,142,16,9,5,6,0,457,12,469,832
1,10,DURANGO,5,DURANGO,5,DURANGO,286,4,809,377,42,16,12,20,0,1276,25,1301,1676
1,10,DURANGO,5,DURANGO,5,DURANGO,287,1,243,92,6,3,1,7,0,352,4,356,558
1,10,DURANGO,5,DURANGO,5,DURANGO,288,2,358,187,22,10,9,8,1,594,9,604,962
1,10,DURANGO,5,DURANGO,5,DURANGO,289,2,417,199,26,17,14,11,0,684,4,688,1107
1,10,DURANGO,5,DURANGO,5,DURANGO,290,2,503,202,33,10,3,13,0,764,9,773,1258
1,10,DURANGO,5,DURANGO,5,DURANGO,291,2,390,216,16,7,4,17,0,650,14,664,1039
1,10,DURANGO,5,DURANGO,5,DURANGO,292,2,489,210,31,14,5,17,0,766,12,778,1238
1,10,DURANGO,5,DURANGO,5,DURANGO,293,3,580,305,28,14,12,23,0,962,8,970,1530
1,10,DURANGO,5,DURANGO,5,DURANGO,294,2,468,245,21,7,2,17,0,760,9,769,1191
1,10,DURANGO,5,DURANGO,5,DURANGO,295,2,521,219,39,5,11,13,0,808,8,816,1264
1,10,DURANGO,5,DURANGO,5,DURANGO,305,2,254,142,21,12,2,7,0,438,12,450,794
1,10,DURANGO,5,DURANGO,5,DURANGO,306,2,438,205,20,8,4,16,0,691,16,707,1048
1,10,DURANGO,5,DURANGO,5,DURANGO,307,2,366,140,15,7,3,9,0,540,12,552,875
1,10,DURANGO,5,DURANGO,5,DURANGO,308,2,433,186,27,2,4,8,0,660,6,666,983
1,10,DURANGO,5,DURANGO,5,DURANGO,309,2,617,243,29,9,7,13,0,918,17,935,1371
1,10,DURANGO,5,DURANGO,5,DURANGO,310,2,494,217,22,15,3,9,1,760,12,773,1106
1,10,DURANGO,5,DURANGO,5,DURANGO,311,2,570,172,19,11,5,12,0,789,8,797,1156
1,10,DURANGO,5,DURANGO,5,DURANGO,312,3,880,298,23,15,5,23,0,1244,7,1251,1777
1,10,DURANGO,5,DURANGO,5,DURANGO,313,1,260,118,17,4,3,8,0,410,11,421,722
1,10,DURANGO,5,DURANGO,5,DURANGO,314,2,296,117,25,1,3,2,0,444,9,453,804
1,10,DURANGO,5,DURANGO,5,DURANGO,315,2,584,244,28,11,5,14,0,886,16,902,1377
1,10,DURANGO,5,DURANGO,5,DURANGO,316,2,485,240,32,11,10,16,0,794,11,805,1174
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,1,1,194,151,11,15,5,7,1,383,10,394,605
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,2,2,289,197,5,20,6,10,0,527,9,536,789
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,3,3,644,467,25,45,10,28,1,1219,19,1239,1917
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,4,2,290,257,15,21,10,17,1,610,7,618,1070
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,5,2,362,263,6,28,10,12,0,681,9,690,1066
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,6,3,488,375,26,39,10,20,0,958,20,978,1597
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,7,1,215,132,10,17,7,7,0,388,13,401,672
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,8,2,190,192,22,11,2,6,3,423,6,432,778
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,9,1,170,180,7,12,5,0,1,374,8,383,681
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,10,1,31,97,0,2,1,0,0,131,2,133,191
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,12,1,35,31,7,0,1,0,0,74,4,78,150
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,13,1,182,189,5,1,3,3,0,383,15,398,716
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,14,1,112,145,4,8,0,1,0,270,11,281,468
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,15,1,197,231,12,6,6,6,0,458,6,464,748
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,16,3,79,122,2,1,2,1,0,207,2,209,342
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,17,1,27,65,0,1,0,0,0,93,1,94,160
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,19,1,26,66,2,0,2,0,0,96,4,100,161
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,20,1,65,68,5,13,0,1,0,152,1,153,260
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,21,1,35,43,3,2,2,0,0,85,2,87,125
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,22,2,267,280,11,18,3,17,0,596,6,602,961
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,23,1,140,174,8,14,2,7,5,345,8,358,554
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,24,1,120,101,6,0,0,1,0,228,8,236,346
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,25,1,205,119,33,12,5,3,0,377,19,396,625
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,26,2,293,259,44,97,2,4,1,699,30,730,1163
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,27,2,214,236,23,32,34,7,0,546,17,563,1023
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,28,1,130,189,14,55,3,6,0,397,7,404,564
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,29,3,325,319,23,80,5,20,0,772,22,794,935
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,30,2,365,212,16,61,8,14,0,676,12,688,962
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,31,1,210,184,5,24,5,8,0,436,14,450,673
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,32,1,85,111,8,15,2,0,0,221,7,228,375
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,33,1,44,126,4,3,2,1,0,180,2,182,305
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,34,1,21,94,1,1,0,0,0,117,7,124,203
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,35,1,40,105,4,3,1,1,0,154,1,155,266
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,37,2,213,213,20,73,4,13,0,536,19,555,959
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,38,1,180,133,26,7,10,13,2,369,24,395,635
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,39,1,47,109,3,0,0,3,2,162,1,165,277
1,10,DURANGO,6,PUEBLO NUEVO,1,CANATLAN,40,1,155,143,6,13,5,3,0,325,10,335,509
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1015,3,389,380,36,17,31,11,1,864,23,888,1688
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1016,2,193,173,21,5,13,13,0,418,13,431,893
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1017,4,654,601,67,31,46,30,0,1429,42,1471,1595
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1018,2,440,279,8,10,17,14,0,768,17,785,1314
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1019,3,502,449,32,16,33,15,0,1047,33,1080,1955
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1020,2,413,357,9,16,8,4,0,807,8,815,1374
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1021,2,457,287,14,19,19,14,0,810,14,824,1449
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1022,2,299,234,11,13,9,6,0,572,19,591,927
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1023,3,549,357,26,25,25,17,2,999,24,1025,1791
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1024,4,671,636,33,42,32,18,1,1432,24,1457,2493
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1025,1,13,200,1,9,12,4,0,239,9,248,447
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1026,1,12,65,2,0,7,0,0,86,6,92,145
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1027,1,152,191,13,5,3,4,0,368,5,373,633
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1028,1,109,249,8,7,6,0,0,379,0,379,734
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1029,1,52,285,7,2,7,1,0,354,10,364,725
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1030,1,72,175,5,4,7,7,2,270,9,281,457
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1031,1,59,82,4,3,4,1,0,153,5,158,322
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1032,1,64,69,5,1,9,2,0,150,6,156,282
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1033,1,99,104,11,3,8,0,1,225,6,232,401
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1034,1,135,198,3,5,4,3,1,348,15,364,604
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1035,1,93,70,3,2,3,2,1,173,7,181,333
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1036,1,15,50,8,1,0,1,0,75,0,75,115
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1037,1,119,218,7,7,20,0,0,371,11,382,701
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1038,1,70,74,4,2,8,1,1,159,0,160,263
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1039,1,30,83,3,1,6,0,0,123,11,134,327
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1040,1,193,180,6,2,11,0,0,392,2,394,678
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1041,1,18,53,4,1,1,2,1,79,9,89,222
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1042,1,114,123,10,0,0,8,0,255,19,274,442
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1043,2,71,102,16,5,7,5,0,206,12,218,348
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1044,2,109,95,5,15,40,5,0,269,6,275,523
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1045,1,107,85,10,4,21,1,0,228,14,242,510
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1046,2,164,264,8,18,21,7,4,482,33,519,875
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1047,1,86,116,11,14,21,11,0,259,15,274,516
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1048,1,22,85,7,0,9,4,2,127,11,140,238
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1049,1,72,92,5,1,17,1,0,188,3,191,390
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1050,2,198,186,4,0,1,2,1,391,10,402,882
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1051,1,55,79,1,2,1,2,0,140,8,148,323
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1052,1,56,60,1,2,0,3,0,122,6,128,261
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1053,1,67,67,6,4,1,8,0,153,11,164,341
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1054,1,12,57,6,1,11,3,0,90,4,94,194
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1055,1,54,77,15,18,21,8,0,193,8,201,349
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1057,1,0,15,1,0,0,2,0,18,3,21,114
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1058,1,23,34,4,7,4,3,0,75,3,78,142
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1059,1,9,7,1,0,0,0,0,17,1,18,153
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1060,1,29,64,4,2,0,1,0,100,7,107,206
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1061,3,47,271,3,3,1,9,1,334,36,371,939
1,10,DURANGO,6,PUEBLO NUEVO,24,PUEBLO NUEVO,1062,1,29,10,3,0,0,0,0,42,2,44,157
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1098,3,320,194,25,58,7,2,1,606,8,615,783
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1099,3,339,387,43,99,26,1,0,895,32,927,1763
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1100,2,192,223,21,96,13,2,1,547,13,561,1022
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1102,1,73,31,2,5,1,0,0,112,3,115,214
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1103,1,66,68,3,35,1,0,0,173,0,173,245
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1104,1,81,81,2,34,4,0,0,202,6,208,341
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1106,1,13,32,4,36,1,0,0,86,2,88,151
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1107,1,41,97,4,53,4,0,0,199,4,203,310
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1108,1,147,152,5,37,1,1,0,343,0,343,568
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1109,1,121,78,2,43,2,0,0,246,10,256,417
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1110,1,130,103,1,27,2,0,0,263,0,263,420
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1112,2,189,316,20,42,3,4,0,574,12,586,850
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1114,1,46,110,8,24,3,0,0,191,5,196,297
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1115,1,12,62,1,6,0,0,0,81,5,86,129
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1116,1,54,92,7,35,1,0,0,189,8,197,354
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1117,1,47,67,3,35,3,0,0,155,0,155,279
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1118,1,90,86,3,24,2,0,0,205,0,205,299
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1120,1,44,60,14,59,1,0,0,178,0,178,273
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1121,1,26,53,5,23,0,0,0,107,3,110,150
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1122,1,35,117,5,17,0,0,0,174,7,181,370
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1125,1,74,24,8,6,5,0,0,117,1,118,172
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1126,2,98,77,4,44,1,1,0,225,6,231,421
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1127,1,108,89,2,27,2,2,1,230,10,241,409
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1128,2,51,49,2,68,12,0,0,182,3,185,268
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1130,1,69,12,2,9,3,0,0,95,7,102,189
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1131,2,74,112,1,19,1,0,0,207,8,215,388
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1132,1,91,37,2,9,0,0,0,139,3,142,277
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1133,1,21,3,0,1,4,0,0,29,0,29,121
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1134,1,34,159,3,34,13,0,0,243,4,247,379
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1135,1,2,121,4,21,1,0,0,149,3,152,237
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1136,2,53,101,0,4,7,0,0,165,7,172,373
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1137,1,40,102,5,5,3,0,0,155,12,167,331
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1138,1,46,63,3,47,0,0,0,159,4,163,295
1,10,DURANGO,6,PUEBLO NUEVO,27,SAN DIMAS,1139,1,28,62,14,32,0,2,0,138,1,139,216
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,42,2,274,165,4,0,0,0,0,443,8,451,829
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,43,1,101,5,0,0,0,0,0,106,1,107,144
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,44,1,111,33,1,0,0,0,0,145,5,150,220
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,46,1,24,38,0,0,2,0,0,64,2,66,107
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,47,1,47,89,1,0,0,0,0,137,2,139,199
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,48,1,100,65,3,0,0,0,0,168,11,179,237
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,50,1,69,18,0,0,0,0,0,87,3,90,126
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,51,1,24,30,10,0,0,0,0,64,4,68,162
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,52,1,39,36,2,0,0,0,0,77,1,78,142
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,53,1,94,43,2,0,0,0,0,139,7,146,260
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,54,1,46,35,2,0,0,0,0,83,6,89,161
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,55,1,20,79,3,2,3,0,0,107,0,107,180
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,2,CANELAS,56,1,46,178,6,2,0,0,1,232,4,237,374
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,947,3,204,427,19,13,8,3,0,674,33,707,828
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,948,1,75,189,1,6,2,0,0,273,7,280,354
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,949,2,101,112,3,9,1,2,0,228,12,240,308
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,950,1,69,77,3,4,0,0,0,153,8,161,230
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,951,1,21,105,7,7,1,0,0,141,14,155,194
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,952,1,34,91,3,5,0,1,0,134,3,137,179
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,953,1,25,93,2,9,1,0,0,130,1,131,177
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,954,1,108,99,2,8,1,0,0,218,5,223,292
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,955,1,43,141,6,3,2,1,0,196,17,213,286
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,956,1,28,56,4,1,0,0,0,89,12,101,189
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,957,1,26,64,3,5,1,1,0,100,4,104,126
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,958,1,26,64,6,4,1,0,0,101,7,108,142
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,959,1,81,94,5,8,1,0,1,189,13,203,315
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,20,OTAEZ,960,1,66,30,0,1,0,0,0,97,2,99,133
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1200,3,456,420,12,20,13,12,2,933,26,961,1548
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1201,4,741,771,14,25,28,3,1,1582,32,1615,1911
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1202,3,525,448,10,17,5,4,1,1009,12,1022,1786
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1203,2,244,217,6,13,3,2,0,485,11,496,872
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1204,2,237,299,6,12,6,6,0,566,7,573,960
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1205,2,301,257,2,12,7,1,1,580,8,589,1012
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1206,2,293,242,3,19,7,3,0,567,11,578,1107
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1207,4,571,829,16,49,25,14,1,1504,48,1553,2699
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1208,2,317,271,10,15,5,4,0,622,17,639,1106
