CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRD,PRI_PVEM_PD_NVA_ALIANZA,PT,MORENA,ES,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1209,1,148,162,3,7,0,0,0,320,5,325,549
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1210,1,165,149,3,3,0,4,0,324,5,329,625
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1211,1,207,205,4,11,4,6,0,437,4,441,716
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1212,3,408,432,9,6,12,7,1,874,17,892,1660
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1213,4,585,648,19,29,14,10,0,1305,38,1343,2352
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1214,1,149,256,5,6,4,4,0,424,2,426,725
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1215,1,95,65,1,1,0,0,0,162,7,169,293
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1217,1,26,67,0,0,0,0,0,93,1,94,175
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1218,1,38,20,0,0,0,0,0,58,2,60,158
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1219,1,94,198,1,8,0,1,0,302,6,308,614
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1220,1,131,142,2,2,1,0,0,278,8,286,495
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1221,1,47,30,0,0,0,0,0,77,2,79,137
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1222,1,119,161,0,2,3,0,0,285,6,291,530
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1224,2,95,102,3,5,2,0,0,207,8,215,427
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1225,1,81,34,5,1,1,0,0,122,3,125,193
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1226,1,49,37,0,0,2,0,0,88,5,93,143
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1227,1,48,62,1,5,1,0,0,117,3,120,203
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1228,1,70,79,1,6,0,0,0,156,5,161,268
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1229,1,165,123,2,8,1,2,0,301,5,306,483
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1230,1,12,11,0,1,1,0,0,25,1,26,114
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1231,1,104,150,2,0,5,0,0,261,2,263,341
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1232,1,26,158,0,0,0,0,0,184,2,186,323
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1233,1,32,126,1,0,0,0,0,159,4,163,303
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1234,1,144,127,6,2,9,0,0,288,4,292,435
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1235,1,106,97,0,2,5,1,0,211,10,221,363
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1236,1,170,185,1,2,1,2,0,361,1,362,491
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1237,1,52,56,1,5,1,1,0,116,3,119,266
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1238,1,91,104,2,1,6,1,0,205,7,212,446
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1240,2,218,215,4,8,5,2,1,452,11,464,825
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1241,1,48,72,2,1,0,0,0,123,6,129,242
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1242,1,92,154,0,4,3,0,0,253,17,270,595
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1243,1,58,189,0,0,1,0,0,248,4,252,431
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1244,1,70,208,4,3,2,2,0,289,5,294,485
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1245,1,110,212,3,8,2,3,0,338,12,350,615
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1246,1,54,72,0,0,0,0,0,126,4,130,210
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1247,1,28,40,0,0,0,0,0,68,1,69,132
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1248,1,64,81,0,1,1,0,0,147,4,151,266
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1249,1,140,96,1,7,2,2,0,248,8,256,509
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1250,1,81,101,10,0,0,0,0,192,9,201,351
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1251,1,54,83,1,1,1,0,0,140,0,140,228
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1253,1,34,61,0,0,0,0,0,95,1,96,147
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1254,1,82,73,2,3,0,0,0,160,6,166,228
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1255,1,18,180,1,0,0,1,0,200,3,203,290
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1256,1,49,124,0,1,0,0,0,174,4,178,328
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1257,1,8,172,1,0,0,0,0,181,3,184,360
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1258,1,113,62,2,3,0,1,0,181,6,187,311
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1259,1,76,84,0,1,0,0,0,161,2,163,271
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1260,2,242,149,4,19,1,0,0,415,19,434,777
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1261,1,80,98,3,1,8,0,0,190,4,194,344
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1262,1,7,63,1,1,0,0,0,72,0,72,113
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1274,3,590,367,4,6,0,0,0,967,36,1003,1220
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1275,2,399,279,5,0,1,0,1,684,16,701,1116
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1276,1,52,28,2,0,0,0,0,82,3,85,253
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1277,2,132,392,2,0,0,0,0,526,20,546,978
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1278,1,12,98,0,0,0,0,0,110,1,111,189
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1279,1,52,256,0,1,1,1,0,311,4,315,585
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1280,1,55,120,0,0,0,0,0,175,1,176,326
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1281,2,254,317,4,3,0,0,0,578,21,599,1050
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1282,1,129,114,0,0,0,0,0,243,4,247,501
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1283,1,49,29,0,1,0,0,0,79,0,79,145
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1284,1,22,35,2,0,0,0,0,59,3,62,311
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1285,1,29,32,0,0,0,0,0,61,2,63,381
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1286,1,169,69,7,0,0,0,0,245,8,253,477
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1287,1,72,26,1,0,0,0,0,99,8,107,232
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1288,1,120,103,2,0,0,0,0,225,7,232,346
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1289,1,137,152,0,0,0,0,0,289,26,315,537
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1290,1,302,117,2,0,0,0,1,421,16,438,735
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1291,1,35,52,1,0,0,0,0,88,1,89,137
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1292,1,160,167,7,0,0,0,0,334,13,347,493
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1293,1,102,44,1,0,0,0,0,147,7,154,242
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1294,1,60,127,1,0,0,0,0,188,3,191,374
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1295,1,37,138,0,0,0,0,1,175,6,182,476
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1296,1,87,39,0,0,0,0,0,126,7,133,308
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1297,1,98,237,1,0,0,0,0,336,11,347,520
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1298,1,114,298,1,0,1,0,0,414,12,426,622
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1299,2,122,349,6,1,0,0,0,478,19,497,832
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1300,2,249,342,4,1,0,0,0,596,21,617,1018
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1301,1,42,139,1,1,0,0,0,183,3,186,331
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1302,1,57,40,1,1,0,0,0,99,1,100,226
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,35,TAMAZULA ,1304,1,17,78,0,0,0,0,0,95,2,97,243
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1306,2,194,366,27,19,2,2,2,610,22,634,1012
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1307,2,150,386,19,11,4,4,0,574,31,605,484
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1308,1,81,129,8,6,3,2,0,229,9,238,365
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1309,2,178,313,11,27,2,1,2,532,21,555,887
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1310,2,193,385,11,21,7,4,0,621,20,641,1093
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1311,2,13,260,6,0,0,0,0,279,17,296,422
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1312,1,39,127,7,1,1,0,0,175,11,186,339
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1313,1,26,66,5,2,0,0,0,99,5,104,188
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1314,1,3,118,1,0,0,0,0,122,1,123,166
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1315,2,7,163,3,1,1,0,0,175,10,185,333
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1316,2,21,92,0,4,0,1,0,118,11,129,313
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1317,1,12,39,5,1,0,1,0,58,5,63,136
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1318,2,28,155,6,1,1,0,0,191,8,199,301
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1319,1,56,55,6,2,2,0,0,121,8,129,277
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1320,1,20,41,1,1,1,0,0,64,1,65,124
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1321,1,91,101,3,4,1,0,1,200,3,204,390
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1322,1,20,52,2,0,0,0,0,74,3,77,153
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1323,1,10,44,2,1,1,1,0,59,1,60,121
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1324,1,59,112,5,4,0,1,0,181,13,194,396
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1325,1,29,66,1,4,0,0,0,100,1,101,253
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1326,1,23,158,2,3,1,0,0,187,3,190,363
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1327,1,24,25,0,0,1,0,0,50,1,51,110
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1328,1,17,59,0,1,0,0,0,77,0,77,154
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1329,1,68,50,4,0,2,1,0,125,4,129,244
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1330,2,52,243,2,5,4,1,0,307,12,319,510
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1331,1,17,72,1,2,2,0,0,94,6,100,149
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,36,TEPEHUANES,1332,1,12,43,0,0,2,0,0,57,3,60,101
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1360,2,210,304,1,4,3,1,0,523,15,538,817
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1361,1,113,204,2,4,4,0,0,327,9,336,479
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1362,1,133,251,3,1,2,0,0,390,5,395,580
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1363,1,34,53,0,0,0,0,0,87,0,87,146
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1364,1,21,66,0,0,0,0,0,87,2,89,118
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1365,1,78,177,2,1,0,0,0,258,13,271,418
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1367,1,52,54,1,0,0,0,0,107,9,116,278
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1368,1,55,84,0,0,0,0,0,139,6,145,342
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1369,2,238,218,4,1,0,0,0,461,20,481,837
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1370,1,45,67,0,1,7,0,0,120,3,123,171
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1371,1,49,111,1,0,1,0,0,162,6,168,251
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1372,1,55,179,0,1,0,0,0,235,11,246,424
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,38,TOPIA,1373,2,204,115,5,0,0,0,0,324,23,347,760
1,10,DURANGO,7,SANTIAGO PAPASQUIARO,33,SANTIAGO PAPASQUIARO,1391,2,149,253,11,9,6,3,0,431,12,443,700
1,10,DURANGO,8,EL ORO ,3,CONETO DE COMONFORT,57,1,202,279,5,0,3,2,0,491,9,500,645
1,10,DURANGO,8,EL ORO ,3,CONETO DE COMONFORT,58,1,2,112,0,0,0,1,0,115,3,118,222
1,10,DURANGO,8,EL ORO ,3,CONETO DE COMONFORT,59,1,5,111,0,0,0,0,0,116,1,117,149
1,10,DURANGO,8,EL ORO ,3,CONETO DE COMONFORT,60,1,47,170,4,0,0,0,0,221,6,227,378
1,10,DURANGO,8,EL ORO ,3,CONETO DE COMONFORT,61,1,19,65,1,0,0,0,0,85,4,89,140
1,10,DURANGO,8,EL ORO ,3,CONETO DE COMONFORT,62,1,33,130,2,1,0,0,0,166,9,175,246
1,10,DURANGO,8,EL ORO ,3,CONETO DE COMONFORT,63,3,149,494,0,0,1,0,0,644,11,655,931
1,10,DURANGO,8,EL ORO ,3,CONETO DE COMONFORT,64,1,60,117,4,1,0,1,0,183,1,184,272
1,10,DURANGO,8,EL ORO ,3,CONETO DE COMONFORT,65,1,90,247,12,4,1,0,0,354,3,357,486
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,638,4,660,609,5,1,4,2,0,1281,18,1299,1523
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,639,1,272,213,12,0,1,1,0,499,8,507,686
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,640,1,18,73,1,0,0,0,0,92,5,97,178
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,641,2,58,114,0,0,0,1,0,173,6,179,243
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,642,2,68,136,1,0,0,0,0,205,1,206,255
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,643,1,16,117,1,1,0,0,0,135,1,136,192
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,644,3,78,290,1,0,0,1,0,370,8,378,475
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,645,1,33,62,1,0,0,0,0,96,0,96,124
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,646,1,49,45,2,0,0,0,0,96,8,104,138
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,649,1,102,77,1,0,0,0,0,180,4,184,256
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,651,1,83,60,2,0,0,0,0,145,7,152,192
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,653,1,85,56,1,0,0,0,0,142,1,143,175
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,654,1,131,410,4,0,0,0,0,545,9,554,704
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,655,1,32,173,1,0,0,0,0,206,5,211,283
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,656,1,107,155,2,0,0,0,0,264,7,271,341
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,657,1,71,18,1,0,0,0,0,90,1,91,112
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,658,1,69,79,1,0,0,0,0,149,2,151,187
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,659,1,105,94,1,1,2,0,0,203,4,207,298
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,661,1,174,187,2,1,0,0,0,364,11,375,589
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,662,1,90,60,3,0,0,0,0,153,5,158,231
1,10,DURANGO,8,EL ORO ,9,GUANACEVI,663,1,88,68,3,0,0,0,0,159,6,165,237
1,10,DURANGO,8,EL ORO ,11,INDE,672,1,108,114,1,1,2,0,0,226,5,231,374
1,10,DURANGO,8,EL ORO ,11,INDE,673,1,104,97,3,0,0,0,0,204,8,212,334
1,10,DURANGO,8,EL ORO ,11,INDE,674,1,69,122,1,1,2,1,0,196,3,199,283
1,10,DURANGO,8,EL ORO ,11,INDE,675,1,65,106,0,0,0,0,0,171,2,173,249
1,10,DURANGO,8,EL ORO ,11,INDE,676,1,40,35,3,0,0,0,0,78,5,83,118
1,10,DURANGO,8,EL ORO ,11,INDE,678,1,171,227,1,1,0,0,0,400,10,410,594
1,10,DURANGO,8,EL ORO ,11,INDE,679,1,45,98,1,0,1,0,0,145,2,147,209
1,10,DURANGO,8,EL ORO ,11,INDE,680,1,38,34,0,0,0,0,0,72,2,74,108
1,10,DURANGO,8,EL ORO ,11,INDE,681,1,47,125,0,1,0,1,0,174,2,176,261
1,10,DURANGO,8,EL ORO ,11,INDE,682,1,34,43,0,0,0,0,0,77,2,79,120
1,10,DURANGO,8,EL ORO ,11,INDE,683,1,86,68,1,0,0,0,0,155,2,157,216
1,10,DURANGO,8,EL ORO ,11,INDE,684,1,171,124,1,0,0,0,0,296,6,302,431
1,10,DURANGO,8,EL ORO ,11,INDE,685,1,59,91,0,0,0,0,0,150,4,154,216
1,10,DURANGO,8,EL ORO ,11,INDE,686,1,133,110,2,1,0,1,0,247,3,250,349
1,10,DURANGO,8,EL ORO ,11,INDE,687,2,161,118,1,0,0,1,0,281,11,292,448
1,10,DURANGO,8,EL ORO ,11,INDE,688,1,59,29,0,0,0,0,0,88,5,93,131
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,866,3,580,521,23,57,10,16,2,1207,35,1244,1920
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,867,1,226,147,6,15,1,3,2,398,7,407,636
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,868,3,437,208,16,16,3,5,2,685,10,697,958
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,869,2,432,245,8,21,5,12,0,723,19,742,1189
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,870,2,306,245,15,24,3,8,0,601,13,614,998
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,871,1,196,187,6,24,0,8,1,421,23,445,696
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,872,1,77,107,3,5,2,8,0,202,22,224,684
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,873,1,64,94,4,3,0,3,0,168,8,176,303
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,874,2,178,152,4,5,1,0,1,340,21,362,942
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,875,1,149,114,4,2,2,4,0,275,29,304,531
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,876,1,86,105,6,7,1,3,0,208,12,220,351
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,877,1,86,95,10,18,3,6,0,218,32,250,491
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,878,1,33,96,2,1,1,4,0,137,12,149,296
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,879,2,161,152,6,9,0,7,0,335,12,347,1060
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,880,1,112,109,2,12,2,4,0,241,12,253,402
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,881,2,313,331,5,23,6,6,2,684,16,702,1045
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,882,2,273,268,7,14,6,13,1,581,24,606,904
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,883,1,26,53,2,2,0,2,0,85,6,91,195
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,884,1,81,81,6,6,4,1,1,179,5,185,344
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,885,1,37,48,4,4,0,1,0,94,7,101,204
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,886,1,73,124,2,5,2,6,0,212,10,222,410
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,887,2,148,130,4,6,1,5,1,294,7,302,811
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,888,3,244,131,4,8,8,28,0,423,23,446,2012
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,889,1,94,91,1,4,3,2,0,195,6,201,314
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,890,2,169,199,8,11,2,4,0,393,11,404,756
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,891,3,280,246,11,7,2,12,0,558,22,580,1014
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,892,1,26,30,0,0,0,3,0,59,7,66,111
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,893,1,24,56,2,3,0,2,0,87,4,91,153
1,10,DURANGO,8,EL ORO ,17,NUEVO IDEAL,894,1,83,163,8,7,5,10,8,276,7,291,483
1,10,DURANGO,8,EL ORO ,18,OCAMPO,895,2,253,253,17,23,4,7,0,557,11,568,837
1,10,DURANGO,8,EL ORO ,18,OCAMPO,897,1,33,137,7,1,0,6,0,184,7,191,298
1,10,DURANGO,8,EL ORO ,18,OCAMPO,898,1,30,53,2,0,0,6,0,91,2,93,160
1,10,DURANGO,8,EL ORO ,18,OCAMPO,899,1,58,140,9,0,2,13,0,222,14,236,388
1,10,DURANGO,8,EL ORO ,18,OCAMPO,901,1,10,58,9,1,1,9,2,88,8,98,144
1,10,DURANGO,8,EL ORO ,18,OCAMPO,902,1,88,224,6,1,2,5,0,326,11,337,519
1,10,DURANGO,8,EL ORO ,18,OCAMPO,903,1,36,30,4,0,0,2,0,72,0,72,108
1,10,DURANGO,8,EL ORO ,18,OCAMPO,904,1,60,78,9,4,0,1,0,152,5,157,277
1,10,DURANGO,8,EL ORO ,18,OCAMPO,905,1,61,49,2,2,0,2,0,116,5,121,153
1,10,DURANGO,8,EL ORO ,18,OCAMPO,906,1,158,187,45,3,0,8,0,401,18,419,635
1,10,DURANGO,8,EL ORO ,18,OCAMPO,907,1,179,140,11,3,1,5,0,339,10,349,516
1,10,DURANGO,8,EL ORO ,18,OCAMPO,908,1,182,156,10,4,2,9,0,363,8,371,590
1,10,DURANGO,8,EL ORO ,18,OCAMPO,909,1,185,200,15,0,1,3,1,404,7,412,574
1,10,DURANGO,8,EL ORO ,18,OCAMPO,910,1,228,182,12,3,3,7,0,435,19,454,668
1,10,DURANGO,8,EL ORO ,18,OCAMPO,911,1,223,206,38,1,3,0,0,471,8,479,703
1,10,DURANGO,8,EL ORO ,18,OCAMPO,912,1,31,51,1,1,0,8,0,92,0,92,137
1,10,DURANGO,8,EL ORO ,18,OCAMPO,913,1,94,84,8,0,0,6,0,192,10,202,299
1,10,DURANGO,8,EL ORO ,19,EL ORO,914,2,329,248,16,9,2,3,0,607,10,617,944
1,10,DURANGO,8,EL ORO ,19,EL ORO,915,2,229,204,8,8,3,3,0,455,7,462,796
1,10,DURANGO,8,EL ORO ,19,EL ORO,916,3,505,307,8,21,3,4,0,848,22,870,1166
