section,uniqueid,year,incumbent_party_Horacio
161,1001,2010,PRI_PVEM_PANAL
322,1001,2010,PRI_PVEM_PANAL
494,1001,2010,PRI_PVEM_PANAL
493,1001,2010,PRI_PVEM_PANAL
2,1001,2010,PRI_PVEM_PANAL
489,1001,2010,PRI_PVEM_PANAL
336,1001,2010,PRI_PVEM_PANAL
561,1001,2010,PRI_PVEM_PANAL
272,1001,2010,PRI_PVEM_PANAL
135,1001,2010,PRI_PVEM_PANAL
316,1001,2010,PRI_PVEM_PANAL
125,1001,2010,PRI_PVEM_PANAL
545,1001,2010,PRI_PVEM_PANAL
186,1001,2010,PRI_PVEM_PANAL
187,1001,2010,PRI_PVEM_PANAL
189,1001,2010,PRI_PVEM_PANAL
329,1001,2010,PRI_PVEM_PANAL
335,1001,2010,PRI_PVEM_PANAL
202,1001,2010,PRI_PVEM_PANAL
302,1001,2010,PRI_PVEM_PANAL
203,1001,2010,PRI_PVEM_PANAL
205,1001,2010,PRI_PVEM_PANAL
297,1001,2010,PRI_PVEM_PANAL
7,1001,2010,PRI_PVEM_PANAL
292,1001,2010,PRI_PVEM_PANAL
41,1001,2010,PRI_PVEM_PANAL
219,1001,2010,PRI_PVEM_PANAL
83,1001,2010,PRI_PVEM_PANAL
282,1001,2010,PRI_PVEM_PANAL
278,1001,2010,PRI_PVEM_PANAL
274,1001,2010,PRI_PVEM_PANAL
6,1001,2010,PRI_PVEM_PANAL
242,1001,2010,PRI_PVEM_PANAL
233,1001,2010,PRI_PVEM_PANAL
264,1001,2010,PRI_PVEM_PANAL
258,1001,2010,PRI_PVEM_PANAL
237,1001,2010,PRI_PVEM_PANAL
256,1001,2010,PRI_PVEM_PANAL
239,1001,2010,PRI_PVEM_PANAL
248,1001,2010,PRI_PVEM_PANAL
575,1001,2010,PRI_PVEM_PANAL
143,1001,2010,PRI_PVEM_PANAL
16,1001,2010,PRI_PVEM_PANAL
289,1001,2010,PRI_PVEM_PANAL
556,1001,2010,PRI_PVEM_PANAL
515,1001,2010,PRI_PVEM_PANAL
138,1001,2010,PRI_PVEM_PANAL
501,1001,2010,PRI_PVEM_PANAL
65,1001,2010,PRI_PVEM_PANAL
193,1001,2010,PRI_PVEM_PANAL
573,1001,2010,PRI_PVEM_PANAL
142,1001,2010,PRI_PVEM_PANAL
275,1001,2010,PRI_PVEM_PANAL
583,1001,2010,PRI_PVEM_PANAL
33,1001,2010,PRI_PVEM_PANAL
139,1001,2010,PRI_PVEM_PANAL
94,1001,2010,PRI_PVEM_PANAL
47,1001,2010,PRI_PVEM_PANAL
67,1001,2010,PRI_PVEM_PANAL
46,1001,2010,PRI_PVEM_PANAL
196,1001,2010,PRI_PVEM_PANAL
28,1001,2010,PRI_PVEM_PANAL
514,1001,2010,PRI_PVEM_PANAL
88,1001,2010,PRI_PVEM_PANAL
111,1001,2010,PRI_PVEM_PANAL
529,1001,2010,PRI_PVEM_PANAL
503,1001,2010,PRI_PVEM_PANAL
280,1001,2010,PRI_PVEM_PANAL
557,1001,2010,PRI_PVEM_PANAL
38,1001,2010,PRI_PVEM_PANAL
146,1001,2010,PRI_PVEM_PANAL
172,1001,2010,PRI_PVEM_PANAL
293,1001,2010,PRI_PVEM_PANAL
540,1001,2010,PRI_PVEM_PANAL
331,1001,2010,PRI_PVEM_PANAL
246,1001,2010,PRI_PVEM_PANAL
227,1001,2010,PRI_PVEM_PANAL
113,1001,2010,PRI_PVEM_PANAL
115,1001,2010,PRI_PVEM_PANAL
574,1001,2010,PRI_PVEM_PANAL
528,1001,2010,PRI_PVEM_PANAL
123,1001,2010,PRI_PVEM_PANAL
310,1001,2010,PRI_PVEM_PANAL
103,1001,2010,PRI_PVEM_PANAL
153,1001,2010,PRI_PVEM_PANAL
151,1001,2010,PRI_PVEM_PANAL
218,1001,2010,PRI_PVEM_PANAL
518,1001,2010,PRI_PVEM_PANAL
14,1001,2010,PRI_PVEM_PANAL
60,1001,2010,PRI_PVEM_PANAL
245,1001,2010,PRI_PVEM_PANAL
301,1001,2010,PRI_PVEM_PANAL
99,1001,2010,PRI_PVEM_PANAL
34,1001,2010,PRI_PVEM_PANAL
23,1001,2010,PRI_PVEM_PANAL
273,1001,2010,PRI_PVEM_PANAL
580,1001,2010,PRI_PVEM_PANAL
330,1001,2010,PRI_PVEM_PANAL
327,1001,2010,PRI_PVEM_PANAL
116,1001,2010,PRI_PVEM_PANAL
308,1001,2010,PRI_PVEM_PANAL
500,1001,2010,PRI_PVEM_PANAL
57,1001,2010,PRI_PVEM_PANAL
132,1001,2010,PRI_PVEM_PANAL
164,1001,2010,PRI_PVEM_PANAL
157,1001,2010,PRI_PVEM_PANAL
92,1001,2010,PRI_PVEM_PANAL
137,1001,2010,PRI_PVEM_PANAL
48,1001,2010,PRI_PVEM_PANAL
592,1001,2010,PRI_PVEM_PANAL
553,1001,2010,PRI_PVEM_PANAL
58,1001,2010,PRI_PVEM_PANAL
490,1001,2010,PRI_PVEM_PANAL
587,1001,2010,PRI_PVEM_PANAL
546,1001,2010,PRI_PVEM_PANAL
179,1001,2010,PRI_PVEM_PANAL
593,1001,2010,PRI_PVEM_PANAL
121,1001,2010,PRI_PVEM_PANAL
97,1001,2010,PRI_PVEM_PANAL
49,1001,2010,PRI_PVEM_PANAL
527,1001,2010,PRI_PVEM_PANAL
577,1001,2010,PRI_PVEM_PANAL
44,1001,2010,PRI_PVEM_PANAL
305,1001,2010,PRI_PVEM_PANAL
198,1001,2010,PRI_PVEM_PANAL
576,1001,2010,PRI_PVEM_PANAL
585,1001,2010,PRI_PVEM_PANAL
221,1001,2010,PRI_PVEM_PANAL
496,1001,2010,PRI_PVEM_PANAL
106,1001,2010,PRI_PVEM_PANAL
231,1001,2010,PRI_PVEM_PANAL
569,1001,2010,PRI_PVEM_PANAL
129,1001,2010,PRI_PVEM_PANAL
291,1001,2010,PRI_PVEM_PANAL
328,1001,2010,PRI_PVEM_PANAL
230,1001,2010,PRI_PVEM_PANAL
285,1001,2010,PRI_PVEM_PANAL
562,1001,2010,PRI_PVEM_PANAL
571,1001,2010,PRI_PVEM_PANAL
26,1001,2010,PRI_PVEM_PANAL
71,1001,2010,PRI_PVEM_PANAL
526,1001,2010,PRI_PVEM_PANAL
544,1001,2010,PRI_PVEM_PANAL
191,1001,2010,PRI_PVEM_PANAL
288,1001,2010,PRI_PVEM_PANAL
502,1001,2010,PRI_PVEM_PANAL
112,1001,2010,PRI_PVEM_PANAL
13,1001,2010,PRI_PVEM_PANAL
89,1001,2010,PRI_PVEM_PANAL
533,1001,2010,PRI_PVEM_PANAL
167,1001,2010,PRI_PVEM_PANAL
8,1001,2010,PRI_PVEM_PANAL
211,1001,2010,PRI_PVEM_PANAL
127,1001,2010,PRI_PVEM_PANAL
261,1001,2010,PRI_PVEM_PANAL
578,1001,2010,PRI_PVEM_PANAL
27,1001,2010,PRI_PVEM_PANAL
491,1001,2010,PRI_PVEM_PANAL
512,1001,2010,PRI_PVEM_PANAL
255,1001,2010,PRI_PVEM_PANAL
55,1001,2010,PRI_PVEM_PANAL
247,1001,2010,PRI_PVEM_PANAL
156,1001,2010,PRI_PVEM_PANAL
162,1001,2010,PRI_PVEM_PANAL
180,1001,2010,PRI_PVEM_PANAL
144,1001,2010,PRI_PVEM_PANAL
18,1001,2010,PRI_PVEM_PANAL
504,1001,2010,PRI_PVEM_PANAL
232,1001,2010,PRI_PVEM_PANAL
188,1001,2010,PRI_PVEM_PANAL
163,1001,2010,PRI_PVEM_PANAL
241,1001,2010,PRI_PVEM_PANAL
586,1001,2010,PRI_PVEM_PANAL
29,1001,2010,PRI_PVEM_PANAL
307,1001,2010,PRI_PVEM_PANAL
542,1001,2010,PRI_PVEM_PANAL
131,1001,2010,PRI_PVEM_PANAL
178,1001,2010,PRI_PVEM_PANAL
104,1001,2010,PRI_PVEM_PANAL
171,1001,2010,PRI_PVEM_PANAL
321,1001,2010,PRI_PVEM_PANAL
497,1001,2010,PRI_PVEM_PANAL
300,1001,2010,PRI_PVEM_PANAL
78,1001,2010,PRI_PVEM_PANAL
537,1001,2010,PRI_PVEM_PANAL
591,1001,2010,PRI_PVEM_PANAL
204,1001,2010,PRI_PVEM_PANAL
516,1001,2010,PRI_PVEM_PANAL
563,1001,2010,PRI_PVEM_PANAL
158,1001,2010,PRI_PVEM_PANAL
520,1001,2010,PRI_PVEM_PANAL
176,1001,2010,PRI_PVEM_PANAL
210,1001,2010,PRI_PVEM_PANAL
225,1001,2010,PRI_PVEM_PANAL
226,1001,2010,PRI_PVEM_PANAL
268,1001,2010,PRI_PVEM_PANAL
249,1001,2010,PRI_PVEM_PANAL
136,1001,2010,PRI_PVEM_PANAL
269,1001,2010,PRI_PVEM_PANAL
270,1001,2010,PRI_PVEM_PANAL
524,1001,2010,PRI_PVEM_PANAL
216,1001,2010,PRI_PVEM_PANAL
150,1001,2010,PRI_PVEM_PANAL
304,1001,2010,PRI_PVEM_PANAL
228,1001,2010,PRI_PVEM_PANAL
82,1001,2010,PRI_PVEM_PANAL
149,1001,2010,PRI_PVEM_PANAL
39,1001,2010,PRI_PVEM_PANAL
513,1001,2010,PRI_PVEM_PANAL
222,1001,2010,PRI_PVEM_PANAL
15,1001,2010,PRI_PVEM_PANAL
306,1001,2010,PRI_PVEM_PANAL
120,1001,2010,PRI_PVEM_PANAL
547,1001,2010,PRI_PVEM_PANAL
253,1001,2010,PRI_PVEM_PANAL
589,1001,2010,PRI_PVEM_PANAL
236,1001,2010,PRI_PVEM_PANAL
11,1001,2010,PRI_PVEM_PANAL
45,1001,2010,PRI_PVEM_PANAL
541,1001,2010,PRI_PVEM_PANAL
535,1001,2010,PRI_PVEM_PANAL
84,1001,2010,PRI_PVEM_PANAL
108,1001,2010,PRI_PVEM_PANAL
76,1001,2010,PRI_PVEM_PANAL
265,1001,2010,PRI_PVEM_PANAL
325,1001,2010,PRI_PVEM_PANAL
118,1001,2010,PRI_PVEM_PANAL
81,1001,2010,PRI_PVEM_PANAL
584,1001,2010,PRI_PVEM_PANAL
334,1001,2010,PRI_PVEM_PANAL
588,1001,2010,PRI_PVEM_PANAL
234,1001,2010,PRI_PVEM_PANAL
169,1001,2010,PRI_PVEM_PANAL
95,1001,2010,PRI_PVEM_PANAL
315,1001,2010,PRI_PVEM_PANAL
510,1001,2010,PRI_PVEM_PANAL
251,1001,2010,PRI_PVEM_PANAL
555,1001,2010,PRI_PVEM_PANAL
177,1001,2010,PRI_PVEM_PANAL
579,1001,2010,PRI_PVEM_PANAL
260,1001,2010,PRI_PVEM_PANAL
286,1001,2010,PRI_PVEM_PANAL
534,1001,2010,PRI_PVEM_PANAL
63,1001,2010,PRI_PVEM_PANAL
9,1001,2010,PRI_PVEM_PANAL
271,1001,2010,PRI_PVEM_PANAL
311,1001,2010,PRI_PVEM_PANAL
130,1001,2010,PRI_PVEM_PANAL
30,1001,2010,PRI_PVEM_PANAL
155,1001,2010,PRI_PVEM_PANAL
53,1001,2010,PRI_PVEM_PANAL
122,1001,2010,PRI_PVEM_PANAL
22,1001,2010,PRI_PVEM_PANAL
257,1001,2010,PRI_PVEM_PANAL
19,1001,2010,PRI_PVEM_PANAL
206,1001,2010,PRI_PVEM_PANAL
581,1001,2010,PRI_PVEM_PANAL
62,1001,2010,PRI_PVEM_PANAL
499,1001,2010,PRI_PVEM_PANAL
243,1001,2010,PRI_PVEM_PANAL
52,1001,2010,PRI_PVEM_PANAL
77,1001,2010,PRI_PVEM_PANAL
201,1001,2010,PRI_PVEM_PANAL
326,1001,2010,PRI_PVEM_PANAL
69,1001,2010,PRI_PVEM_PANAL
564,1001,2010,PRI_PVEM_PANAL
550,1001,2010,PRI_PVEM_PANAL
175,1001,2010,PRI_PVEM_PANAL
212,1001,2010,PRI_PVEM_PANAL
250,1001,2010,PRI_PVEM_PANAL
560,1001,2010,PRI_PVEM_PANAL
110,1001,2010,PRI_PVEM_PANAL
141,1001,2010,PRI_PVEM_PANAL
182,1001,2010,PRI_PVEM_PANAL
102,1001,2010,PRI_PVEM_PANAL
570,1001,2010,PRI_PVEM_PANAL
56,1001,2010,PRI_PVEM_PANAL
266,1001,2010,PRI_PVEM_PANAL
199,1001,2010,PRI_PVEM_PANAL
558,1001,2010,PRI_PVEM_PANAL
259,1001,2010,PRI_PVEM_PANAL
287,1001,2010,PRI_PVEM_PANAL
74,1001,2010,PRI_PVEM_PANAL
252,1001,2010,PRI_PVEM_PANAL
531,1001,2010,PRI_PVEM_PANAL
126,1001,2010,PRI_PVEM_PANAL
70,1001,2010,PRI_PVEM_PANAL
51,1001,2010,PRI_PVEM_PANAL
181,1001,2010,PRI_PVEM_PANAL
128,1001,2010,PRI_PVEM_PANAL
159,1001,2010,PRI_PVEM_PANAL
229,1001,2010,PRI_PVEM_PANAL
168,1001,2010,PRI_PVEM_PANAL
165,1001,2010,PRI_PVEM_PANAL
568,1001,2010,PRI_PVEM_PANAL
551,1001,2010,PRI_PVEM_PANAL
20,1001,2010,PRI_PVEM_PANAL
506,1001,2010,PRI_PVEM_PANAL
572,1001,2010,PRI_PVEM_PANAL
262,1001,2010,PRI_PVEM_PANAL
107,1001,2010,PRI_PVEM_PANAL
145,1001,2010,PRI_PVEM_PANAL
117,1001,2010,PRI_PVEM_PANAL
492,1001,2010,PRI_PVEM_PANAL
498,1001,2010,PRI_PVEM_PANAL
148,1001,2010,PRI_PVEM_PANAL
50,1001,2010,PRI_PVEM_PANAL
314,1001,2010,PRI_PVEM_PANAL
508,1001,2010,PRI_PVEM_PANAL
267,1001,2010,PRI_PVEM_PANAL
240,1001,2010,PRI_PVEM_PANAL
215,1001,2010,PRI_PVEM_PANAL
197,1001,2010,PRI_PVEM_PANAL
318,1001,2010,PRI_PVEM_PANAL
536,1001,2010,PRI_PVEM_PANAL
183,1001,2010,PRI_PVEM_PANAL
208,1001,2010,PRI_PVEM_PANAL
320,1001,2010,PRI_PVEM_PANAL
522,1001,2010,PRI_PVEM_PANAL
559,1001,2010,PRI_PVEM_PANAL
91,1001,2010,PRI_PVEM_PANAL
495,1001,2010,PRI_PVEM_PANAL
147,1001,2010,PRI_PVEM_PANAL
170,1001,2010,PRI_PVEM_PANAL
517,1001,2010,PRI_PVEM_PANAL
195,1001,2010,PRI_PVEM_PANAL
100,1001,2010,PRI_PVEM_PANAL
582,1001,2010,PRI_PVEM_PANAL
521,1001,2010,PRI_PVEM_PANAL
61,1001,2010,PRI_PVEM_PANAL
220,1001,2010,PRI_PVEM_PANAL
85,1001,2010,PRI_PVEM_PANAL
505,1001,2010,PRI_PVEM_PANAL
184,1001,2010,PRI_PVEM_PANAL
279,1001,2010,PRI_PVEM_PANAL
43,1001,2010,PRI_PVEM_PANAL
337,1001,2010,PRI_PVEM_PANAL
31,1001,2010,PRI_PVEM_PANAL
72,1001,2010,PRI_PVEM_PANAL
281,1001,2010,PRI_PVEM_PANAL
333,1001,2010,PRI_PVEM_PANAL
213,1001,2010,PRI_PVEM_PANAL
73,1001,2010,PRI_PVEM_PANAL
590,1001,2010,PRI_PVEM_PANAL
5,1001,2010,PRI_PVEM_PANAL
32,1001,2010,PRI_PVEM_PANAL
42,1001,2010,PRI_PVEM_PANAL
3,1001,2010,PRI_PVEM_PANAL
54,1001,2010,PRI_PVEM_PANAL
283,1001,2010,PRI_PVEM_PANAL
317,1001,2010,PRI_PVEM_PANAL
25,1001,2010,PRI_PVEM_PANAL
263,1001,2010,PRI_PVEM_PANAL
93,1001,2010,PRI_PVEM_PANAL
294,1001,2010,PRI_PVEM_PANAL
174,1001,2010,PRI_PVEM_PANAL
105,1001,2010,PRI_PVEM_PANAL
192,1001,2010,PRI_PVEM_PANAL
4,1001,2010,PRI_PVEM_PANAL
549,1001,2010,PRI_PVEM_PANAL
90,1001,2010,PRI_PVEM_PANAL
185,1001,2010,PRI_PVEM_PANAL
554,1001,2010,PRI_PVEM_PANAL
101,1001,2010,PRI_PVEM_PANAL
217,1001,2010,PRI_PVEM_PANAL
566,1001,2010,PRI_PVEM_PANAL
12,1001,2010,PRI_PVEM_PANAL
40,1001,2010,PRI_PVEM_PANAL
152,1001,2010,PRI_PVEM_PANAL
567,1001,2010,PRI_PVEM_PANAL
134,1001,2010,PRI_PVEM_PANAL
238,1001,2010,PRI_PVEM_PANAL
224,1001,2010,PRI_PVEM_PANAL
565,1001,2010,PRI_PVEM_PANAL
190,1001,2010,PRI_PVEM_PANAL
309,1001,2010,PRI_PVEM_PANAL
290,1001,2010,PRI_PVEM_PANAL
254,1001,2010,PRI_PVEM_PANAL
173,1001,2010,PRI_PVEM_PANAL
17,1001,2010,PRI_PVEM_PANAL
64,1001,2010,PRI_PVEM_PANAL
68,1001,2010,PRI_PVEM_PANAL
24,1001,2010,PRI_PVEM_PANAL
509,1001,2010,PRI_PVEM_PANAL
140,1001,2010,PRI_PVEM_PANAL
296,1001,2010,PRI_PVEM_PANAL
543,1001,2010,PRI_PVEM_PANAL
80,1001,2010,PRI_PVEM_PANAL
303,1001,2010,PRI_PVEM_PANAL
66,1001,2010,PRI_PVEM_PANAL
548,1001,2010,PRI_PVEM_PANAL
86,1001,2010,PRI_PVEM_PANAL
37,1001,2010,PRI_PVEM_PANAL
79,1001,2010,PRI_PVEM_PANAL
109,1001,2010,PRI_PVEM_PANAL
277,1001,2010,PRI_PVEM_PANAL
207,1001,2010,PRI_PVEM_PANAL
75,1001,2010,PRI_PVEM_PANAL
87,1001,2010,PRI_PVEM_PANAL
35,1001,2010,PRI_PVEM_PANAL
299,1001,2010,PRI_PVEM_PANAL
532,1001,2010,PRI_PVEM_PANAL
200,1001,2010,PRI_PVEM_PANAL
332,1001,2010,PRI_PVEM_PANAL
114,1001,2010,PRI_PVEM_PANAL
235,1001,2010,PRI_PVEM_PANAL
36,1001,2010,PRI_PVEM_PANAL
10,1001,2010,PRI_PVEM_PANAL
244,1001,2010,PRI_PVEM_PANAL
194,1001,2010,PRI_PVEM_PANAL
323,1001,2010,PRI_PVEM_PANAL
133,1001,2010,PRI_PVEM_PANAL
295,1001,2010,PRI_PVEM_PANAL
324,1001,2010,PRI_PVEM_PANAL
59,1001,2010,PRI_PVEM_PANAL
313,1001,2010,PRI_PVEM_PANAL
284,1001,2010,PRI_PVEM_PANAL
350,1002,2010,PRI_PVEM_PANAL
340,1002,2010,PRI_PVEM_PANAL
349,1002,2010,PRI_PVEM_PANAL
345,1002,2010,PRI_PVEM_PANAL
342,1002,2010,PRI_PVEM_PANAL
341,1002,2010,PRI_PVEM_PANAL
347,1002,2010,PRI_PVEM_PANAL
339,1002,2010,PRI_PVEM_PANAL
346,1002,2010,PRI_PVEM_PANAL
351,1002,2010,PRI_PVEM_PANAL
338,1002,2010,PRI_PVEM_PANAL
353,1002,2010,PRI_PVEM_PANAL
352,1002,2010,PRI_PVEM_PANAL
343,1002,2010,PRI_PVEM_PANAL
354,1002,2010,PRI_PVEM_PANAL
344,1002,2010,PRI_PVEM_PANAL
348,1002,2010,PRI_PVEM_PANAL
372,1003,2010,PRI_PVEM_PANAL
375,1003,2010,PRI_PVEM_PANAL
380,1003,2010,PRI_PVEM_PANAL
378,1003,2010,PRI_PVEM_PANAL
381,1003,2010,PRI_PVEM_PANAL
383,1003,2010,PRI_PVEM_PANAL
364,1003,2010,PRI_PVEM_PANAL
385,1003,2010,PRI_PVEM_PANAL
363,1003,2010,PRI_PVEM_PANAL
360,1003,2010,PRI_PVEM_PANAL
355,1003,2010,PRI_PVEM_PANAL
386,1003,2010,PRI_PVEM_PANAL
361,1003,2010,PRI_PVEM_PANAL
366,1003,2010,PRI_PVEM_PANAL
369,1003,2010,PRI_PVEM_PANAL
367,1003,2010,PRI_PVEM_PANAL
362,1003,2010,PRI_PVEM_PANAL
376,1003,2010,PRI_PVEM_PANAL
365,1003,2010,PRI_PVEM_PANAL
359,1003,2010,PRI_PVEM_PANAL
384,1003,2010,PRI_PVEM_PANAL
379,1003,2010,PRI_PVEM_PANAL
374,1003,2010,PRI_PVEM_PANAL
371,1003,2010,PRI_PVEM_PANAL
377,1003,2010,PRI_PVEM_PANAL
370,1003,2010,PRI_PVEM_PANAL
373,1003,2010,PRI_PVEM_PANAL
357,1003,2010,PRI_PVEM_PANAL
368,1003,2010,PRI_PVEM_PANAL
382,1003,2010,PRI_PVEM_PANAL
356,1003,2010,PRI_PVEM_PANAL
358,1003,2010,PRI_PVEM_PANAL
387,1004,2010,PRI_PVEM_PANAL
388,1004,2010,PRI_PVEM_PANAL
389,1004,2010,PRI_PVEM_PANAL
390,1004,2010,PRI_PVEM_PANAL
391,1004,2010,PRI_PVEM_PANAL
409,1005,2010,PRI_PVEM_PANAL
406,1005,2010,PRI_PVEM_PANAL
401,1005,2010,PRI_PVEM_PANAL
392,1005,2010,PRI_PVEM_PANAL
397,1005,2010,PRI_PVEM_PANAL
413,1005,2010,PRI_PVEM_PANAL
394,1005,2010,PRI_PVEM_PANAL
408,1005,2010,PRI_PVEM_PANAL
398,1005,2010,PRI_PVEM_PANAL
396,1005,2010,PRI_PVEM_PANAL
412,1005,2010,PRI_PVEM_PANAL
402,1005,2010,PRI_PVEM_PANAL
411,1005,2010,PRI_PVEM_PANAL
395,1005,2010,PRI_PVEM_PANAL
403,1005,2010,PRI_PVEM_PANAL
393,1005,2010,PRI_PVEM_PANAL
399,1005,2010,PRI_PVEM_PANAL
407,1005,2010,PRI_PVEM_PANAL
410,1005,2010,PRI_PVEM_PANAL
405,1005,2010,PRI_PVEM_PANAL
414,1005,2010,PRI_PVEM_PANAL
400,1005,2010,PRI_PVEM_PANAL
424,1006,2010,PRI_PVEM_PANAL
427,1006,2010,PRI_PVEM_PANAL
429,1006,2010,PRI_PVEM_PANAL
420,1006,2010,PRI_PVEM_PANAL
421,1006,2010,PRI_PVEM_PANAL
425,1006,2010,PRI_PVEM_PANAL
430,1006,2010,PRI_PVEM_PANAL
422,1006,2010,PRI_PVEM_PANAL
423,1006,2010,PRI_PVEM_PANAL
416,1006,2010,PRI_PVEM_PANAL
488,1006,2010,PRI_PVEM_PANAL
415,1006,2010,PRI_PVEM_PANAL
417,1006,2010,PRI_PVEM_PANAL
419,1006,2010,PRI_PVEM_PANAL
428,1006,2010,PRI_PVEM_PANAL
418,1006,2010,PRI_PVEM_PANAL
426,1006,2010,PRI_PVEM_PANAL
446,1007,2010,PRI_PVEM_PANAL
432,1007,2010,PRI_PVEM_PANAL
443,1007,2010,PRI_PVEM_PANAL
440,1007,2010,PRI_PVEM_PANAL
442,1007,2010,PRI_PVEM_PANAL
449,1007,2010,PRI_PVEM_PANAL
431,1007,2010,PRI_PVEM_PANAL
439,1007,2010,PRI_PVEM_PANAL
436,1007,2010,PRI_PVEM_PANAL
437,1007,2010,PRI_PVEM_PANAL
435,1007,2010,PRI_PVEM_PANAL
433,1007,2010,PRI_PVEM_PANAL
444,1007,2010,PRI_PVEM_PANAL
451,1007,2010,PRI_PVEM_PANAL
438,1007,2010,PRI_PVEM_PANAL
434,1007,2010,PRI_PVEM_PANAL
447,1007,2010,PRI_PVEM_PANAL
445,1007,2010,PRI_PVEM_PANAL
441,1007,2010,PRI_PVEM_PANAL
448,1007,2010,PRI_PVEM_PANAL
450,1007,2010,PRI_PVEM_PANAL
457,1008,2010,PRI_PVEM_PANAL
455,1008,2010,PRI_PVEM_PANAL
456,1008,2010,PRI_PVEM_PANAL
453,1008,2010,PRI_PVEM_PANAL
458,1008,2010,PRI_PVEM_PANAL
454,1008,2010,PRI_PVEM_PANAL
459,1008,2010,PRI_PVEM_PANAL
452,1008,2010,PRI_PVEM_PANAL
466,1009,2010,PRI_PVEM_PANAL
460,1009,2010,PRI_PVEM_PANAL
465,1009,2010,PRI_PVEM_PANAL
468,1009,2010,PRI_PVEM_PANAL
469,1009,2010,PRI_PVEM_PANAL
462,1009,2010,PRI_PVEM_PANAL
464,1009,2010,PRI_PVEM_PANAL
463,1009,2010,PRI_PVEM_PANAL
467,1009,2010,PRI_PVEM_PANAL
461,1009,2010,PRI_PVEM_PANAL
480,1010,2010,PRI_PVEM_PANAL
485,1010,2010,PRI_PVEM_PANAL
484,1010,2010,PRI_PVEM_PANAL
483,1010,2010,PRI_PVEM_PANAL
482,1010,2010,PRI_PVEM_PANAL
481,1010,2010,PRI_PVEM_PANAL
486,1010,2010,PRI_PVEM_PANAL
479,1010,2010,PRI_PVEM_PANAL
478,1011,2010,PRI_PVEM_PANAL
477,1011,2010,PRI_PVEM_PANAL
404,1011,2010,PRI_PVEM_PANAL
476,1011,2010,PRI_PVEM_PANAL
475,1011,2010,PRI_PVEM_PANAL
470,1011,2010,PRI_PVEM_PANAL
473,1011,2010,PRI_PVEM_PANAL
472,1011,2010,PRI_PVEM_PANAL
471,1011,2010,PRI_PVEM_PANAL
474,1011,2010,PRI_PVEM_PANAL
36,1001,2013,PAN_PRD
57,1001,2013,PAN_PRD
121,1001,2013,PAN_PRD
62,1001,2013,PAN_PRD
63,1001,2013,PAN_PRD
18,1001,2013,PAN_PRD
185,1001,2013,PAN_PRD
332,1001,2013,PAN_PRD
105,1001,2013,PAN_PRD
318,1001,2013,PAN_PRD
287,1001,2013,PAN_PRD
590,1001,2013,PAN_PRD
213,1001,2013,PAN_PRD
209,1001,2013,PAN_PRD
10,1001,2013,PAN_PRD
219,1001,2013,PAN_PRD
284,1001,2013,PAN_PRD
204,1001,2013,PAN_PRD
194,1001,2013,PAN_PRD
190,1001,2013,PAN_PRD
518,1001,2013,PAN_PRD
115,1001,2013,PAN_PRD
512,1001,2013,PAN_PRD
116,1001,2013,PAN_PRD
118,1001,2013,PAN_PRD
266,1001,2013,PAN_PRD
549,1001,2013,PAN_PRD
522,1001,2013,PAN_PRD
123,1001,2013,PAN_PRD
218,1001,2013,PAN_PRD
124,1001,2013,PAN_PRD
181,1001,2013,PAN_PRD
101,1001,2013,PAN_PRD
175,1001,2013,PAN_PRD
579,1001,2013,PAN_PRD
107,1001,2013,PAN_PRD
174,1001,2013,PAN_PRD
146,1001,2013,PAN_PRD
46,1001,2013,PAN_PRD
233,1001,2013,PAN_PRD
195,1001,2013,PAN_PRD
152,1001,2013,PAN_PRD
495,1001,2013,PAN_PRD
9,1001,2013,PAN_PRD
145,1001,2013,PAN_PRD
161,1001,2013,PAN_PRD
127,1001,2013,PAN_PRD
267,1001,2013,PAN_PRD
253,1001,2013,PAN_PRD
217,1001,2013,PAN_PRD
224,1001,2013,PAN_PRD
508,1001,2013,PAN_PRD
106,1001,2013,PAN_PRD
228,1001,2013,PAN_PRD
229,1001,2013,PAN_PRD
112,1001,2013,PAN_PRD
238,1001,2013,PAN_PRD
589,1001,2013,PAN_PRD
581,1001,2013,PAN_PRD
252,1001,2013,PAN_PRD
294,1001,2013,PAN_PRD
162,1001,2013,PAN_PRD
552,1001,2013,PAN_PRD
264,1001,2013,PAN_PRD
498,1001,2013,PAN_PRD
102,1001,2013,PAN_PRD
249,1001,2013,PAN_PRD
183,1001,2013,PAN_PRD
270,1001,2013,PAN_PRD
524,1001,2013,PAN_PRD
97,1001,2013,PAN_PRD
288,1001,2013,PAN_PRD
289,1001,2013,PAN_PRD
180,1001,2013,PAN_PRD
69,1001,2013,PAN_PRD
292,1001,2013,PAN_PRD
128,1001,2013,PAN_PRD
17,1001,2013,PAN_PRD
301,1001,2013,PAN_PRD
192,1001,2013,PAN_PRD
306,1001,2013,PAN_PRD
169,1001,2013,PAN_PRD
312,1001,2013,PAN_PRD
28,1001,2013,PAN_PRD
74,1001,2013,PAN_PRD
243,1001,2013,PAN_PRD
320,1001,2013,PAN_PRD
260,1001,2013,PAN_PRD
58,1001,2013,PAN_PRD
327,1001,2013,PAN_PRD
574,1001,2013,PAN_PRD
171,1001,2013,PAN_PRD
5,1001,2013,PAN_PRD
334,1001,2013,PAN_PRD
