uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
1001,1991,NA,MA ALICIA DE LA ROSA LOPEZ
1001,1992,NA,MA ALICIA DE LA ROSA LOPEZ
1001,1993,PRI,FERNANDO GOMEZ ESPARZA
1001,1994,PRI,FERNANDO GOMEZ ESPARZA
1001,1995,PRI,FERNANDO GOMEZ ESPARZA
1001,1996,PAN,ALFREDO MARTIN REYES VELAZQUEZ
1001,1997,PAN,ALFREDO MARTIN REYES VELAZQUEZ
1001,1998,PAN,ALFREDO MARTIN REYES VELAZQUEZ
1001,1999,PAN,LUIS ARMANDO REYNOSO FEMAT
1001,2000,PAN,LUIS ARMANDO REYNOSO FEMAT
1001,2001,PAN,LUIS ARMANDO REYNOSO FEMAT
1001,2002,PAN,RICARDO MAGDALENO RODRIGUEZ
1001,2003,PAN,RICARDO MAGDALENO RODRIGUEZ
1001,2004,PAN,RICARDO MAGDALENO RODRIGUEZ
1001,2005,PAN,MARTIN OROZCO SANDOVAL
1001,2006,PAN,MARTIN OROZCO SANDOVAL
1001,2007,PAN,MARTIN OROZCO SANDOVAL
1001,2008,PRI,FRANCISCO GABRIEL ARELLANO ESPINOSA
1001,2009,PRI,FRANCISCO GABRIEL ARELLANO ESPINOSA
1001,2010,PRI,FRANCISCO GABRIEL ARELLANO ESPINOSA
1001,2011,AXTB,LORENA MARTINEZ RODRIGUEZ
1001,2012,AXTB,LORENA MARTINEZ RODRIGUEZ
1001,2013,AXTB,LORENA MARTINEZ RODRIGUEZ
1001,2014,UPT,JUAN ANTONIO MARTIN DEL CAMPO
1001,2015,UPT,JUAN ANTONIO MARTIN DEL CAMPO
1001,2016,UPT,JUAN ANTONIO MARTIN DEL CAMPO
1001,2017,PAN,MARIA TERESA JIMENEZ ESQUIVEL
1001,2018,PAN,MARIA TERESA JIMENEZ ESQUIVEL
1001,2019,PAN,MARIA TERESA JIMENEZ ESQUIVEL
1001,2020,PAN,MARIA TERESA JIMENEZ ESQUIVEL
