ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,PCPP,PSI,MORENA,ES,PAN_PRD_MC_PCPP_PSI,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_PCPP_PSI,PAN_MC_PCPP_PSI,PRD_MC_PCPP_PSI,PAN_PRD_MC,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,PRD_MC_PCPP,PRD_MC_PSI,PRD_PCPP_PSI,MC_PCPP_PSI,PAN_PRD,PAN_MC,PAN_PCPP,PAN_PSI,PRD_MC,PRD_PCPP,PRD_PSI,MC_PCPP,MC_PSI,PCPP_PSI,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,538,B,1,0,B,142,86,6,14,9,3,0,0,233,6,2,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,9,3,0,2,524,0,21,545,670,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,538,E,1,0,E01,88,105,8,14,4,4,4,1,165,11,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,3,0,3,420,0,25,445,555,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,538,E,1,1,E01C01,84,95,11,20,9,7,3,0,190,9,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,437,0,17,454,555,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,539,B,1,0,B,88,43,4,18,5,8,2,1,147,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,1,330,0,4,334,410,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,539,C,1,0,C01,108,48,4,12,6,6,1,2,101,7,4,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,312,0,15,327,410,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,540,B,1,0,B,111,35,0,8,3,2,1,0,53,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,220,0,5,225,273,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,540,E,1,0,E01,137,71,9,19,5,9,5,6,121,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,1,1,2,404,0,12,416,559,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,541,B,1,0,B,113,59,10,18,3,5,1,0,172,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,392,0,10,402,508,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,541,C,1,0,C01,107,80,11,22,1,3,2,2,141,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,384,0,11,395,508,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,541,C,2,0,C02,108,96,15,13,1,9,1,2,128,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,6,1,0,0,391,0,7,398,508,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,542,B,1,0,B,148,62,14,32,8,10,1,3,153,13,1,2,0,1,1,0,1,0,0,0,1,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,6,4,1,2,471,0,16,487,689,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,542,C,1,0,C01,160,84,9,20,9,8,4,1,134,6,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,5,4,0,2,459,0,24,483,688,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,543,B,1,0,B,171,167,2,13,5,5,5,1,124,5,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,8,1,1,0,522,0,22,544,734,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,58,HONEY,502,B,1,0,B,281,86,4,7,3,7,1,0,31,1,4,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,436,0,10,446,575,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,58,HONEY,502,C,1,0,C01,256,103,4,3,3,2,1,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,3,417,0,22,439,574,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,58,HONEY,502,C,2,0,C02,236,92,4,7,5,1,3,0,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,406,0,23,429,574,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,58,HONEY,503,B,1,0,B,158,192,6,12,6,6,2,1,78,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,2,0,2,479,0,36,515,665,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,58,HONEY,503,C,1,0,C01,147,201,10,17,1,4,3,0,75,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,1,0,0,3,0,1,3,482,0,25,507,665,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,58,HONEY,504,B,1,0,B,109,238,7,2,4,4,0,0,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,443,0,27,470,580,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,58,HONEY,504,C,1,0,C01,142,231,2,2,5,4,1,0,46,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,1,442,0,31,473,579,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,58,HONEY,504,E,1,0,E01,146,206,5,0,1,1,1,0,21,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,390,0,18,408,487,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,58,HONEY,504,E,1,1,E01C01,163,172,6,6,2,5,1,0,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,382,0,15,397,487,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,764,B,1,0,B,62,26,8,11,23,64,9,3,37,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,4,1,0,1,259,0,21,280,359,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,764,E,1,0,E01,60,55,47,12,92,82,10,3,86,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,461,0,39,500,702,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,764,E,1,1,E01C01,68,73,37,27,75,100,11,2,85,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,495,0,19,514,702,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,765,B,1,0,B,46,42,13,21,46,56,7,6,81,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,330,0,43,373,463,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,765,C,1,0,C01,36,50,13,18,41,65,8,7,86,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,335,0,38,373,462,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,765,E,1,0,E01,55,46,19,18,55,72,15,2,109,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0,1,1,428,1,41,470,638,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,765,E,1,1,E01C01,53,37,17,26,53,67,17,5,112,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,7,0,0,0,417,0,36,453,638,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,766,B,1,0,B,56,44,13,7,33,39,8,3,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,1,262,0,32,294,396,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,766,E,1,0,E01,30,15,10,4,65,73,5,1,47,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,256,0,28,284,335,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,767,B,1,0,B,65,51,15,13,63,60,3,1,141,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,8,3,0,0,431,0,18,449,598,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,767,C,1,0,C01,58,44,20,17,64,81,7,6,136,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,1,0,1,454,0,17,471,598,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,767,C,2,0,C02,65,66,18,16,53,52,8,2,121,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,421,0,21,442,597,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,768,B,1,0,B,104,58,10,19,96,94,10,1,151,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,560,0,33,593,731,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,768,C,1,0,C01,75,64,9,28,81,100,13,0,172,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,558,0,28,586,731,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,768,C,2,0,C02,65,53,10,34,88,111,11,0,155,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,542,0,40,582,731,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,769,B,1,0,B,62,26,13,25,83,85,8,5,108,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,434,0,24,458,597,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,830,B,1,0,B,129,142,11,17,4,12,8,7,149,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,2,0,1,499,0,17,516,609,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,830,C,1,0,C01,123,191,14,17,8,5,1,3,150,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,528,0,17,545,609,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,831,B,1,0,B,103,174,60,16,4,4,5,6,124,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,504,0,21,525,660,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,831,C,1,0,C01,76,199,64,16,4,13,2,10,148,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,3,546,0,23,569,660,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,831,E,1,0,E01,27,95,8,7,0,1,3,4,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,233,0,10,243,278,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,832,B,1,0,B,63,106,68,12,0,6,4,7,105,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,2,0,385,1,20,406,521,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,832,C,1,0,C01,60,90,62,17,2,8,3,3,140,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,3,409,0,25,434,521,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,832,E,1,0,E01,74,162,14,17,8,15,5,4,127,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,2,0,0,437,0,24,461,574,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,833,B,1,0,B,144,66,9,14,1,6,2,5,124,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,382,0,19,401,483,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,833,C,1,0,C01,156,75,6,17,1,9,5,5,104,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,19,406,483,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,834,B,1,0,B,156,65,8,9,2,0,0,9,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,306,0,17,323,399,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,834,C,1,0,C01,167,62,2,3,7,2,0,17,33,3,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,303,0,23,326,398,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,834,E,1,0,E01,160,116,5,28,5,15,1,6,85,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,433,0,29,462,567,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,883,B,1,0,B,116,83,8,20,7,6,11,0,103,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,1,0,4,385,0,32,417,596,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,883,C,1,0,C01,132,80,9,15,10,4,12,0,118,0,3,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,8,1,1,1,405,0,25,430,596,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,884,B,1,0,B,154,70,9,18,9,5,2,1,127,5,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,1,0,1,415,1,15,431,569,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,884,C,1,0,C01,132,71,6,39,4,5,1,0,129,8,1,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,7,2,1,0,418,0,19,437,568,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
21,PUEBLA,1,XICOTEPEC DE JUAREZ,110,PAHUATLAN,885,B,1,0,B,102,42,1,16,5,5,9,0,81,1,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,7,2,0,3,285,0,16,301,395,Grupo de recuento,,,http://www.ieepuebla.org.mx/2018/computos/gob/tribunal/dtto_01.pdf
