ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,PCPP,PSI,MORENA,ES,PAN_PRD_MC_PCPP_PSI,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_PCPP_PSI,PAN_MC_PCPP_PSI,PRD_MC_PCPP_PSI,PAN_PRD_MC,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,PRD_MC_PCPP,PRD_MC_PSI,PRD_PCPP_PSI,MC_PCPP_PSI,PAN_PRD,PAN_MC,PAN_PCPP,PAN_PSI,PRD_MC,PRD_PCPP,PRD_PSI,MC_PCPP,MC_PSI,PCPP_PSI,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
21,PUEBLA,8,HUEJOTZINGO,26,CALPAN,247,2,204,174,12,38,71,56,8,26,224,15,13,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,7,0,0,5,868,0,33,901,1247
21,PUEBLA,8,HUEJOTZINGO,26,CALPAN,248,4,340,339,28,76,143,115,27,139,374,24,15,1,0,1,0,0,2,1,0,0,2,1,0,0,0,0,2,3,5,1,1,0,1,2,2,2,18,8,3,6,1682,0,67,1749,2687
21,PUEBLA,8,HUEJOTZINGO,26,CALPAN,249,2,70,101,13,27,66,61,6,17,189,9,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,11,4,1,4,595,0,44,639,1006
21,PUEBLA,8,HUEJOTZINGO,26,CALPAN,250,2,81,118,8,28,83,70,14,14,158,10,4,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,13,2,0,4,614,0,61,675,1043
21,PUEBLA,8,HUEJOTZINGO,26,CALPAN,251,2,97,83,11,38,24,23,8,85,184,8,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1,0,4,0,0,0,0,1,0,19,7,0,3,605,0,82,687,1059
21,PUEBLA,8,HUEJOTZINGO,26,CALPAN,252,2,91,108,7,30,50,29,12,50,139,9,5,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,3,0,11,3,1,1,559,0,57,616,1023
21,PUEBLA,8,HUEJOTZINGO,49,CHIAUTZINGO,415,4,442,390,42,50,57,35,98,18,345,21,22,1,1,2,0,0,3,1,0,0,2,0,0,0,0,0,1,7,6,0,0,1,1,0,0,0,16,4,0,3,1569,0,62,1631,2493
21,PUEBLA,8,HUEJOTZINGO,49,CHIAUTZINGO,416,3,304,252,16,45,45,38,51,17,305,10,2,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,3,2,1,1,1,0,2,0,1,11,8,2,5,1128,0,33,1161,1741
21,PUEBLA,8,HUEJOTZINGO,49,CHIAUTZINGO,417,3,264,273,31,32,64,16,64,42,227,8,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,0,2,0,0,1,1,4,1,1,9,1058,0,26,1084,1616
21,PUEBLA,8,HUEJOTZINGO,49,CHIAUTZINGO,418,4,211,308,21,80,56,30,38,23,417,17,10,3,3,0,1,0,2,0,0,0,2,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,13,7,1,19,1268,0,42,1310,2396
21,PUEBLA,8,HUEJOTZINGO,49,CHIAUTZINGO,419,2,117,135,21,64,20,19,21,31,151,8,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,7,0,5,614,1,21,636,1359
21,PUEBLA,8,HUEJOTZINGO,49,CHIAUTZINGO,420,3,337,328,17,57,89,23,49,36,304,18,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,3,1,0,0,0,0,1,0,16,2,0,3,1300,0,53,1353,2174
21,PUEBLA,8,HUEJOTZINGO,49,CHIAUTZINGO,421,2,101,341,14,46,17,9,10,153,74,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,6,1,1,1,788,0,47,835,1172
21,PUEBLA,8,HUEJOTZINGO,49,CHIAUTZINGO,422,2,154,221,14,42,31,24,15,210,149,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,1,0,1,0,7,3,1,2,894,0,45,939,1383
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,282,2,134,154,20,40,97,14,36,7,349,18,1,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,12,8,1,7,907,0,31,938,1234
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,283,6,491,446,50,113,235,36,195,15,1065,40,22,1,4,2,0,0,1,1,0,1,0,1,0,0,0,1,2,1,2,0,1,1,0,3,0,1,35,4,5,19,2794,3,87,2884,4025
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,284,4,208,271,20,77,111,13,93,11,669,31,13,2,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,32,5,4,5,1573,0,49,1622,2301
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,285,4,198,299,37,85,204,24,103,24,776,48,5,0,2,0,0,0,3,0,0,1,0,0,1,0,0,0,1,2,1,1,2,0,0,1,0,1,55,11,1,15,1901,1,61,1963,2508
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,286,3,210,250,38,63,100,23,65,10,329,18,7,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,1,17,4,1,5,1152,1,38,1191,1752
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,287,3,188,194,43,68,88,15,71,7,321,20,6,1,1,0,0,0,2,1,0,1,0,1,0,0,0,0,3,2,1,1,1,1,1,0,0,0,19,10,1,3,1071,0,43,1114,1685
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,288,2,157,174,46,66,82,21,53,10,286,26,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,16,2,0,2,953,0,44,997,1476
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,289,3,288,417,102,98,93,17,29,5,346,20,5,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,6,2,1,0,2,2,0,0,0,0,22,9,1,5,1475,0,55,1530,2153
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,290,3,292,321,66,88,74,16,20,5,262,20,14,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,2,0,4,1,0,0,0,0,0,0,12,6,3,7,1218,0,63,1281,1917
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,291,18,1613,1328,293,255,582,93,172,30,2156,108,97,5,9,4,5,1,9,5,1,4,6,0,1,0,0,2,19,5,8,0,4,3,0,0,0,2,145,30,0,35,7030,10,185,7225,12517
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,292,4,292,495,85,83,120,22,60,12,385,22,11,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,3,3,5,0,2,0,0,0,0,1,32,8,1,11,1660,1,86,1747,2451
21,PUEBLA,8,HUEJOTZINGO,35,CORONANGO,293,4,245,298,42,70,231,37,87,16,595,36,9,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,1,6,0,0,0,0,0,0,0,45,4,3,6,1738,1,52,1791,2454
21,PUEBLA,8,HUEJOTZINGO,61,DOMINGO ARENAS,515,2,89,115,129,23,46,28,38,9,256,15,6,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,11,2,0,2,778,0,50,828,1186
21,PUEBLA,8,HUEJOTZINGO,61,DOMINGO ARENAS,516,4,221,354,277,84,114,51,99,23,375,26,9,1,0,1,0,1,0,3,1,2,0,0,0,0,0,0,7,0,3,0,2,1,0,4,0,0,15,5,3,7,1689,1,121,1811,2514
21,PUEBLA,8,HUEJOTZINGO,61,DOMINGO ARENAS,517,2,103,205,131,45,58,27,60,5,215,14,15,2,0,1,0,0,5,0,0,0,0,1,0,0,0,1,9,1,1,0,0,1,0,1,0,1,5,4,3,11,925,1,57,983,1318
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,651,4,271,247,27,65,119,152,57,20,533,34,14,2,1,2,0,0,3,2,0,3,0,1,0,0,0,1,2,1,0,0,3,0,0,0,1,0,35,10,2,7,1615,1,67,1683,2508
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,652,3,190,255,18,75,117,117,29,34,395,20,14,0,1,0,5,1,4,3,0,0,0,0,0,0,0,1,1,6,0,1,0,0,0,1,0,0,16,6,0,7,1317,0,50,1367,2218
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,653,9,846,646,74,132,320,231,106,24,1282,43,38,6,3,1,3,1,7,1,0,1,0,1,1,0,0,4,4,1,7,2,4,2,0,4,0,1,57,8,2,15,3878,2,124,4004,6668
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,654,3,273,222,25,43,109,93,29,8,324,19,16,3,3,0,1,1,1,1,0,0,0,0,2,0,0,1,0,2,3,0,2,0,0,1,0,0,23,4,1,6,1216,1,53,1270,1849
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,655,3,237,265,16,52,83,82,39,8,402,22,10,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,17,5,0,3,1252,0,36,1288,1495
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,656,3,228,222,16,60,93,103,37,13,350,23,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,0,17,10,2,2,1200,0,67,1267,1964
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,657,8,695,595,61,146,230,362,115,27,921,48,66,2,3,1,5,1,8,3,0,2,0,1,0,0,0,1,2,4,3,0,1,2,1,0,3,0,25,10,3,12,3359,2,115,3476,5423
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,658,3,213,217,21,51,72,80,25,10,388,13,9,0,1,0,0,0,0,4,0,1,0,1,0,0,0,1,1,5,2,0,0,0,0,1,0,1,22,6,0,4,1149,0,43,1192,1711
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,659,3,271,198,36,55,107,90,27,8,347,23,25,0,1,2,2,0,2,0,1,0,1,1,0,0,0,0,3,2,1,0,2,0,0,1,1,0,17,2,0,6,1232,0,28,1260,1828
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,660,4,281,257,25,69,110,111,36,15,500,25,12,0,1,3,1,0,0,1,0,1,1,1,0,0,0,0,3,2,2,0,4,0,0,2,2,0,30,4,1,6,1506,0,48,1554,2264
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,661,4,394,304,36,87,92,135,50,12,512,24,21,2,0,1,2,0,2,0,1,3,1,2,0,0,0,0,2,9,1,0,2,1,0,2,1,1,18,6,1,10,1735,0,65,1800,2762
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,662,3,338,232,26,67,74,66,41,7,369,18,16,0,0,3,1,0,2,1,1,0,0,0,0,0,0,0,3,2,0,1,2,0,0,0,0,0,24,7,0,8,1309,0,36,1345,2164
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,663,4,418,243,29,82,62,168,45,19,463,22,17,4,0,0,0,1,2,1,0,4,0,1,1,1,0,0,7,3,2,1,3,1,0,1,0,0,17,2,2,5,1627,0,65,1692,2742
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,664,4,319,276,43,80,97,110,49,22,444,21,27,1,1,0,2,0,3,0,0,2,0,0,0,0,0,1,5,2,1,0,0,0,0,3,1,0,22,10,6,8,1556,1,51,1608,2500
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,665,4,364,264,22,72,83,130,30,12,439,18,18,0,2,2,2,0,2,3,0,1,1,1,0,0,0,0,4,4,0,1,1,0,0,1,2,1,18,12,0,9,1519,0,36,1555,2413
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,666,3,344,236,36,68,72,128,41,28,333,22,11,1,1,1,1,0,5,1,0,3,0,0,0,0,0,3,3,3,2,1,0,1,0,1,2,3,14,2,0,8,1375,0,40,1415,2120
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,667,3,301,199,24,54,107,78,28,17,443,16,11,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,2,3,1,0,3,0,0,1,0,0,17,7,0,5,1323,0,44,1367,1944
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,668,4,251,264,34,46,85,152,52,19,221,13,15,1,2,0,3,0,5,3,0,0,0,0,0,1,1,2,6,8,1,0,5,0,3,1,0,3,8,8,1,5,1219,0,85,1304,2363
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,669,1,52,62,13,11,13,34,9,3,36,3,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,2,0,0,2,253,0,9,262,537
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,670,4,407,341,31,81,77,119,59,24,286,14,8,1,3,0,0,1,3,1,1,0,2,1,0,0,0,1,3,5,5,2,5,0,0,4,2,2,17,3,2,13,1524,0,127,1651,2443
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,671,2,57,120,13,20,44,79,28,10,114,7,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,1,0,0,0,1,10,7,0,4,525,0,40,565,1031
21,PUEBLA,8,HUEJOTZINGO,76,HUEJOTZINGO,672,5,229,420,51,69,220,341,37,26,325,10,19,0,2,1,2,1,3,1,1,3,2,0,1,0,0,0,3,13,5,1,15,0,0,1,3,0,19,7,6,9,1846,0,148,1994,2784
21,PUEBLA,8,HUEJOTZINGO,92,JUAN C. BONILLA,786,5,429,218,62,116,182,103,143,61,750,59,19,0,4,0,1,1,2,2,0,0,1,0,0,0,0,0,41,5,7,1,1,1,0,1,1,6,56,7,1,18,2299,1,123,2423,3408
21,PUEBLA,8,HUEJOTZINGO,92,JUAN C. BONILLA,787,4,332,258,25,60,179,66,87,10,462,32,16,0,0,2,0,0,2,1,0,2,0,1,0,0,0,0,6,0,1,2,0,0,1,3,0,2,21,4,2,5,1582,0,83,1665,2467
21,PUEBLA,8,HUEJOTZINGO,92,JUAN C. BONILLA,788,3,203,221,20,72,212,47,42,4,397,27,9,1,1,0,0,0,2,2,0,1,0,1,0,0,0,1,3,4,3,1,0,0,0,1,1,0,26,10,2,10,1324,1,48,1373,1960
21,PUEBLA,8,HUEJOTZINGO,92,JUAN C. BONILLA,789,3,236,260,9,47,116,76,42,9,396,20,8,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,4,1,1,0,0,0,0,1,1,0,35,9,0,14,1292,0,69,1361,1918
21,PUEBLA,8,HUEJOTZINGO,92,JUAN C. BONILLA,790,6,531,332,45,98,300,76,89,13,771,45,27,3,2,2,1,0,1,1,0,0,0,0,0,0,0,1,5,2,3,2,1,0,1,1,2,0,51,9,2,12,2429,1,81,2511,3805
21,PUEBLA,8,HUEJOTZINGO,92,JUAN C. BONILLA,791,4,391,195,89,114,145,86,141,36,717,46,13,0,2,0,2,1,3,3,0,0,0,3,0,0,0,1,20,3,2,1,0,0,0,5,2,2,38,12,2,18,2093,0,101,2194,2993
21,PUEBLA,8,HUEJOTZINGO,103,NEALTICAN,838,3,472,295,22,62,87,25,200,8,309,23,14,1,3,3,0,1,2,2,1,0,0,0,0,0,0,0,4,2,4,0,0,1,0,1,0,2,10,7,0,6,1567,3,64,1634,2161
21,PUEBLA,8,HUEJOTZINGO,103,NEALTICAN,839,3,350,261,31,37,101,16,74,4,374,13,5,0,1,2,1,0,1,1,1,0,0,0,0,0,0,0,3,3,4,1,0,0,0,2,0,2,11,4,1,10,1314,1,66,1381,1829
21,PUEBLA,8,HUEJOTZINGO,103,NEALTICAN,840,3,475,260,34,53,89,28,102,10,300,17,13,3,1,1,2,0,0,0,1,3,1,1,0,0,0,0,1,1,3,0,1,0,0,0,0,1,11,3,0,1,1416,1,62,1479,2004
21,PUEBLA,8,HUEJOTZINGO,103,NEALTICAN,841,4,525,364,36,83,111,39,187,17,394,18,8,0,0,1,3,1,2,2,1,0,1,1,0,0,0,0,7,0,6,0,0,0,0,2,1,5,17,5,0,9,1846,0,95,1941,2565
21,PUEBLA,8,HUEJOTZINGO,123,SAN FELIPE TEOTLALCINGO,1677,2,229,196,12,46,43,36,15,14,186,7,7,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,12,2,0,2,818,0,39,857,1458
21,PUEBLA,8,HUEJOTZINGO,123,SAN FELIPE TEOTLALCINGO,1678,3,297,290,13,58,52,54,22,17,295,10,5,0,1,0,0,0,4,0,0,0,0,0,0,1,1,0,1,2,1,2,0,0,1,0,0,0,11,4,0,7,1149,1,37,1187,1967
21,PUEBLA,8,HUEJOTZINGO,123,SAN FELIPE TEOTLALCINGO,1679,2,271,233,6,35,28,28,13,5,188,11,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,7,2,0,3,843,0,24,867,1432
21,PUEBLA,8,HUEJOTZINGO,123,SAN FELIPE TEOTLALCINGO,1680,3,280,180,21,60,61,34,19,21,294,15,7,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,10,7,0,10,1030,0,48,1078,1949
21,PUEBLA,8,HUEJOTZINGO,123,SAN FELIPE TEOTLALCINGO,1681,1,88,99,6,22,21,16,10,14,82,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,373,0,19,392,547
21,PUEBLA,8,HUEJOTZINGO,137,SAN MIGUEL XOXTLA,1785,3,352,287,12,84,141,31,31,25,329,13,9,0,2,0,0,1,1,1,0,0,1,1,0,0,0,0,5,0,3,2,0,0,0,0,0,1,14,5,1,6,1358,0,38,1396,1924
21,PUEBLA,8,HUEJOTZINGO,137,SAN MIGUEL XOXTLA,1786,3,403,255,15,72,123,39,36,28,306,11,12,1,0,1,0,0,1,1,1,1,0,2,0,0,0,0,2,0,6,1,0,0,0,0,0,0,13,3,0,5,1338,1,36,1375,1965
21,PUEBLA,8,HUEJOTZINGO,137,SAN MIGUEL XOXTLA,1787,3,437,306,23,94,166,43,31,41,363,17,9,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,3,2,2,2,0,0,0,0,0,11,2,1,5,1565,0,51,1616,2231
21,PUEBLA,8,HUEJOTZINGO,137,SAN MIGUEL XOXTLA,1788,4,553,373,17,97,194,49,43,29,436,19,20,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2,5,1,1,2,0,0,0,0,19,11,2,5,1884,2,60,1946,2769
21,PUEBLA,8,HUEJOTZINGO,139,SAN NICOLAS DE LOS RANCHOS,1793,2,153,213,116,40,19,10,137,2,228,17,7,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,7,1,3,0,1,0,1,0,0,0,13,3,0,3,979,0,55,1034,1358
21,PUEBLA,8,HUEJOTZINGO,139,SAN NICOLAS DE LOS RANCHOS,1794,3,96,285,114,108,30,24,29,5,594,44,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,1,1,1,0,0,0,0,66,10,1,19,1445,0,48,1493,2187
21,PUEBLA,8,HUEJOTZINGO,139,SAN NICOLAS DE LOS RANCHOS,1795,2,77,130,91,42,20,7,77,2,221,11,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,7,3,2,0,703,0,27,730,942
21,PUEBLA,8,HUEJOTZINGO,139,SAN NICOLAS DE LOS RANCHOS,1796,3,177,209,285,83,41,20,200,7,361,43,12,0,1,0,0,1,2,3,1,1,0,0,1,0,1,2,10,0,3,0,2,2,1,2,0,0,23,2,0,3,1499,1,82,1582,2038
21,PUEBLA,8,HUEJOTZINGO,139,SAN NICOLAS DE LOS RANCHOS,1797,2,75,293,99,58,11,10,53,4,236,15,1,1,0,0,0,0,1,3,0,0,1,0,0,0,1,0,5,0,4,0,0,0,0,0,0,0,23,5,0,8,907,0,64,971,1423
21,PUEBLA,8,HUEJOTZINGO,181,TLALTENANGO,2248,2,318,155,11,51,57,19,5,14,194,12,9,0,1,0,0,0,1,3,0,1,2,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,12,4,2,6,883,1,37,921,1420
21,PUEBLA,8,HUEJOTZINGO,181,TLALTENANGO,2249,3,314,176,15,59,66,13,14,27,350,13,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,13,6,1,5,1090,2,57,1149,1679
21,PUEBLA,8,HUEJOTZINGO,181,TLALTENANGO,2250,3,409,182,13,53,67,16,13,29,243,13,15,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,4,3,2,0,0,0,0,0,0,0,14,7,0,5,1094,1,44,1139,1597
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,325,19,3234,1393,95,240,638,104,99,16,2203,135,73,3,1,5,5,0,5,11,0,1,2,1,0,0,0,2,16,8,14,3,0,0,0,3,1,1,96,13,5,31,8457,14,190,8661,13588
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,326,6,867,441,52,104,164,22,24,7,783,62,19,0,1,1,3,0,2,3,2,1,1,2,0,0,0,1,4,5,1,1,0,0,0,0,1,1,43,10,2,6,2636,3,87,2726,3963
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,327,8,1054,449,40,102,174,24,41,8,793,37,32,1,3,0,1,1,5,3,0,1,0,1,0,0,0,0,8,4,3,0,0,0,0,0,0,0,47,16,0,22,2870,10,90,2970,3957
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,328,4,619,409,21,68,120,35,22,11,533,67,24,1,3,2,2,1,1,1,1,2,2,0,0,0,0,1,7,5,2,0,0,0,0,0,1,0,30,4,1,6,2002,3,62,2067,2827
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,329,5,719,391,22,88,137,18,29,7,670,58,17,1,2,0,0,1,4,4,0,2,0,1,0,1,0,0,5,0,3,1,1,0,0,0,1,1,24,8,11,5,2232,0,61,2293,3377
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,330,7,943,490,32,103,173,35,44,16,856,64,22,0,1,1,2,0,5,0,0,2,1,0,1,0,0,0,5,5,1,0,2,0,0,1,1,1,38,7,2,15,2869,1,89,2959,5125
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,331,8,854,423,40,130,245,53,56,8,1314,101,20,3,0,2,3,0,4,0,0,3,0,0,0,0,0,0,3,4,2,0,0,0,1,0,0,0,73,14,1,27,3384,3,69,3456,5529
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,332,5,497,208,22,92,119,25,22,13,849,93,22,1,0,0,2,0,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,32,8,1,10,2025,1,44,2070,3495
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,333,4,390,175,18,76,106,25,26,8,705,93,5,2,0,2,3,0,0,1,0,0,1,1,1,0,0,0,1,2,0,1,1,0,0,0,1,0,40,10,2,18,1714,1,58,1773,2789
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,334,5,765,286,33,74,189,28,36,9,594,43,28,1,2,1,0,0,1,4,0,1,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,21,8,2,14,2155,2,58,2215,3237
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,335,3,285,141,15,59,65,7,11,3,328,14,6,1,0,1,2,1,1,1,0,1,0,1,2,1,0,0,4,1,1,0,0,1,0,0,0,0,24,5,2,5,989,2,15,1006,1583
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,336,6,688,320,37,61,143,25,35,7,617,55,21,2,1,0,4,1,5,4,0,1,2,0,0,0,1,0,14,0,3,0,0,1,0,2,2,0,35,14,1,13,2115,2,65,2182,4141
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,337,4,344,179,22,52,77,20,12,4,363,20,7,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,25,5,2,4,1145,0,59,1204,2355
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,338,5,651,286,28,102,122,34,21,9,620,56,16,1,1,1,2,0,1,2,1,3,1,1,0,0,0,0,19,1,3,1,0,0,0,2,0,0,42,10,1,10,2048,0,50,2098,3247
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,339,15,2556,1261,77,232,508,67,98,24,2098,81,79,2,7,1,4,0,4,2,0,6,3,2,0,0,0,1,11,6,7,0,0,0,2,1,2,2,97,22,2,27,7292,11,158,7461,11015
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,42,CUAUTLANCINGO,2549,1,83,36,1,19,15,2,4,4,132,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,16,3,0,5,334,0,6,340,529
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,946,1,153,108,4,11,19,4,4,0,113,6,6,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,1,445,1,14,460,735
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,947,3,337,163,9,32,63,18,9,4,320,13,16,0,3,1,1,0,1,1,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,18,5,0,9,1029,1,27,1057,1631
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,948,3,187,129,10,33,55,18,10,1,274,12,8,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,14,3,2,7,773,1,20,794,1996
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,949,2,301,165,10,17,60,17,14,2,290,12,6,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,14,5,0,2,926,1,25,952,1380
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,950,5,404,180,7,46,67,32,24,4,409,17,14,2,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,24,6,0,9,1261,0,39,1300,3487
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,115,PUEBLA,951,5,645,349,19,62,130,49,30,4,620,32,17,2,2,0,3,1,6,1,0,2,0,1,0,1,0,0,3,5,2,0,0,0,0,0,0,0,44,9,1,15,2055,2,58,2115,3292
