ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,173,B,1,0,B,154,47,5,7,13,4,5,117,2,1,2,1,0,3,0,0,0,17,,,,,,,,,,,,,,378,0,1,379,510,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0173B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,173,C,1,0,C01,161,37,1,7,4,2,2,117,5,5,0,0,0,2,0,1,0,14,,,,,,,,,,,,,,358,0,4,362,509,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0173C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,173,C,2,0,C02,158,27,3,6,7,2,3,119,6,2,2,1,2,4,0,0,0,22,,,,,,,,,,,,,,364,0,6,370,509,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0173C2.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,174,B,1,0,B,146,50,1,7,8,3,10,113,2,0,3,0,0,3,0,0,0,19,,,,,,,,,,,,,,365,0,5,370,599,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0174B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,175,B,1,0,B,139,50,1,5,5,3,2,156,4,4,2,0,2,1,0,1,0,23,,,,,,,,,,,,,,398,0,7,405,704,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0175B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,175,C,1,0,C01,146,44,6,1,14,4,3,167,4,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,391,0,11,402,704,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0175C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,177,B,1,0,B,142,43,1,2,9,2,8,139,3,6,0,0,3,2,0,1,0,19,,,,,,,,,,,,,,380,0,7,387,636,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0177B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,177,C,1,0,C01,147,46,5,4,7,5,7,144,4,1,3,1,0,5,0,2,1,12,,,,,,,,,,,,,,394,0,6,400,636,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0177C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,177,C,2,0,C02,162,44,8,8,7,2,8,140,8,3,2,0,1,3,2,0,0,15,,,,,,,,,,,,,,413,0,8,421,636,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0177C2.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,177,S,1,0,S01,14,2,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,27,0,0,27,0,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0177S1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,178,B,1,0,B,140,45,5,10,11,5,7,147,5,4,2,1,0,2,4,1,0,24,,,,,,,,,,,,,,413,0,8,421,692,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0178B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,178,C,1,0,C01,154,37,2,12,7,5,5,179,3,4,5,0,1,4,0,0,0,22,,,,,,,,,,,,,,440,0,10,450,691,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0178C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,179,B,1,0,B,222,66,5,14,19,1,5,176,4,3,0,0,1,3,1,0,0,25,,,,,,,,,,,,,,545,0,4,549,746,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0179B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,179,C,1,0,C01,215,72,4,12,9,5,6,163,5,1,2,0,2,4,1,1,0,34,,,,,,,,,,,,,,536,0,2,538,745,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0179C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,180,B,1,0,B,186,38,4,4,7,6,3,105,8,2,1,0,0,1,1,0,0,13,,,,,,,,,,,,,,379,0,4,383,541,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0180B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,180,C,1,0,C01,184,37,2,2,8,3,2,112,4,1,1,0,0,5,0,1,0,15,,,,,,,,,,,,,,377,0,9,387,541,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0180C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,181,B,1,0,B,153,34,1,7,7,4,8,137,3,2,0,0,0,9,3,1,0,22,,,,,,,,,,,,,,391,0,7,398,554,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0181B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,181,C,1,0,C01,159,29,1,7,4,2,12,135,5,2,0,0,0,3,1,1,0,25,,,,,,,,,,,,,,386,0,4,390,553,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0181C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,182,B,1,0,B,151,50,1,4,8,5,7,110,2,2,0,0,1,4,1,0,0,47,,,,,,,,,,,,,,393,0,3,396,532,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0182B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,182,C,1,0,C01,138,58,6,4,3,2,3,127,5,3,0,0,1,1,0,0,0,44,,,,,,,,,,,,,,395,0,6,401,531,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0182C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,183,B,1,0,B,153,51,5,5,5,2,2,92,4,2,0,0,1,2,1,1,0,16,,,,,,,,,,,,,,342,1,3,346,455,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0183B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,183,C,1,0,C01,134,48,1,6,12,2,7,108,1,1,1,0,0,4,0,0,0,9,,,,,,,,,,,,,,334,0,3,337,455,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0183C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,184,B,1,0,B,181,79,3,8,10,3,5,142,3,3,1,0,1,3,0,1,0,25,,,,,,,,,,,,,,468,0,8,476,667,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0184B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,184,C,1,0,C01,182,45,3,12,14,3,8,135,6,4,0,1,0,2,0,1,0,30,,,,,,,,,,,,,,446,0,10,456,666,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0184C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,185,B,1,0,B,225,43,1,11,10,0,5,119,3,3,3,0,0,2,1,0,0,21,,,,,,,,,,,,,,447,0,1,448,610,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0185B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,185,C,1,0,C01,180,60,6,7,40,1,7,119,3,0,1,0,,2,0,2,0,21,,,,,,,,,,,,,,449,1,5,456,610,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0185C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,186,B,1,0,B,185,58,3,5,10,3,9,98,6,1,0,0,0,2,2,0,0,15,,,,,,,,,,,,,,397,0,1,398,559,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0186B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,186,C,1,0,C01,174,45,4,7,9,5,6,110,5,5,0,0,1,3,0,1,0,26,,,,,,,,,,,,,,401,0,2,401,558,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0186C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,187,B,1,0,B,130,63,1,5,7,4,3,166,4,2,0,0,0,2,1,0,0,32,,,,,,,,,,,,,,420,0,4,424,597,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0187B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,187,C,1,0,C01,121,52,4,4,9,2,3,170,1,3,2,0,0,0,0,0,0,33,,,,,,,,,,,,,,404,0,3,407,596,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0187C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,187,C,2,0,C02,131,47,1,40,13,3,6,167,2,1,0,0,2,0,0,0,0,11,,,,,,,,,,,,,,424,0,9,432,596,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0187C2.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,187,C,3,0,C03,121,53,5,11,8,3,9,144,2,2,0,0,0,1,0,0,0,32,,,,,,,,,,,,,,391,0,3,394,596,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0187C3.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,188,B,1,0,B,158,53,2,10,7,3,7,183,2,5,1,1,0,3,1,0,0,34,,,,,,,,,,,,,,470,0,7,477,673,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0188B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,188,C,1,0,C01,146,59,3,11,7,10,3,196,4,8,2,0,2,6,0,0,0,18,,,,,,,,,,,,,,475,0,4,479,673,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0188C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,188,C,2,0,C02,171,51,1,7,9,3,6,178,5,4,0,0,0,3,0,0,0,38,,,,,,,,,,,,,,476,0,3,479,673,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0188C2.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,189,B,1,0,B,182,39,3,6,7,4,7,179,4,5,2,0,2,4,0,1,0,27,,,,,,,,,,,,,,472,1,10,482,741,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0189B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,189,C,1,0,C01,173,43,5,3,16,8,13,155,9,2,1,1,0,0,0,0,0,16,,,,,,,,,,,,,,445,0,3,446,740,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0189C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,189,C,2,0,C02,181,60,5,8,12,10,12,167,8,3,2,0,1,2,0,1,0,13,,,,,,,,,,,,,,485,0,5,481,740,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0189C2.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,189,C,3,0,C03,154,65,3,7,13,6,5,184,2,1,1,0,1,3,0,1,0,22,,,,,,,,,,,,,,468,0,1,469,740,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0189C3.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,189,C,4,0,C04,161,64,7,7,9,6,6,151,6,7,1,0,0,5,1,1,0,26,,,,,,,,,,,,,,458,0,3,461,740,Acta Casilla,Anulada,https://trieltam.org.mx/expediente/te-rin-20-2018-2/,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0189C4.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,189,C,5,0,C05,185,38,2,6,10,7,9,186,5,9,0,0,1,4,2,1,0,22,,,,,,,,,,,,,,487,0,6,493,740,Acta Casilla,Anulada,https://trieltam.org.mx/expediente/te-rin-20-2018-2/,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0189C5.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,190,B,1,0,B,145,67,3,2,8,3,7,130,7,0,0,0,0,0,0,0,0,44,,,,,,,,,,,,,,416,0,6,422,611,Acta Casilla,Anulada,https://trieltam.org.mx/expediente/te-rin-20-2018-2/,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0190B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,190,C,1,0,C01,125,37,3,5,9,4,3,164,5,3,0,0,3,5,0,0,0,28,,,,,,,,,,,,,,394,0,8,402,611,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0190C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,190,C,2,0,C02,107,40,4,1,5,9,3,156,1,4,3,0,0,2,0,0,0,39,,,,,,,,,,,,,,374,0,9,383,611,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0190C2.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,191,B,1,0,B,134,40,3,11,7,4,5,142,6,7,1,0,1,6,0,1,0,23,,,,,,,,,,,,,,391,0,9,400,657,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0191B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,191,C,1,0,C01,142,50,3,11,4,7,2,130,8,6,2,1,1,4,2,2,0,10,,,,,,,,,,,,,,385,0,3,388,657,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0191C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,191,C,2,0,C02,140,43,0,5,10,5,3,135,2,4,2,0,1,3,2,0,0,21,,,,,,,,,,,,,,376,0,8,384,656,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0191C2.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,192,B,1,0,B,176,29,1,6,5,7,2,132,3,6,1,0,1,3,3,0,0,16,,,,,,,,,,,,,,391,2,6,400,648,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0192B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,192,C,1,0,C01,159,38,1,1,7,4,2,132,4,1,0,0,0,1,0,0,0,12,,,,,,,,,,,,,,362,0,8,386,647,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0192C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,192,C,2,0,C02,169,44,0,5,0,0,5,196,0,0,0,0,0,0,0,0,0,16,,,,,,,,,,,,,,435,0,0,435,647,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0192C2.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,193,B,1,0,B,178,45,8,10,7,6,5,149,5,2,1,0,2,2,0,0,0,20,,,,,,,,,,,,,,440,0,6,446,673,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0193B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,193,C,1,0,C01,161,57,3,2,6,4,8,158,1,1,2,0,1,2,0,0,0,13,,,,,,,,,,,,,,419,0,3,422,673,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0193C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,193,C,2,0,C02,155,50,5,8,10,10,2,142,6,1,2,0,2,3,0,0,0,22,,,,,,,,,,,,,,418,0,9,427,672,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0193C2.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,194,B,1,0,B,129,69,3,5,11,4,2,113,4,2,0,0,0,0,1,0,0,17,,,,,,,,,,,,,,360,0,7,367,624,Acta Casilla,Anulada,https://trieltam.org.mx/expediente/te-rin-20-2018-2/,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0194B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,194,C,1,0,C01,130,67,0,3,8,3,0,113,5,0,2,0,2,2,1,0,0,9,,,,,,,,,,,,,,345,0,7,352,623,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0194C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,194,C,2,0,C02,117,61,6,5,7,6,4,135,4,4,0,0,0,2,0,0,0,13,,,,,,,,,,,,,,364,0,20,384,623,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0194C2.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,195,B,1,0,B,145,25,7,3,9,3,3,127,0,2,2,0,0,8,3,1,0,11,,,,,,,,,,,,,,349,0,6,355,564,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0195B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,195,C,1,0,C01,148,23,7,1,8,2,4,153,7,3,0,0,0,2,1,0,0,20,,,,,,,,,,,,,,379,0,4,383,563,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0195C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,196,B,1,0,B,104,44,1,6,4,3,7,129,5,0,0,0,0,0,0,0,0,21,,,,,,,,,,,,,,324,0,4,328,487,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0196B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,196,C,1,0,C01,130,47,5,7,5,2,4,121,2,4,1,0,1,4,0,2,0,21,,,,,,,,,,,,,,356,0,3,359,486,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0196C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,197,B,1,0,B,181,53,1,8,11,2,4,154,4,2,0,0,1,6,0,2,0,2,,,,,,,,,,,,,,431,11,4,445,611,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0197B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,197,C,1,0,C01,197,27,0,5,10,4,9,142,6,1,3,0,0,8,0,0,0,18,,,,,,,,,,,,,,430,0,5,435,611,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0197C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,198,B,1,0,B,230,56,7,6,11,1,9,131,4,2,0,0,0,2,0,1,0,0,,,,,,,,,,,,,,460,0,6,380,654,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0198B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,198,C,1,0,C01,186,41,1,8,9,3,6,150,3,0,1,0,1,2,3,0,0,22,,,,,,,,,,,,,,436,0,9,445,653,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0198C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,199,B,1,0,B,148,41,0,16,12,8,13,138,5,3,0,0,0,5,0,0,0,16,,,,,,,,,,,,,,405,0,5,410,566,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0199B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,199,C,1,0,C01,163,44,4,10,8,6,6,130,3,7,1,0,0,2,0,0,0,13,,,,,,,,,,,,,,397,0,6,403,565,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0199C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,200,B,1,0,B,168,55,1,7,10,2,9,131,4,1,0,0,0,1,0,0,0,15,,,,,,,,,,,,,,404,0,5,409,582,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0200B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,200,C,1,0,C01,160,42,1,7,10,5,12,146,1,3,3,0,0,1,0,0,0,11,,,,,,,,,,,,,,402,0,4,406,581,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0200C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,201,B,1,0,B,127,36,4,2,3,3,8,131,1,6,0,0,0,0,2,1,0,19,,,,,,,,,,,,,,343,0,8,354,505,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0201B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,201,C,1,0,C01,114,35,3,5,6,4,5,125,6,5,0,0,0,4,0,1,0,16,,,,,,,,,,,,,,329,0,2,331,504,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0201C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,202,B,1,0,B,118,52,1,7,9,3,11,140,5,0,2,0,1,5,0,2,0,21,,,,,,,,,,,,,,377,0,3,380,550,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0202B1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,202,C,1,0,C01,134,49,3,6,8,2,9,146,5,4,0,0,2,5,0,0,0,18,,,,,,,,,,,,,,391,0,4,395,550,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0202C1.pdf
28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,203,B,1,0,B,123,48,2,4,8,2,6,143,2,1,0,0,0,3,0,0,0,25,,,,,,,,,,,,,,367,0,0,369,514,Acta Casilla,,,http://ietam.org.mx/Portal/documentos/PE2017/Resultados/Ayuntamientos/Actas_Casillas/CIUDADMADERO/0203B1.pdf
