CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,C_COMUN_PRI_PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0948,B,86,115,6,10,2,17,4,19,6,,0,265,18,283,645,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0948B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0948,C01,101,116,7,17,7,19,9,19,8,,0,303,14,317,644,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0948C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0949,B,108,64,2,6,0,2,9,10,5,,0,206,7,213,436,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0949B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0949,C01,90,72,3,5,3,7,6,6,3,,0,195,7,202,435,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0949C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0962,B,117,87,4,9,1,15,5,0,9,,0,247,5,271,634,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0962B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0963,B,100,64,2,13,2,14,8,22,12,,1,237,1,239,516,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0963B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0963,C01,82,63,4,16,2,7,3,8,11,,0,196,5,201,516,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0963C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0964,B,115,115,7,15,2,10,8,18,12,,1,302,6,309,644,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0964B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0964,C01,116,117,6,18,3,8,9,23,10,,0,310,10,320,644,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0964C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0965,B,132,108,5,19,0,8,9,18,11,,0,310,4,314,614,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0965B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0965,C01,122,103,3,15,1,14,8,15,6,,0,287,12,297,614,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0965C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0965,C02,141,95,1,19,2,10,10,12,10,,0,300,11,311,614,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0965C2.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,B,144,101,6,17,3,12,15,27,10,,0,335,10,345,750,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C01,130,97,9,24,7,21,14,23,9,,0,334,7,341,750,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C10,133,94,5,23,5,8,10,27,11,,1,316,4,321,750,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C10.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C11,137,113,7,21,5,9,12,17,11,,2,332,6,340,750,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C11.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C12,106,108,6,28,5,12,12,21,12,,1,310,11,322,750,ACTA CASILLA,ANULADA,SM-JRC-083/2016,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C12.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C13,140,97,2,17,3,9,9,20,6,,0,303,6,309,750,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C13.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C14,127,118,3,19,3,11,11,20,11,,0,323,8,331,750,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C14.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C02,149,96,7,19,3,11,13,30,7,,0,335,13,348,750,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C2.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C03,135,113,7,20,2,9,11,25,12,,0,334,21,355,750,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C3.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C04,145,85,9,19,6,25,14,25,9,,0,337,5,342,750,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C4.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C05,136,84,4,22,7,15,14,35,12,,0,329,8,337,750,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C5.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C06,125,99,11,14,2,21,12,28,12,,0,324,6,330,750,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C6.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C07,134,80,5,18,6,19,9,18,13,,0,302,6,308,749,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C7.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C08,136,116,7,16,2,14,16,16,8,,0,331,10,341,749,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C8.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0966,C09,133,129,4,20,10,7,12,24,13,,0,352,9,361,749,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0966C9.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0967,B,139,84,3,11,2,13,11,23,7,,0,293,9,302,648,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0967B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0967,C01,142,88,2,15,7,10,13,21,8,,0,306,13,319,648,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0967C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0968,B,65,72,2,4,3,3,6,8,3,,0,166,9,175,397,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0968B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0968,C01,71,50,2,4,0,8,6,9,8,,0,158,10,168,396,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0968C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0969,B,104,99,8,9,2,8,11,20,7,,0,268,8,276,598,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0969B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0970,B,89,61,1,4,4,6,7,17,6,,0,195,4,199,498,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0970B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0970,C01,65,69,3,2,1,12,9,17,8,,0,186,6,192,497,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0970C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0983,B,54,71,2,5,1,11,9,16,10,,0,179,5,184,380,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0983B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0983,C01,72,51,3,6,1,10,7,19,10,,1,179,4,184,379,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0983C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0990,B,80,112,5,6,4,4,1,5,21,,0,238,7,245,477,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0990B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0990,C01,82,116,3,2,5,4,3,6,21,,0,242,0,242,476,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0990C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0990,E01,78,102,1,2,2,1,2,2,14,,0,204,15,219,432,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0990E1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0991,B,150,166,3,15,9,12,2,15,12,,0,384,14,398,722,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0991B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0991,C01,115,167,6,6,4,14,5,17,9,,0,343,12,355,722,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0991C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0991,C02,120,169,9,8,7,10,2,18,16,,0,359,10,369,722,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0991C2.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0991,C03,104,171,3,8,6,12,9,15,4,,0,332,8,341,721,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0991C3.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0992,B,72,54,2,2,0,2,1,1,1,,0,135,7,141,278,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0992B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0993,B,110,93,1,1,2,2,3,1,8,,1,221,10,232,429,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0993B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0996,B,105,108,7,10,0,13,8,11,12,,0,274,5,279,629,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0996B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0996,C01,114,104,8,9,3,12,8,21,18,,3,297,13,313,629,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0996C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0997,B,88,109,5,8,2,10,14,19,14,,0,269,5,274,572,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0997B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0997,C01,105,91,3,7,3,12,13,25,14,,0,273,7,280,571,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0997C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0997,C02,113,94,2,10,1,7,6,22,12,,0,267,11,278,571,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0997C2.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0998,B,109,136,6,7,5,9,8,15,5,,0,300,6,306,630,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0998B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0998,C01,89,123,4,10,2,7,9,13,7,,0,264,13,293,629,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0998C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0999,B,141,93,6,11,9,16,6,16,3,,1,301,8,310,604,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0999B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,0999,C01,124,83,2,11,8,4,9,14,4,,0,259,14,273,604,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_0999C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1000,B,148,85,6,12,5,18,31,22,14,,3,341,5,349,686,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1000B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1000,C01,150,86,4,17,2,17,19,15,17,,0,327,6,333,685,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1000C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1000,C02,133,89,5,5,2,17,43,28,20,,0,342,7,349,685,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1000C2.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1001,B,108,73,2,11,2,5,14,24,13,,1,252,4,257,523,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1001B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1001,C01,93,84,3,8,0,5,9,15,7,,0,224,16,240,523,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1001C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1007,B,133,79,4,13,4,17,26,18,10,,1,304,17,322,636,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1007B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1007,C01,112,88,12,6,1,20,27,26,13,,0,305,7,312,635,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1007C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1014,B,111,75,7,11,3,13,19,8,8,,0,255,7,262,502,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1014B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1014,C01,96,84,9,10,3,7,6,14,13,,0,242,4,246,501,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1014C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1015,B,96,78,4,8,1,18,28,25,15,,0,273,6,279,509,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1015B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1015,C01,104,64,3,11,3,23,18,17,15,,0,258,8,266,509,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1015C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1015,C02,107,76,6,10,3,11,20,19,7,,0,259,5,264,509,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1015C2.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1016,B,99,102,5,9,4,7,10,18,3,,0,257,7,264,531,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1016B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1016,C01,101,103,3,7,4,7,9,14,15,,0,263,11,274,531,ACTA CASILLA,ANULADA,SM-JRC-083/2016,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1016C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1017,B,95,110,9,7,3,14,6,22,8,,0,274,6,280,536,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1017B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1017,C01,100,85,8,11,2,8,8,14,6,,0,242,13,255,535,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1017C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,B,142,72,7,13,3,19,11,37,9,,2,313,1,316,744,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C01,134,65,9,11,3,20,18,30,10,,3,300,4,307,744,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C10,122,63,6,13,2,18,9,21,13,,0,267,4,271,743,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C10.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C11,126,65,5,8,5,19,15,28,18,,0,289,5,294,743,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C11.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C12,126,67,9,7,2,14,9,28,17,,1,279,2,282,743,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C12.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C13,127,60,10,12,6,22,10,19,13,,0,279,11,290,743,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C13.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C02,114,88,6,6,7,18,7,32,17,,0,295,6,301,744,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C2.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C03,144,66,9,10,2,13,8,21,1,,1,274,3,293,744,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C3.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C04,124,65,7,11,1,24,12,28,21,,0,293,1,294,744,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C4.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C05,114,64,8,8,4,21,8,28,13,,0,268,5,273,744,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C5.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C06,118,77,0,0,1,21,11,29,26,,0,283,2,285,744,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C6.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C07,133,54,7,9,3,14,9,30,17,,0,276,6,282,744,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C7.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C08,121,74,7,11,3,19,8,20,21,,0,284,5,289,744,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C8.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1018,C09,130,77,8,7,2,32,8,31,12,,1,307,5,313,743,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1018C9.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1019,B,94,111,10,12,3,13,14,24,4,,0,285,11,296,708,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1019B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1019,C01,104,90,8,4,5,11,11,30,12,,0,275,10,285,708,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1019C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1019,C02,121,83,11,8,1,13,4,23,6,,0,270,8,278,708,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1019C2.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1019,C03,103,91,4,12,5,9,9,26,9,,0,268,6,274,708,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1019C3.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1019,C04,97,111,6,12,1,16,8,23,6,,0,280,4,284,708,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1019C4.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1019,C05,93,90,4,5,4,15,3,21,13,,1,248,6,256,707,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1019C5.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1019,C06,105,73,11,7,2,19,10,28,7,,0,262,8,270,707,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1019C6.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1019,C07,104,81,13,5,3,15,9,25,11,,0,266,6,272,707,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1019C7.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1019,C08,108,96,9,4,4,15,9,31,7,,0,283,13,296,707,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1019C8.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1019,C09,117,106,8,16,3,9,4,27,9,,1,299,6,306,707,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1019C9.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1020,B,91,95,3,8,4,18,7,25,12,,0,263,0,271,656,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1020B.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1020,C01,110,96,3,10,2,5,9,29,12,,0,276,8,284,655,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1020C1.pdf
2,28,TAMAULIPAS,04,REYNOSA,32,REYNOSA,1027,B,106,92,5,7,4,8,27,37,12,,0,298,6,304,549,ACTA CASILLA,,,http://ietam.org.mx/portal/documentos/PE2015/Resultados/Actas_Casilla/Diputados_RP/DTO 04/D_1027B.pdf
