CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,COAL_PRI_PVEM,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,22,JUCHIPILA,760,B,6,25,3,1,1,1,0,8,0,0,,,,,0,,,,,0,45,1,46,105,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,22,JUCHIPILA,761,B,35,29,2,1,2,0,2,3,1,1,,,,,0,,,,,0,76,9,85,139,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,22,JUCHIPILA,762,B,23,24,17,2,1,2,1,16,1,2,,,,,0,,,,,0,89,3,92,202,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,794,B,48,66,14,2,22,17,6,56,61,3,2,2,0,0,,,,,,0,299,8,307,418,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,795,B,87,82,31,2,12,8,10,87,54,3,0,2,0,0,,,,,,0,378,14,392,579,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,796,B,39,104,20,3,26,9,3,50,37,2,4,4,1,0,,,,,,0,302,8,310,430,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,797,B,55,113,41,4,34,32,6,111,34,6,2,2,0,0,,,,,,0,440,12,452,701,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,798,B,48,97,29,2,17,19,3,106,39,5,1,2,0,0,,,,,,1,368,9,378,525,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,799,B,7,145,35,3,72,27,8,83,27,0,5,7,1,0,,,,,,0,420,15,435,646,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,800,B,18,253,4,3,37,12,6,104,35,5,11,6,1,1,,,,,,0,496,14,510,700,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,802,B,31,183,16,7,5,23,6,88,27,0,3,2,0,0,,,,,,0,391,18,409,671,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,803,B,14,100,20,5,14,6,6,111,68,0,1,0,1,0,,,,,,1,346,16,363,579,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,804,B,9,94,7,1,10,12,12,78,47,0,1,0,0,0,,,,,,0,271,0,271,368,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,805,B,24,104,20,2,23,13,7,93,22,1,2,0,0,1,,,,,,0,312,10,322,537,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,806,B,28,48,5,5,1,3,3,88,8,2,0,0,0,0,,,,,,0,191,7,198,373,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,28,MEZQUITAL DEL ORO,876,B,38,184,222,3,3,2,2,15,0,8,,,,,7,,,,,0,484,1,485,654,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,28,MEZQUITAL DEL ORO,877,B,28,122,137,2,1,1,0,10,0,9,,,,,2,,,,,0,312,2,314,456,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,28,MEZQUITAL DEL ORO,878,B,14,48,30,0,0,0,0,0,0,3,,,,,4,,,,,0,99,1,100,142,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,28,MEZQUITAL DEL ORO,879,B,2,54,71,0,1,0,0,3,0,2,,,,,0,,,,,0,133,0,133,142,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,28,MEZQUITAL DEL ORO,880,B,9,28,50,1,0,0,0,3,0,9,,,,,0,,,,,0,100,2,102,137,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,28,MEZQUITAL DEL ORO,881,B,8,20,51,0,0,0,0,0,0,1,,,,,1,,,,,0,81,4,85,119,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,28,MEZQUITAL DEL ORO,883,B,8,35,64,0,2,0,0,2,0,5,,,,,0,,,,,0,116,3,119,146,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,30,MOMAX,906,B,36,79,1,25,5,4,27,26,2,1,,,,,1,,,,,0,207,4,211,329,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,30,MOMAX,907,B,56,94,2,29,6,3,39,24,0,1,,,,,0,,,,,0,254,7,261,445,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,30,MOMAX,908,B,54,145,2,50,1,2,50,33,1,0,,,,,1,,,,,0,339,7,346,522,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,30,MOMAX,909,B,8,70,1,31,1,0,15,3,1,0,,,,,1,,,,,0,131,6,137,193,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,30,MOMAX,911,B,24,65,4,28,3,0,18,5,1,0,,,,,0,,,,,0,148,5,153,231,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,30,MOMAX,913,B,7,27,0,28,2,0,32,4,0,0,,,,,0,,,,,0,100,2,102,144,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,914,B,149,123,3,74,13,1,4,40,11,7,0,1,0,0,,,,,,0,426,23,449,702,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,915,B,141,80,9,84,10,1,7,24,1,7,0,1,0,1,,,,,,0,366,10,376,603,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,916,B,149,65,9,80,7,1,2,29,8,4,0,0,1,0,,,,,,0,355,16,371,558,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,606,C01,142,93,12,16,5,3,12,86,12,5,2,1,0,0,,,,,,1,389,22,412,689,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,608,C01,107,70,16,19,12,6,16,108,6,5,0,0,0,0,,,,,,2,365,19,386,663,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,609,C01,88,60,8,32,10,4,14,103,34,3,1,0,0,0,,,,,,0,357,15,372,714,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,610,C01,78,51,7,11,4,1,10,46,8,1,0,0,0,0,,,,,,0,217,14,231,440,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,611,C01,79,78,8,10,7,3,12,62,12,3,0,0,0,0,,,,,,0,274,14,288,534,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,612,C01,111,76,7,11,1,5,13,57,9,2,0,0,0,0,,,,,,0,292,7,299,472,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,617,C01,140,82,13,18,7,5,23,121,30,3,2,1,1,0,,,,,,0,446,0,446,729,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,627,C01,115,91,7,6,8,3,14,99,6,0,1,1,0,0,,,,,,0,351,13,364,565,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,628,C01,119,97,11,12,12,5,12,97,17,6,0,0,0,0,,,,,,0,388,19,407,665,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,643,C01,104,60,4,11,7,4,11,90,16,3,0,0,0,0,,,,,,0,310,14,324,528,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,645,C01,96,64,6,5,5,2,25,58,4,3,1,0,1,0,,,,,,0,270,8,278,474,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,647,C01,67,62,3,8,12,2,9,60,13,1,1,0,1,0,,,,,,1,239,13,253,417,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,648,C01,132,99,12,11,11,1,8,69,14,6,3,0,0,0,,,,,,0,366,16,382,649,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,649,C01,73,44,8,4,3,2,4,65,6,5,0,3,1,0,,,,,,0,218,17,235,418,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,22,JUCHIPILA,742,C01,58,107,23,3,6,2,2,36,4,2,,,,,1,,,,,0,244,8,252,429,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,22,JUCHIPILA,744,C01,44,93,8,3,2,2,0,55,1,1,,,,,0,,,,,0,209,9,218,403,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,22,JUCHIPILA,749,C01,110,72,14,5,3,0,1,36,0,4,,,,,0,,,,,0,245,9,254,461,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,22,JUCHIPILA,756,C01,32,48,15,0,1,4,2,143,5,1,,,,,0,,,,,0,251,5,256,385,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,794,C01,33,63,26,2,14,8,13,72,53,4,2,1,0,0,,,,,,0,291,10,301,417,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,795,C01,45,89,30,4,22,9,5,89,72,5,0,2,0,0,,,,,,0,372,15,387,579,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,798,C01,65,89,10,6,16,18,2,82,48,1,0,1,0,0,,,,,,0,338,6,344,525,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,805,C01,25,90,34,1,21,4,5,83,12,2,3,1,0,0,,,,,,0,281,5,286,452,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,28,MEZQUITAL DEL ORO,877,C01,26,134,129,4,4,0,0,5,0,4,,,,,3,,,,,0,309,11,320,456,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,30,MOMAX,908,C01,56,119,2,31,4,2,33,27,1,1,,,,,1,,,,,0,277,13,290,436,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,916,C01,114,72,6,63,3,2,4,25,4,6,0,1,0,0,,,,,,0,300,12,312,481,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,31,MONTE ESCOBEDO,918,C01,102,57,5,59,0,0,1,12,6,3,2,0,0,0,,,,,,0,247,15,262,425,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,965,C01,70,51,8,116,13,3,2,44,20,5,,,,,2,,,,,0,334,18,352,561,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,966,C01,106,63,15,77,7,1,3,62,17,9,,,,,2,,,,,0,362,0,362,576,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,967,C01,42,44,8,61,9,3,4,58,7,4,,,,,4,,,,,0,244,8,252,419,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,968,C01,53,93,18,114,29,7,3,74,9,7,,,,,2,,,,,0,409,12,421,654,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,969,C01,49,86,16,118,14,1,5,84,19,11,,,,,7,,,,,0,410,18,428,717,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,971,C01,32,53,5,10,12,1,3,32,2,6,,,,,4,,,,,0,160,16,176,376,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,973,C01,85,80,14,106,11,3,2,36,7,13,,,,,3,,,,,0,360,12,372,606,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,974,C01,43,55,6,63,7,4,10,63,28,5,,,,,2,,,,,0,286,19,305,474,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,573,C02,82,61,6,11,20,44,9,57,25,0,,,,,1,,,,,0,316,15,331,623,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,606,C02,126,93,10,14,9,2,9,103,16,8,0,0,0,0,,,,,,0,390,17,407,689,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,617,C02,124,102,8,13,13,3,21,121,15,1,1,0,0,1,,,,,,0,423,20,443,729,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,VILLANUEVA,23,LUIS MOYA,798,C02,54,80,13,2,25,20,6,83,42,2,2,3,0,1,,,,,,0,333,10,343,524,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,965,C02,53,53,13,105,15,4,0,52,9,7,,,,,3,,,,,0,314,15,329,560,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,969,C02,69,92,14,132,21,0,9,72,19,10,,,,,4,,,,,0,442,14,456,717,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,JALPA,45,TABASCO,1396,C02,63,161,11,8,28,1,6,11,6,4,,,,,12,,,,,0,311,13,324,554,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1498,C02,76,99,9,8,39,4,8,59,6,3,,,,,4,,,,,0,315,10,325,583,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1535,C02,21,202,76,2,5,6,7,47,21,5,0,0,1,0,,,,,,0,393,10,403,667,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1711,C02,16,109,138,4,6,2,9,14,2,11,3,0,1,0,,,,,,0,315,8,323,523,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,606,C03,129,85,17,11,6,7,16,113,10,3,0,2,0,0,,,,,,1,399,12,412,689,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1498,C03,90,110,7,7,34,2,9,69,2,8,,,,,1,,,,,17,339,0,356,582,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,14,TRINIDAD GARCIA DE LA CADENA,350,E01,13,30,3,0,0,0,0,6,0,4,,,,,0,,,,,0,56,0,56,77,ACTA CASILLA,,,
2,32,ZACATECAS,11,VILLANUEVA,15,GENARO CODINA,364,E01,11,46,25,12,14,5,5,19,3,3,1,1,0,0,,,,,,0,145,8,153,228,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,586,E01,34,57,5,13,6,9,2,49,5,1,,,,,1,,,,,0,182,9,191,417,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,669,E01,14,16,3,1,2,0,1,11,1,0,0,0,0,0,,,,,,0,49,0,49,73,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,670,E01,11,22,1,2,0,0,0,12,2,0,0,0,0,0,,,,,,0,50,1,51,76,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,22,JUCHIPILA,742,E01,131,80,30,3,5,2,6,31,1,0,,,,,0,,,,,0,289,4,293,513,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,28,MEZQUITAL DEL ORO,878,E01,16,56,11,0,0,0,0,4,0,1,,,,,0,,,,,0,88,0,88,105,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,33,MOYAHUA DE ESTRADA,964,E01,9,41,10,0,0,11,0,3,0,2,,,,,0,,,,,0,76,1,77,115,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,34,NOCHISTLAN DE MEJIA,993,E01,10,10,8,13,2,0,4,11,14,0,,,,,0,,,,,2,72,0,74,116,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1485,E01,44,29,8,3,18,0,6,18,2,2,,,,,2,,,,,0,132,10,142,192,ACTA CASILLA,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1510,E01,27,53,22,7,39,2,10,27,5,3,,,,,3,,,,,0,198,17,215,316,ACTA CASILLA,,,
2,32,ZACATECAS,7,FRESNILLO,51,VALPARAISO,1588,E01,5,10,28,1,2,0,0,0,2,0,0,0,0,0,,,,,,0,48,2,50,75,ACTA CASILLA,,,
2,32,ZACATECAS,13,JALPA,18,JALPA,576,S01,9,6,2,2,1,3,0,11,0,1,,,,,0,,,,,0,35,0,35,0,ACTA CASILLA,,,
2,32,ZACATECAS,10,JEREZ,19,JEREZ,628,S01,23,21,3,4,1,0,4,12,3,1,1,0,0,0,,,,,,0,73,2,75,0,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,TLALTENANGO DE SANCHEZ ROMAN,49,TLALTENANGO DE SANCHEZ ROMAN,1494,S01,24,42,12,1,15,1,4,21,1,1,,,,,0,,,,,0,122,0,122,0,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,61,B,140,56,9,4,28,7,19,33,23,0,,,,,6,,,,,0,325,8,333,411,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,62,B,124,90,15,6,36,18,47,7,22,3,,,,,4,,,,,0,372,18,390,628,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,63,B,168,105,13,4,75,10,31,56,15,7,,,,,7,,,,,1,491,26,518,735,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,64,B,137,49,8,8,59,5,18,37,14,2,,,,,0,,,,,0,337,15,352,462,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,65,B,86,66,14,7,40,10,13,64,19,6,,,,,5,,,,,0,330,9,339,452,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,66,B,164,82,22,18,90,17,17,72,17,2,,,,,8,,,,,0,509,13,522,677,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,67,B,86,43,5,4,61,6,10,23,20,4,,,,,7,,,,,0,269,7,276,355,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,68,B,33,34,1,7,21,1,3,16,11,3,,,,,2,,,,,0,132,10,142,218,ACTA CASILLA,,,
2,32,ZACATECAS,16,RIO GRANDE,6,CAÑITAS DE FELIPE PESCADOR,69,B,53,73,11,2,50,5,24,28,10,1,,,,,5,,,,,0,262,7,269,384,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,398,B,3,114,14,44,3,0,3,40,0,0,,,,,0,,,,,0,221,10,231,406,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,399,B,6,131,3,69,1,2,2,18,3,0,,,,,0,,,,,0,235,25,260,423,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,400,B,0,119,2,7,4,1,2,42,0,0,,,,,0,,,,,0,177,10,187,284,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,401,B,2,42,10,16,3,0,0,10,2,0,,,,,0,,,,,0,85,3,88,174,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,402,B,2,157,17,183,3,0,1,21,3,0,,,,,0,,,,,0,387,15,402,565,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,403,B,3,80,0,10,0,0,0,24,1,0,,,,,0,,,,,0,118,5,123,185,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,404,B,2,89,4,2,3,1,0,29,1,1,,,,,0,,,,,0,132,11,143,260,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,405,B,3,75,31,54,1,0,2,64,0,0,,,,,2,,,,,0,232,9,241,371,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,406,B,3,125,1,7,3,1,5,77,2,0,,,,,0,,,,,0,224,19,243,361,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,407,B,2,161,1,6,5,4,6,67,1,0,,,,,3,,,,,0,256,20,276,382,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,408,B,1,138,23,13,0,0,0,75,0,8,,,,,1,,,,,0,259,8,267,443,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,409,B,5,224,18,12,5,2,1,106,5,3,,,,,6,,,,,0,387,10,397,620,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,410,B,0,125,35,19,6,0,0,49,0,2,,,,,2,,,,,0,238,8,246,329,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,411,B,1,133,8,11,4,1,2,39,2,0,,,,,1,,,,,0,202,7,209,348,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,412,B,2,207,10,6,1,1,1,126,1,1,,,,,0,,,,,0,356,12,368,631,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,413,B,5,197,6,7,4,0,1,59,0,0,,,,,0,,,,,0,279,7,286,433,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,414,B,6,259,1,15,6,2,2,72,3,0,,,,,0,,,,,0,366,27,393,599,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,415,B,4,117,12,12,2,0,1,14,1,0,,,,,2,,,,,0,165,8,173,341,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,416,B,0,58,2,2,0,1,0,19,0,0,,,,,0,,,,,0,82,7,89,139,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,417,B,4,42,9,4,1,1,3,10,1,0,,,,,0,,,,,0,75,1,76,126,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,418,B,4,26,1,8,3,0,2,38,0,0,,,,,0,,,,,0,82,4,86,167,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,419,B,3,69,8,10,3,1,1,33,1,1,,,,,0,,,,,0,130,7,137,238,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,420,B,0,29,5,22,7,0,0,21,0,0,,,,,0,,,,,0,84,1,85,147,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,421,B,4,133,2,19,3,1,1,37,1,0,,,,,0,,,,,0,201,6,207,278,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,422,B,0,45,17,1,0,0,1,6,0,0,,,,,0,,,,,0,70,0,70,104,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,423,B,0,54,6,6,2,1,1,19,0,0,,,,,0,,,,,0,89,3,92,149,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,424,B,0,51,0,4,0,2,1,33,2,0,,,,,0,,,,,0,93,6,99,132,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,425,B,19,195,12,12,5,1,2,35,3,0,,,,,0,,,,,0,284,8,292,454,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,426,B,1,114,2,3,2,0,0,18,4,0,,,,,0,,,,,0,144,1,145,198,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,18,JUAN ALDAMA,26,GENERAL FRANCISCO R. MURGUIA,427,B,0,58,1,7,0,0,1,32,0,0,,,,,0,,,,,0,99,2,101,149,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,718,B,9,167,6,129,7,3,3,113,13,0,,,,,4,,,,,0,454,0,454,746,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,719,B,6,111,2,79,9,0,5,88,9,0,,,,,6,,,,,0,315,12,327,553,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,720,B,2,105,1,77,7,1,2,49,4,0,,,,,4,,,,,0,252,14,266,422,ACTA CASILLA,,,
2,32,ZACATECAS,18,JUAN ALDAMA,21,JUAN ALDAMA,721,B,4,101,2,98,3,2,1,43,8,0,,,,,2,,,,,0,264,15,279,473,GRUPO DE RECUENTO,,,
