CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,ES,PRD_PAN,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,COAL_PRI_PVEM,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1732,1,2,18,56,1,3,1,3,0,2,4,3,1,0,1,,,,,,0,95,3,98,155
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1733,1,4,65,45,3,10,2,5,8,7,2,7,0,0,0,,,,,,0,158,0,158,311
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1734,1,6,187,110,12,5,1,6,10,16,11,11,0,0,0,,,,,,0,375,17,392,708
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1735,1,3,20,44,6,3,1,4,1,6,5,3,0,0,1,,,,,,0,97,1,98,158
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1736,1,3,92,80,2,4,2,6,1,2,4,11,1,2,1,,,,,,0,211,6,217,417
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1737,1,4,45,121,1,6,0,8,2,0,10,3,1,2,0,,,,,,0,203,12,215,333
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1738,1,2,84,164,5,1,1,8,3,4,11,5,1,0,0,,,,,,0,289,8,297,426
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1739,1,6,92,199,1,5,2,19,11,1,11,9,1,0,0,,,,,,0,357,11,368,571
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1740,2,44,144,204,3,24,1,68,17,12,18,21,0,5,1,,,,,,0,562,30,592,894
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1742,1,5,50,53,1,1,0,7,4,0,1,1,0,1,0,,,,,,0,124,6,130,225
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1743,1,3,51,36,0,2,0,9,4,0,3,4,1,1,0,,,,,,0,114,1,115,202
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1744,1,5,59,147,1,5,2,27,3,2,6,2,1,1,0,,,,,,0,261,8,269,423
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1745,1,5,58,197,0,6,0,10,1,0,8,6,0,0,0,,,,,,0,291,17,308,440
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1746,1,3,72,47,1,13,1,7,1,3,2,9,2,0,0,,,,,,0,161,9,170,271
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1748,1,9,101,120,3,4,1,17,2,1,8,2,1,2,0,,,,,,0,271,6,277,411
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1749,1,21,78,201,3,3,1,15,7,5,13,1,1,1,0,,,,,,0,350,5,355,602
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1750,1,6,30,64,1,4,0,10,2,0,2,2,0,0,1,,,,,,0,122,1,123,180
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1751,1,7,17,38,1,0,1,8,2,0,3,0,1,1,0,,,,,,0,79,1,80,167
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1752,1,1,28,63,2,5,1,3,0,0,2,1,1,1,0,,,,,,0,108,4,112,165
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1753,1,3,63,42,4,3,0,2,4,1,1,0,0,0,0,,,,,,0,123,0,123,211
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1755,1,25,22,72,1,4,1,1,3,1,6,2,0,0,0,,,,,,0,138,7,145,232
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1757,1,11,36,49,4,2,3,4,9,0,3,0,1,0,0,,,,,,0,122,3,125,184
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1758,1,10,34,77,1,6,0,13,2,1,6,6,1,2,1,,,,,,0,160,6,166,256
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1759,1,5,65,88,1,7,4,28,3,0,11,6,1,1,0,,,,,,0,220,13,233,407
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1761,1,5,14,48,3,1,2,3,3,1,4,0,0,2,0,,,,,,0,86,1,87,152
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1762,1,1,16,40,0,2,0,24,1,0,0,0,0,2,0,,,,,,0,86,7,93,125
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1763,1,0,16,54,0,9,0,1,0,0,4,2,0,0,0,,,,,,0,86,1,87,123
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1764,1,2,55,41,0,3,0,18,1,0,4,1,1,1,0,,,,,,0,127,11,138,235
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1769,1,13,52,114,1,4,1,13,4,0,6,4,0,1,2,,,,,,0,215,5,220,327
2,32,ZACATECAS,11,VILLANUEVA,57,VILLANUEVA,1770,1,1,19,24,2,1,0,1,0,2,1,1,0,0,0,,,,,,0,52,1,53,103
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,73,1,10,151,46,10,5,7,2,198,3,4,,,,,0,,,,,0,436,11,447,663
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,74,1,4,156,25,1,12,7,5,125,3,1,,,,,0,,,,,1,339,4,344,508
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,75,1,6,129,32,14,6,9,3,103,4,1,,,,,0,,,,,0,307,9,316,466
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,76,2,1,329,71,14,3,11,2,226,6,0,,,,,0,,,,,1,663,14,678,1037
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,77,1,19,194,40,11,9,10,4,165,5,0,,,,,0,,,,,0,457,13,470,697
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,78,1,10,180,44,7,22,9,3,146,2,2,,,,,0,,,,,0,425,5,430,539
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,79,2,11,261,51,11,7,19,13,223,3,2,,,,,2,,,,,0,603,19,622,915
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,80,2,27,208,39,16,9,15,8,184,4,3,,,,,1,,,,,1,514,18,533,802
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,82,1,3,133,17,8,3,7,2,74,0,0,,,,,0,,,,,0,247,4,251,386
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,83,1,3,103,4,1,1,1,0,106,0,0,,,,,1,,,,,0,220,4,224,290
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,84,1,8,205,23,25,10,6,2,148,3,0,,,,,1,,,,,0,431,15,446,701
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,85,1,7,42,10,5,1,2,1,52,0,0,,,,,1,,,,,0,121,4,125,209
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,86,1,1,51,3,11,0,1,0,79,0,0,,,,,0,,,,,2,146,1,149,215
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,87,1,2,55,5,0,0,1,3,57,0,0,,,,,0,,,,,0,123,6,129,184
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,91,1,1,61,2,0,0,3,3,101,0,0,,,,,0,,,,,0,171,3,174,256
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,92,1,0,66,2,1,2,4,2,90,0,0,,,,,0,,,,,0,167,6,173,261
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,93,1,0,34,1,0,0,1,0,51,0,0,,,,,0,,,,,0,87,1,88,109
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,94,1,1,48,13,1,1,0,2,68,0,0,,,,,0,,,,,0,134,4,138,209
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,95,1,3,45,3,1,1,0,0,40,1,0,,,,,0,,,,,0,94,5,99,119
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,96,1,10,95,8,4,2,4,0,66,0,2,,,,,0,,,,,0,191,8,199,260
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,98,1,0,83,2,2,0,1,2,63,1,0,,,,,0,,,,,1,154,1,156,233
2,32,ZACATECAS,12,VILLA DE COS,7,CONCEPCION DEL ORO,99,1,2,57,6,7,0,1,3,104,1,0,,,,,0,,,,,0,181,9,190,271
2,32,ZACATECAS,12,VILLA DE COS,11,EL SALVADOR,1283,1,5,36,24,1,193,0,0,23,1,0,,,,,4,,,,,0,287,7,294,364
2,32,ZACATECAS,12,VILLA DE COS,11,EL SALVADOR,1284,1,2,47,38,0,224,0,1,45,2,0,,,,,2,,,,,0,361,5,366,472
2,32,ZACATECAS,12,VILLA DE COS,11,EL SALVADOR,1285,1,0,4,46,1,38,0,0,5,0,2,,,,,0,,,,,0,96,4,100,137
2,32,ZACATECAS,12,VILLA DE COS,11,EL SALVADOR,1286,1,3,31,247,3,236,0,2,36,22,10,,,,,3,,,,,0,593,6,599,714
2,32,ZACATECAS,12,VILLA DE COS,11,EL SALVADOR,1287,1,0,51,54,0,159,0,2,5,0,2,,,,,1,,,,,0,274,7,281,359
2,32,ZACATECAS,12,VILLA DE COS,11,EL SALVADOR,1288,1,0,2,21,0,59,0,0,5,1,0,,,,,0,,,,,0,88,2,90,113
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,808,2,12,181,57,22,4,3,145,111,11,0,,,,,1,,,,,0,547,20,567,855
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,809,1,2,99,12,40,2,1,29,16,0,0,,,,,1,,,,,0,202,10,212,301
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,810,1,0,143,4,82,0,2,133,42,1,0,,,,,0,,,,,0,407,8,415,508
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,811,1,2,235,9,60,2,3,66,52,2,0,,,,,0,,,,,0,431,19,450,574
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,812,1,1,45,3,0,1,0,43,0,0,0,,,,,0,,,,,0,93,1,94,117
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,813,1,0,80,49,3,1,1,57,11,0,0,,,,,0,,,,,0,202,3,205,234
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,814,1,1,101,9,2,0,0,42,1,0,0,,,,,1,,,,,0,157,6,163,192
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,815,1,0,58,1,4,2,1,73,20,1,0,,,,,0,,,,,0,160,8,168,208
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,816,1,1,184,4,2,0,0,108,58,0,0,,,,,0,,,,,0,357,3,360,437
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,817,1,5,184,37,14,2,1,126,31,0,2,,,,,0,,,,,0,402,16,418,502
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,819,1,1,69,6,8,2,1,61,29,0,0,,,,,0,,,,,0,177,4,181,248
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,820,2,0,370,48,13,8,3,179,42,2,0,,,,,0,,,,,4,665,7,676,911
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,821,1,0,70,12,4,5,0,55,75,1,0,,,,,0,,,,,0,222,15,237,317
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,822,1,5,169,20,20,3,0,148,47,1,0,,,,,1,,,,,0,414,16,430,594
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,823,1,1,65,1,7,3,0,38,32,2,0,,,,,0,,,,,0,149,8,157,220
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,824,1,1,34,4,10,1,0,31,26,2,0,,,,,0,,,,,0,109,6,115,222
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,826,1,0,103,24,0,0,0,91,30,0,0,,,,,0,,,,,0,248,4,252,285
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,827,1,1,115,11,10,1,0,108,31,1,0,,,,,0,,,,,0,278,5,283,349
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,828,1,0,110,9,0,2,0,135,20,0,0,,,,,0,,,,,0,276,5,281,321
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,829,1,3,108,4,4,0,0,52,27,0,0,,,,,0,,,,,0,198,15,213,297
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,831,1,0,65,0,7,0,1,128,66,0,0,,,,,0,,,,,0,267,6,273,347
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,832,1,0,110,16,2,2,1,70,4,0,0,,,,,0,,,,,0,205,4,209,239
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,834,1,2,118,32,3,0,0,35,5,0,1,,,,,0,,,,,0,196,5,201,277
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,835,1,1,78,9,1,1,0,47,10,1,0,,,,,0,,,,,0,148,7,155,186
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,836,1,0,75,52,4,0,0,30,18,0,0,,,,,0,,,,,0,179,8,187,231
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,837,1,0,78,6,0,0,0,11,55,0,0,,,,,0,,,,,0,150,3,153,185
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,838,1,0,149,7,13,1,1,84,7,0,0,,,,,0,,,,,0,262,11,273,338
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,839,1,1,34,6,3,0,1,25,6,0,0,,,,,0,,,,,0,76,1,77,113
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,841,2,7,224,206,21,5,1,108,46,6,9,,,,,1,,,,,1,634,20,655,877
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,842,1,1,43,43,1,0,0,20,4,2,2,,,,,0,,,,,0,116,5,121,162
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,843,1,1,81,17,3,0,0,11,10,0,0,,,,,0,,,,,0,123,5,128,169
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,844,1,3,88,41,3,1,1,24,8,1,11,,,,,0,,,,,0,181,4,185,271
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,845,1,1,54,38,4,0,0,30,3,0,0,,,,,0,,,,,0,130,5,135,247
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,846,1,3,63,12,3,3,0,22,3,0,0,,,,,0,,,,,0,109,1,110,137
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,849,1,3,83,1,0,1,2,25,3,0,0,,,,,0,,,,,0,118,4,122,149
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,850,1,0,67,2,0,0,0,63,9,0,0,,,,,0,,,,,0,141,3,144,174
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,851,1,3,64,5,3,0,1,75,24,1,0,,,,,1,,,,,0,177,7,184,354
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,853,1,0,76,11,0,0,0,88,24,0,0,,,,,0,,,,,0,199,3,202,227
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,854,1,0,52,2,0,2,0,29,6,0,0,,,,,0,,,,,0,91,1,92,110
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,856,1,0,25,3,6,2,0,33,23,0,0,,,,,0,,,,,0,92,4,96,120
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,859,1,0,118,12,6,1,3,153,11,1,0,,,,,0,,,,,0,305,9,314,371
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,860,1,1,49,31,1,0,0,8,2,0,1,,,,,0,,,,,0,93,3,96,135
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,861,1,0,62,11,1,2,0,17,10,0,1,,,,,0,,,,,0,104,6,110,131
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,862,1,1,38,5,1,0,0,24,9,0,0,,,,,0,,,,,0,78,2,80,105
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,863,1,0,65,8,0,0,0,54,21,0,0,,,,,0,,,,,0,148,3,151,178
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,866,1,1,44,15,0,1,0,16,1,1,0,,,,,0,,,,,0,79,6,85,115
2,32,ZACATECAS,12,VILLA DE COS,25,MAZAPIL,867,1,0,92,18,2,0,1,42,2,1,3,,,,,0,,,,,0,161,5,166,213
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,868,2,18,290,316,17,2,1,7,90,1,13,,,,,2,,,,,0,757,26,783,910
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,869,1,0,169,141,10,0,0,0,47,0,1,,,,,1,,,,,0,369,13,382,445
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,870,1,1,46,47,2,0,0,0,7,0,0,,,,,0,,,,,0,103,2,105,116
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,871,1,4,159,71,6,0,1,2,45,0,0,,,,,0,,,,,0,288,5,293,334
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,873,1,1,113,98,15,0,0,2,13,0,3,,,,,0,,,,,0,245,8,253,306
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,874,1,0,62,40,20,1,1,0,1,0,0,,,,,0,,,,,0,125,5,130,163
2,32,ZACATECAS,12,VILLA DE COS,27,MELCHOR OCAMPO,875,1,0,30,68,0,0,0,0,7,0,0,,,,,0,,,,,0,105,2,107,121
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1080,2,45,211,23,228,14,3,15,83,21,2,,,,,0,,,,,1,645,35,681,917
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1081,2,15,153,16,99,6,30,2,54,7,1,,,,,1,,,,,0,384,23,407,664
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1082,2,33,206,33,236,15,3,13,71,22,13,,,,,3,,,,,0,648,18,666,1066
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1083,1,2,28,11,55,1,0,3,22,4,0,,,,,0,,,,,0,126,2,128,162
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1084,1,4,186,14,228,5,1,2,62,8,2,,,,,0,,,,,0,512,12,524,680
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1085,1,9,33,20,50,7,3,8,42,9,1,,,,,2,,,,,0,184,7,191,282
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1086,3,38,849,37,60,22,4,7,177,17,22,,,,,10,,,,,0,1243,22,1265,1737
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1087,3,39,624,39,50,11,2,6,91,12,21,,,,,5,,,,,1,900,25,926,1223
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1088,2,46,463,27,34,9,4,7,111,13,11,,,,,2,,,,,0,727,19,746,1069
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1089,2,54,268,21,386,17,8,12,75,64,2,,,,,0,,,,,0,907,38,945,1416
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1090,2,66,218,16,246,15,8,7,56,45,0,,,,,1,,,,,0,678,34,712,1046
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1091,2,9,137,20,259,4,6,6,53,46,1,,,,,0,,,,,1,541,17,559,869
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1092,1,9,102,14,32,6,3,11,50,18,3,,,,,0,,,,,0,248,2,250,355
2,32,ZACATECAS,12,VILLA DE COS,38,PANUCO,1093,1,5,113,24,142,5,1,1,15,6,0,,,,,0,,,,,0,312,11,323,440
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1609,1,15,194,101,39,27,8,3,60,15,6,,,,,3,,,,,0,471,20,491,728
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1610,2,26,233,106,42,19,11,9,85,13,6,,,,,4,,,,,0,554,21,575,823
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1611,2,22,182,74,61,20,9,17,95,19,3,,,,,2,,,,,5,504,25,534,790
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1612,4,36,491,293,131,45,31,18,206,45,14,,,,,5,,,,,3,1315,62,1380,1994
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1613,2,18,286,97,59,27,10,16,82,78,9,,,,,3,,,,,2,685,32,719,1081
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1614,2,31,246,145,60,35,10,25,129,119,15,,,,,5,,,,,1,820,32,853,1350
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1615,2,15,282,130,59,27,7,10,98,89,10,,,,,6,,,,,0,733,44,777,1234
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1616,2,13,57,72,34,2,1,4,22,1,6,,,,,1,,,,,0,213,9,222,317
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1617,1,2,38,12,23,2,0,2,14,3,0,,,,,0,,,,,0,96,7,103,149
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1618,2,10,272,160,29,10,6,4,38,10,8,,,,,5,,,,,0,552,26,578,787
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1619,1,1,58,59,17,2,0,1,4,1,6,,,,,5,,,,,0,154,6,160,211
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1620,1,1,72,24,8,3,0,0,10,1,0,,,,,1,,,,,0,120,3,123,184
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1621,1,7,85,64,29,2,4,4,17,6,3,,,,,0,,,,,0,221,12,233,356
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1622,2,9,171,112,36,19,1,1,23,15,2,,,,,1,,,,,3,390,5,398,528
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1623,1,2,54,68,7,14,4,2,17,4,3,,,,,0,,,,,0,175,10,185,232
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1624,1,7,104,119,54,49,2,3,14,5,3,,,,,8,,,,,0,368,22,390,490
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1625,1,0,38,25,10,1,0,0,4,0,2,,,,,1,,,,,0,81,5,86,112
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1626,1,5,44,55,4,2,0,2,11,2,7,,,,,0,,,,,0,132,4,136,211
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1627,2,14,117,156,35,7,1,3,18,6,6,,,,,1,,,,,1,364,23,388,570
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1628,1,18,67,94,29,13,1,2,30,7,11,,,,,2,,,,,0,274,14,288,482
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1629,1,5,71,59,28,31,16,1,42,0,14,,,,,3,,,,,0,270,14,284,403
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1630,1,5,48,63,10,6,1,0,7,11,6,,,,,9,,,,,0,166,8,174,241
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1631,1,6,31,33,57,53,17,18,50,4,1,,,,,4,,,,,0,274,14,288,420
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1632,1,2,102,163,50,3,3,1,19,6,9,,,,,1,,,,,1,359,13,373,544
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1633,1,3,116,94,60,2,4,1,55,11,14,,,,,3,,,,,0,363,20,383,578
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1634,1,11,123,69,36,5,3,3,42,9,7,,,,,0,,,,,0,308,15,323,537
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1635,1,7,166,102,49,6,6,8,34,11,2,,,,,6,,,,,0,397,9,406,676
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1636,1,11,143,156,15,12,3,7,42,20,15,,,,,1,,,,,1,425,14,440,600
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1637,2,17,232,189,23,39,10,5,60,14,15,,,,,6,,,,,0,610,14,624,811
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1638,2,16,218,200,34,15,6,10,53,40,10,,,,,2,,,,,1,604,19,624,811
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1639,1,16,198,156,29,12,7,10,23,28,10,,,,,4,,,,,7,493,9,509,746
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1640,2,46,295,266,75,43,6,22,58,56,24,,,,,7,,,,,2,898,65,965,1495
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1641,1,14,106,113,8,8,3,5,46,18,8,,,,,1,,,,,1,330,13,344,544
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1642,1,5,70,53,39,5,3,4,20,6,2,,,,,1,,,,,0,208,5,213,299
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1643,1,11,140,38,18,11,1,0,19,9,1,,,,,2,,,,,0,250,9,259,373
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1644,1,8,27,8,8,7,3,2,9,0,1,,,,,1,,,,,0,74,4,78,104
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1645,1,5,52,23,13,4,1,2,13,25,1,,,,,1,,,,,0,140,2,142,194
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1646,1,2,61,20,32,3,6,4,7,2,4,,,,,1,,,,,0,142,7,149,219
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1647,1,2,30,27,6,3,0,4,8,2,7,,,,,0,,,,,0,89,3,92,144
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1648,1,4,37,20,9,3,2,0,3,1,2,,,,,0,,,,,0,81,6,87,148
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1650,1,3,46,80,14,31,2,4,19,9,5,,,,,3,,,,,0,216,6,222,315
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1652,1,9,102,84,6,8,5,3,12,24,17,,,,,0,,,,,0,270,22,292,390
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1653,1,6,40,44,56,8,4,3,22,2,2,,,,,1,,,,,0,188,14,202,291
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1654,1,4,112,82,28,3,1,3,17,7,5,,,,,2,,,,,0,264,15,279,448
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1655,1,5,90,34,9,17,10,3,25,23,0,,,,,1,,,,,0,217,9,226,326
2,32,ZACATECAS,12,VILLA DE COS,53,VILLA DE COS,1656,1,5,46,24,5,2,1,1,7,1,0,,,,,0,,,,,0,92,2,94,129
