CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_PVEM,C_COMUN_PRD_MC,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,22,MÚGICA,60,NUEVO URECHO,1361,1,10,43,329,148,5,0,1,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,0,29,573,742
5,16,MICHOACAN,22,MÚGICA,60,NUEVO URECHO,1362,1,7,6,186,94,0,0,0,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0,11,314,437
5,16,MICHOACAN,22,MÚGICA,60,NUEVO URECHO,1363,1,4,26,250,137,1,0,0,22,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,0,25,473,647
5,16,MICHOACAN,22,MÚGICA,60,NUEVO URECHO,1364,2,5,70,272,224,6,0,1,32,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,0,39,649,1031
5,16,MICHOACAN,22,MÚGICA,60,NUEVO URECHO,1365,1,2,9,105,102,1,0,2,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,0,9,234,295
5,16,MICHOACAN,22,MÚGICA,60,NUEVO URECHO,1366,2,4,28,208,172,4,0,0,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,1,22,444,537
5,16,MICHOACAN,22,MÚGICA,60,NUEVO URECHO,1367,1,1,9,126,106,1,0,3,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,0,19,273,372
5,16,MICHOACAN,22,MÚGICA,60,NUEVO URECHO,1368,1,1,11,47,44,0,0,0,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,10,116,142
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1369,3,397,158,321,3,,0,76,77,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,0,27,1102,1747
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1370,4,633,227,367,10,,0,86,104,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,1,49,1481,2313
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1371,1,61,7,21,8,,0,2,14,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,6,120,208
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1372,1,88,13,42,6,,0,3,25,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,0,11,188,354
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1373,4,442,80,324,27,,0,47,231,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,0,61,1217,2468
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1374,1,149,61,66,0,,0,16,24,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,0,11,328,480
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1375,1,66,65,178,8,,0,6,12,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,0,8,343,575
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1376,1,129,153,146,1,,0,26,31,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,0,12,499,702
5,16,MICHOACAN,1,LA PIEDAD,61,NUMARÁN,1377,1,222,142,57,10,,0,8,50,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,0,27,517,679
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1378,2,56,126,299,218,11,5,32,35,3,,1,,,,,,,26,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,905,0,41,946,1220
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1379,3,121,110,403,236,29,6,54,42,0,,2,,,,,,,14,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,1128,0,46,1174,1560
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1380,1,38,33,168,73,3,3,6,16,4,,1,,,,,,,6,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,383,0,38,421,624
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1381,2,30,77,293,295,9,2,45,43,2,,2,,,,,,,17,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,905,0,60,965,1337
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1382,1,13,7,73,89,7,5,8,5,1,,1,,,,,,,3,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,267,0,16,283,387
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1383,2,54,103,337,257,9,5,28,53,3,,1,,,,,,,22,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,1047,0,50,1097,1428
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1384,3,38,115,267,335,37,11,7,22,6,,1,,,,,,,17,,,,,,,,,,,,,,,485,,,,,,,,,,,,,,,,,,,,,1341,0,125,1466,2039
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1385,4,18,87,368,214,35,14,13,26,2,,0,,,,,,,17,,,,,,,,,,,,,,,577,,,,,,,,,,,,,,,,,,,,,1371,0,188,1559,2290
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1386,3,33,174,144,217,9,7,9,12,4,,1,,,,,,,17,,,,,,,,,,,,,,,659,,,,,,,,,,,,,,,,,,,,,1286,0,149,1435,1850
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1387,2,36,44,281,231,28,4,9,31,2,,1,,,,,,,20,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,768,0,41,809,1097
5,16,MICHOACAN,13,ZITÁCUARO,62,OCAMPO,1388,3,51,67,437,460,35,3,13,32,4,,0,,,,,,,36,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,1191,0,56,1247,1602
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1389,2,121,191,6,2,76,48,54,165,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,0,13,677,958
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1390,2,102,143,3,2,51,61,78,131,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,0,10,581,821
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1391,2,166,213,17,5,107,117,32,258,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,0,22,940,1377
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1392,2,102,144,6,4,112,24,27,93,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,0,13,528,785
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1393,2,78,152,3,5,87,58,15,186,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,0,19,603,826
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1394,2,212,185,8,2,70,66,27,212,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,0,21,803,1163
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1395,2,98,171,6,7,58,79,11,164,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,0,12,606,897
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1396,2,116,207,2,4,115,83,29,191,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,0,34,783,1083
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1397,1,27,145,0,3,33,33,2,75,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,0,16,334,577
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1398,1,26,113,11,6,38,26,1,73,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0,13,309,592
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1399,1,36,71,12,2,54,46,5,129,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,0,16,372,637
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1400,2,34,129,8,2,95,38,15,77,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,0,12,410,771
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1401,2,184,54,6,6,44,47,4,160,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,0,15,521,868
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1402,1,126,60,4,3,78,23,5,98,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,0,7,404,749
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1403,2,28,55,6,2,58,34,8,102,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0,9,305,532
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1404,2,124,123,14,1,150,47,23,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,0,17,560,1007
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1405,2,134,89,24,5,112,91,13,100,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,0,25,594,871
5,16,MICHOACAN,9,LOS REYES,63,PAJACUARÁN,1406,2,113,30,1,5,89,18,20,49,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,0,6,331,506
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1407,1,3,10,54,12,11,5,,74,,,,,,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,4,8,184,282
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1408,1,5,17,86,15,20,4,,87,,,,,,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,1,11,250,364
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1409,2,3,71,207,32,79,6,,221,,,,,,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,11,21,658,987
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1410,1,2,55,171,15,68,4,,101,,,,,,6,3,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,0,32,465,692
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1411,2,3,29,144,24,127,7,,165,,,,,,2,0,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,6,16,531,811
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1412,2,6,29,180,32,48,12,,188,,,,,,7,5,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,7,23,549,881
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1413,2,6,48,193,47,110,9,,249,,,,,,2,0,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,8,28,713,1114
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1414,1,10,37,108,29,41,5,,148,,,,,,0,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,0,26,410,747
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1415,1,12,10,90,11,55,7,,72,,,,,,1,1,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,3,21,290,589
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1416,1,1,2,32,2,2,4,,42,,,,,,0,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,3,92,211
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1417,2,4,18,244,20,18,8,,277,,,,,,5,2,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,19,28,656,1214
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1418,2,3,8,127,5,54,3,,33,,,,,,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,4,17,258,432
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1419,1,2,14,204,8,36,5,,140,,,,,,2,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,1,11,429,711
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1420,1,5,5,86,15,13,3,,96,,,,,,1,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,11,6,245,401
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1421,3,11,15,377,21,33,19,,322,,,,,,2,2,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,0,39,851,1557
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1422,1,1,10,74,11,47,2,,108,,,,,,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,1,6,262,403
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1423,1,3,22,115,23,24,9,,141,,,,,,1,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,5,14,361,517
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1424,2,7,17,173,25,140,7,,153,,,,,,6,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,1,21,556,975
5,16,MICHOACAN,2,PURUÁNDIRO,64,PANINDÍCUARO,1425,2,1,14,199,19,42,7,,132,,,,,,3,1,0,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,0,25,453,907
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1426,2,1,50,182,10,15,6,2,300,,,0,6,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,0,19,599,964
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1427,3,16,114,305,21,32,14,6,748,,,0,7,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,0,40,1315,2224
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1428,3,3,52,132,16,26,9,7,660,,,0,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,0,35,952,1417
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1429,1,0,53,29,3,8,2,1,365,,,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,0,5,468,658
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1430,2,8,80,126,15,41,1,2,292,,,0,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,0,28,605,901
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1431,2,2,123,140,20,34,7,4,318,,,0,4,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,0,31,691,1043
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1432,2,2,111,330,7,3,9,3,261,,,0,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731,0,39,770,1111
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1433,2,1,126,427,0,12,21,0,294,,,0,0,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,0,45,936,1403
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1434,4,5,280,699,10,41,20,3,504,,,0,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570,0,71,1641,2480
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1435,3,4,111,454,18,23,7,2,373,,,0,3,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,0,40,1041,1523
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1436,3,6,91,335,7,44,9,6,467,,,0,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973,0,43,1016,1629
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1437,2,1,43,115,16,22,5,5,350,,,0,0,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,0,8,569,876
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1438,1,0,109,136,1,9,0,0,50,,,0,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,0,22,329,545
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,1439,1,4,26,91,8,12,10,2,232,,,0,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,0,15,405,624
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,2671,1,8,10,57,11,9,8,5,198,,,0,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,0,13,322,668
5,16,MICHOACAN,22,MÚGICA,65,PARÁCUARO,2672,1,1,17,56,9,3,4,1,97,,,0,4,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,0,22,220,333
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1440,6,28,264,367,17,833,14,6,259,,,,,,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791,0,81,1872,1934
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1441,2,8,123,183,4,356,2,0,105,,,,,,4,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,0,38,824,1197
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1442,2,8,125,184,0,315,0,3,53,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,0,27,716,995
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1443,2,16,132,155,5,451,5,1,94,,,,,,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,0,27,890,1223
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1444,2,7,151,139,3,440,2,1,72,,,,,,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819,8,10,837,1106
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1445,3,9,155,176,7,719,1,2,120,,,,,,1,1,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197,0,32,1229,1803
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1446,3,13,128,283,10,758,6,2,155,,,,,,3,0,0,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369,1,65,1435,2060
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1447,2,6,58,188,9,391,5,7,132,,,,,,8,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,0,31,836,1323
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1448,4,27,125,321,11,587,8,5,219,,,,,,5,1,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316,0,85,1401,2251
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1449,4,5,16,251,26,39,6,5,339,,,,,,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,0,83,774,2531
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1450,3,16,130,286,18,88,11,8,178,,,,,,7,3,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,0,63,813,1923
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1452,3,1,185,384,18,55,23,3,130,,,,,,3,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808,0,48,856,1521
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1453,2,2,22,158,12,53,3,6,202,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,0,21,480,1044
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1454,2,7,99,175,11,138,18,8,253,,,,,,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,0,59,779,1225
5,16,MICHOACAN,5,PARACHO,66,PARACHO,1455,3,11,80,296,40,52,28,10,342,,,,,,0,2,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,0,58,929,1834
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1456,3,33,197,135,76,103,9,34,502,21,,,,,4,1,4,3,14,,,,,,,,,,,,,,,,38,113,,,,,,,,,,,,,,,,,,,1287,3,52,1342,2084
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1457,2,17,159,90,48,64,20,54,245,17,,,,,1,1,0,1,7,,,,,,,,,,,,,,,,27,56,,,,,,,,,,,,,,,,,,,807,0,40,847,1331
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1458,4,40,235,161,119,114,25,17,487,26,,,,,4,3,0,0,25,,,,,,,,,,,,,,,,75,73,,,,,,,,,,,,,,,,,,,1404,2,80,1486,2552
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1459,5,41,331,158,99,209,13,22,509,30,,,,,1,1,0,3,21,,,,,,,,,,,,,,,,54,85,,,,,,,,,,,,,,,,,,,1577,0,104,1681,3180
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1460,3,61,213,119,88,79,22,12,404,29,,,,,5,1,0,0,15,,,,,,,,,,,,,,,,39,55,,,,,,,,,,,,,,,,,,,1142,0,64,1206,1995
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1461,2,20,86,38,30,41,8,5,137,9,,,,,0,1,0,0,7,,,,,,,,,,,,,,,,15,22,,,,,,,,,,,,,,,,,,,419,1,18,438,779
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1462,2,39,154,107,46,70,18,9,233,24,,,,,0,5,0,1,7,,,,,,,,,,,,,,,,15,42,,,,,,,,,,,,,,,,,,,770,1,70,841,1493
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1463,2,17,127,55,29,29,7,6,121,12,,,,,1,0,0,1,2,,,,,,,,,,,,,,,,15,26,,,,,,,,,,,,,,,,,,,448,0,34,482,999
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1464,2,13,126,28,50,25,7,6,193,8,,,,,0,0,0,0,2,,,,,,,,,,,,,,,,16,61,,,,,,,,,,,,,,,,,,,535,1,24,560,890
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1465,2,11,152,62,45,28,11,13,221,20,,,,,2,0,0,1,4,,,,,,,,,,,,,,,,19,27,,,,,,,,,,,,,,,,,,,616,0,13,629,1022
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1466,2,17,152,40,35,48,9,2,158,19,,,,,0,0,0,0,3,,,,,,,,,,,,,,,,23,39,,,,,,,,,,,,,,,,,,,545,0,24,569,847
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1467,3,35,162,86,69,76,18,9,267,31,,,,,1,0,0,1,12,,,,,,,,,,,,,,,,43,53,,,,,,,,,,,,,,,,,,,863,0,52,915,1650
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1468,1,20,98,13,20,21,1,3,99,2,,,,,2,0,1,0,3,,,,,,,,,,,,,,,,9,20,,,,,,,,,,,,,,,,,,,312,0,4,316,449
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1469,2,20,132,18,38,50,0,9,201,20,,,,,1,0,0,0,5,,,,,,,,,,,,,,,,18,35,,,,,,,,,,,,,,,,,,,547,0,25,572,847
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1470,7,84,413,279,191,233,30,22,880,46,,,,,6,4,1,0,27,,,,,,,,,,,,,,,,129,142,,,,,,,,,,,,,,,,,,,2487,6,120,2613,4355
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1471,3,45,166,50,86,83,12,8,332,16,,,,,2,0,0,0,5,,,,,,,,,,,,,,,,27,71,,,,,,,,,,,,,,,,,,,903,0,52,955,1545
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1472,2,18,176,43,44,80,9,6,227,10,,,,,0,1,0,0,11,,,,,,,,,,,,,,,,33,65,,,,,,,,,,,,,,,,,,,723,0,26,749,1194
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1473,3,31,269,66,78,91,18,7,347,13,,,,,2,0,1,0,20,,,,,,,,,,,,,,,,50,62,,,,,,,,,,,,,,,,,,,1055,0,56,1111,1874
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1474,5,46,243,182,100,109,35,15,435,47,,,,,5,2,0,0,9,,,,,,,,,,,,,,,,56,64,,,,,,,,,,,,,,,,,,,1348,0,78,1426,3082
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1475,3,39,193,93,93,79,19,12,334,12,,,,,1,1,0,1,9,,,,,,,,,,,,,,,,38,83,,,,,,,,,,,,,,,,,,,1007,2,62,1071,1874
5,16,MICHOACAN,15,PÁTZCUARO,67,PÁTZCUARO,1476,7,82,418,266,205,160,44,37,595,32,,,,,9,5,1,1,33,,,,,,,,,,,,,,,,87,106,,,,,,,,,,,,,,,,,,,2081,1,145,2227,4861
