CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_PVEM,C_COMUN_PRD_MC,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,506,1,45,36,4,19,7,0,5,10,,,,,,2,1,0,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,10,142,229
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,508,3,127,180,43,189,64,18,5,117,,,,,,2,2,1,1,24,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,0,62,854,1832
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,509,1,43,40,8,55,6,4,3,29,,,,,,0,0,0,0,6,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0,6,208,284
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,510,4,243,256,71,357,41,7,5,148,,,,,,14,3,1,0,26,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188,0,91,1279,2411
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,511,3,217,213,48,234,43,10,3,123,,,,,,9,7,2,0,40,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,0,70,1033,1830
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,512,1,87,83,9,58,12,2,1,22,,,,,,1,3,0,1,11,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,0,15,309,538
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,513,3,231,418,50,143,60,11,13,125,,,,,,5,5,0,0,13,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,0,69,1191,2151
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,514,2,69,104,53,130,25,4,6,40,,,,,,0,1,0,0,1,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,0,38,482,998
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,515,1,84,64,31,40,34,8,5,27,,,,,,1,1,0,0,3,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0,20,334,533
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,516,2,122,78,20,100,35,5,4,55,,,,,,3,3,0,0,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,0,22,459,832
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,517,4,278,255,69,192,85,17,4,138,,,,,,4,3,2,0,23,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102,0,50,1152,2438
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,518,1,10,68,4,31,30,2,0,18,,,,,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,0,14,177,336
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,519,1,8,26,5,7,1,2,1,18,,,,,,0,0,0,0,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,2,73,125
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,520,1,56,24,8,28,7,4,2,35,,,,,,1,0,2,0,6,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,0,7,190,423
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,521,3,147,169,77,90,78,13,21,170,,,,,,6,3,4,2,27,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,0,57,938,1737
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,522,1,25,60,6,51,19,2,2,12,,,,,,1,4,1,0,3,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,0,10,218,394
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,523,1,35,41,32,36,88,7,4,37,,,,,,0,0,0,0,2,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,0,13,303,479
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,524,1,24,42,25,77,23,3,8,51,,,,,,0,1,0,0,12,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,0,11,281,533
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,525,1,25,105,14,107,10,5,5,37,,,,,,0,1,0,0,23,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,0,15,366,532
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,526,3,190,226,69,130,73,21,4,96,,,,,,11,4,1,1,17,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,0,101,1081,1954
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,527,3,213,203,60,186,57,11,4,98,,,,,,9,3,4,0,19,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,0,121,1063,2126
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,528,1,20,28,17,109,15,2,2,68,,,,,,0,1,0,0,27,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,0,12,312,631
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,529,1,21,25,33,58,3,4,0,91,,,,,,0,1,0,0,0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,0,13,254,526
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,530,1,9,11,14,54,6,2,1,51,,,,,,1,0,0,0,8,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,0,8,167,339
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,531,1,39,174,20,43,9,2,0,33,,,,,,0,2,0,1,5,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,0,30,381,533
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,532,2,76,145,51,95,11,1,4,66,,,,,,2,3,0,0,3,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,0,16,503,801
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,533,1,9,27,1,23,3,0,0,4,,,,,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,3,70,108
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,534,1,85,130,32,34,18,4,1,34,,,,,,3,1,0,0,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,0,14,363,538
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,535,1,18,8,6,9,3,3,0,8,,,,,,0,2,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,1,59,97
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,536,1,20,37,9,21,5,0,1,10,,,,,,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,0,3,106,148
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,537,1,55,32,20,20,8,1,5,19,,,,,,3,2,1,0,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,10,180,320
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,538,1,59,30,10,28,6,5,2,15,,,,,,0,0,2,0,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,0,14,177,317
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,539,1,67,33,5,42,13,0,3,20,,,,,,3,1,4,1,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,0,16,212,400
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,540,1,24,30,6,20,8,0,0,16,,,,,,0,2,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,6,112,196
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,541,1,16,27,7,71,1,0,1,22,,,,,,0,1,0,0,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,5,156,204
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,542,1,39,135,13,140,12,2,4,39,,,,,,1,1,2,0,26,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,0,23,445,688
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,543,1,22,27,5,10,10,4,0,6,,,,,,0,0,0,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,1,87,135
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,544,2,47,126,32,147,15,4,4,80,,,,,,0,2,0,0,43,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,0,37,543,825
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,545,2,123,190,13,131,10,0,5,38,,,,,,0,0,0,0,2,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,0,20,588,921
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,546,4,303,619,121,275,39,12,9,130,,,,,,3,14,1,1,31,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634,0,63,1697,2773
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,547,1,25,42,3,30,4,1,1,12,,,,,,0,1,0,0,3,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,6,137,213
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,548,1,34,55,46,51,29,9,3,58,,,,,,1,1,2,0,11,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,0,29,335,612
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,549,2,85,86,97,137,71,13,8,136,,,,,,1,2,1,1,28,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,0,44,716,1538
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,550,1,41,99,26,60,1,1,4,88,,,,,,3,5,0,0,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,0,13,348,650
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,551,1,7,98,5,29,2,0,0,10,,,,,,0,0,0,0,5,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,0,9,176,304
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,552,1,18,44,13,11,8,0,1,12,,,,,,1,0,0,0,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,7,118,234
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,557,2,9,457,74,15,51,1,,57,,,0,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,1,31,703,1136
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,558,3,20,663,122,21,50,6,,116,,,0,2,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016,0,64,1080,1714
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,559,3,22,642,124,13,71,7,,118,,,0,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,0,53,1060,1632
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,560,2,10,433,73,11,23,2,,50,,,0,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,0,30,634,962
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,561,2,4,428,57,8,41,2,,53,,,0,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,0,32,631,945
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,562,2,15,388,77,24,23,8,,91,,,0,1,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,1,51,689,1144
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,563,1,0,98,15,3,2,0,,15,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,0,1,134,204
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,564,2,26,292,49,26,25,10,,103,,,1,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,0,49,584,883
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,565,1,9,162,56,10,14,6,,50,,,0,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,0,12,323,584
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,566,2,11,288,34,15,21,7,,62,,,0,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,0,31,475,775
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,567,1,4,135,20,9,10,5,,71,,,0,0,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,0,11,272,461
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,568,2,9,248,23,13,9,7,,132,,,0,0,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,0,25,474,825
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,569,2,8,174,25,15,6,4,,99,,,0,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0,17,353,523
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,570,2,10,205,120,10,21,9,,54,,,0,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,0,44,477,827
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,571,2,6,321,76,10,13,4,,49,,,0,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,0,26,509,778
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,572,3,12,692,64,44,9,18,,396,,,0,0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247,0,40,1287,2061
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,573,2,10,737,40,12,5,11,,71,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,1,17,904,1434
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,574,2,13,540,42,10,8,5,,72,,,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,0,24,717,1213
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,575,1,6,229,43,9,6,7,,44,,,0,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,0,28,374,562
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,576,1,2,91,16,11,8,7,,45,,,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,0,15,198,384
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,577,2,8,75,23,29,19,23,,238,,,0,0,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,0,20,445,878
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,578,2,5,272,32,20,8,14,,202,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,0,21,574,965
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,579,2,11,419,30,10,6,4,,62,,,0,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,0,19,564,846
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,2666,1,5,68,39,2,2,2,,19,,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,0,9,147,250
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,2667,1,1,84,14,6,11,2,,9,,,0,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,1,14,144,248
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,2668,1,4,298,19,7,2,4,,26,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,0,17,377,612
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,2669,2,7,186,49,25,31,16,,158,,,0,1,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,0,29,510,881
5,16,MICHOACAN,22,MÚGICA,35,LA HUACANA,2670,1,1,224,10,7,4,6,,29,,,0,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,0,5,288,553
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,580,2,130,97,100,34,8,9,22,302,,,2,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,0,40,751,1170
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,581,2,141,98,74,19,4,8,18,170,,,3,1,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,0,29,575,899
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,582,1,107,86,25,7,1,4,6,65,,,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,1,17,323,519
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,583,2,187,85,49,6,2,6,19,118,,,2,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,3,12,490,767
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,584,2,225,179,116,17,4,15,39,195,,,1,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,1,30,828,1286
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,585,1,99,92,53,5,1,0,11,69,,,3,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,0,11,345,572
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,586,2,209,195,106,18,9,9,10,207,,,1,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,0,27,796,1248
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,587,1,123,50,54,5,3,2,4,48,,,3,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,1,13,307,646
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,588,2,160,73,384,16,4,9,21,93,,,3,0,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767,0,41,808,1183
5,16,MICHOACAN,2,PURUÁNDIRO,36,HUANDACAREO,589,3,300,242,233,12,2,38,22,194,,,10,0,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,0,31,1090,1602
5,16,MICHOACAN,2,PURUÁNDIRO,37,HUANÍQUEO,590,1,13,12,132,69,0,0,5,105,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0,26,362,595
5,16,MICHOACAN,2,PURUÁNDIRO,37,HUANÍQUEO,591,1,8,12,136,45,4,2,12,105,,,0,2,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,0,24,361,588
5,16,MICHOACAN,2,PURUÁNDIRO,37,HUANÍQUEO,592,2,38,21,319,88,1,2,18,202,,,0,0,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,0,38,751,1281
5,16,MICHOACAN,2,PURUÁNDIRO,37,HUANÍQUEO,593,2,8,42,213,70,1,1,12,165,,,0,2,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,0,19,542,989
5,16,MICHOACAN,2,PURUÁNDIRO,37,HUANÍQUEO,594,1,3,2,198,18,0,1,2,25,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,0,17,266,468
5,16,MICHOACAN,2,PURUÁNDIRO,37,HUANÍQUEO,595,1,4,4,127,26,1,2,0,55,,,0,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,0,5,226,355
5,16,MICHOACAN,2,PURUÁNDIRO,37,HUANÍQUEO,596,1,4,7,110,24,3,1,1,63,,,1,3,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,11,234,479
5,16,MICHOACAN,2,PURUÁNDIRO,37,HUANÍQUEO,597,1,10,2,143,13,0,1,3,73,,,0,0,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,0,11,265,470
5,16,MICHOACAN,2,PURUÁNDIRO,37,HUANÍQUEO,598,2,35,16,159,47,0,5,2,144,,,1,0,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,0,26,450,980
5,16,MICHOACAN,2,PURUÁNDIRO,37,HUANÍQUEO,599,1,8,19,273,26,3,2,10,113,,,0,0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,0,29,488,691
5,16,MICHOACAN,2,PURUÁNDIRO,37,HUANÍQUEO,600,1,4,9,131,47,2,3,8,118,,,0,1,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,0,23,357,673
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,601,1,0,50,272,4,,1,6,95,,,,,,6,5,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,0,21,462,788
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,602,2,11,63,259,12,,4,4,62,,,,,,4,6,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,0,21,451,902
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,603,2,8,90,455,10,,4,9,78,,,,,,8,4,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,0,27,699,1250
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,604,2,13,84,432,15,,3,18,131,,,,,,5,2,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,0,28,736,1275
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,605,2,10,152,410,15,,5,4,175,,,,,,3,2,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,0,33,813,1423
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,606,2,18,98,447,26,,4,6,145,,,,,,6,3,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,0,42,803,1474
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,607,2,14,122,364,16,,3,10,117,,,,,,7,4,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,0,26,692,1352
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,608,2,15,133,329,13,,1,7,126,,,,,,4,2,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,0,19,652,1052
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,609,2,34,220,389,17,,7,11,139,,,,,,6,3,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,0,27,861,1384
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,610,2,16,130,374,15,,4,8,135,,,,,,2,3,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,1,22,719,1274
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,611,2,28,119,403,10,,4,8,144,,,,,,3,5,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,0,15,745,1197
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,612,2,9,104,260,13,,3,9,82,,,,,,3,1,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,0,28,518,865
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,613,4,27,229,698,17,,4,15,180,,,,,,6,6,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188,0,64,1252,2277
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,614,2,18,168,409,17,,8,7,146,,,,,,5,1,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787,0,44,831,1451
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,615,1,5,25,179,2,,1,1,9,,,,,,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,0,8,234,377
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,616,1,21,38,280,6,,1,4,18,,,,,,3,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,0,12,387,657
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,617,1,0,15,107,0,,0,0,4,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,0,8,134,243
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,618,1,0,8,162,1,,0,1,7,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,0,5,184,324
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,619,1,1,46,222,11,,1,2,41,,,,,,3,2,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,0,21,359,636
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,621,1,7,60,139,7,,2,8,30,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,0,11,264,561
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,622,1,3,57,197,2,,2,7,135,,,,,,1,2,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,2,29,446,743
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,623,2,7,68,243,13,,6,1,117,,,,,,4,1,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,0,27,493,823
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,624,1,6,27,49,9,,0,1,40,,,,,,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,12,146,283
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,625,1,3,74,171,11,,2,1,48,,,,,,2,3,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,0,19,341,588
5,16,MICHOACAN,18,HUETAMO,38,HUETAMO,626,1,4,15,49,1,,1,0,14,,,,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,7,92,168
