CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAS,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,C_COMUN_ PRI_PVEM,C_COMUN_MC_PAS,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,810,1,28,37,8,2,4,1,0,42,5,1,0,0,0,0,,0,,,,,,,,,,,,11,33,,,,,,,0,172,6,178,302
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,811,1,11,24,1,1,0,0,0,10,5,0,0,0,0,0,,0,,,,,,,,,,,,5,13,,,,,,,0,70,2,72,122
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,812,1,13,27,1,1,4,0,2,6,5,4,0,0,0,0,,0,,,,,,,,,,,,3,16,,,,,,,0,82,2,84,179
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,813,1,24,45,7,4,6,2,1,27,3,2,0,0,0,0,,0,,,,,,,,,,,,4,14,,,,,,,0,139,1,140,291
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,814,1,8,37,2,0,1,1,9,11,3,1,0,0,0,0,,0,,,,,,,,,,,,2,10,,,,,,,0,85,5,90,173
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,815,1,15,20,0,0,1,0,3,13,4,0,1,0,0,0,,0,,,,,,,,,,,,3,7,,,,,,,0,67,4,71,143
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,816,1,8,22,0,1,0,0,4,12,2,1,0,1,0,0,,0,,,,,,,,,,,,1,10,,,,,,,0,62,1,63,118
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,817,1,10,47,0,3,5,3,0,7,12,2,0,0,0,0,,1,,,,,,,,,,,,8,19,,,,,,,1,117,1,119,229
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,818,1,18,61,1,0,1,1,4,19,10,5,0,0,0,0,,0,,,,,,,,,,,,11,15,,,,,,,1,146,5,152,263
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,819,1,23,37,2,2,2,1,3,26,13,2,0,2,0,0,,0,,,,,,,,,,,,4,28,,,,,,,0,145,6,151,324
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,846,1,39,82,2,2,5,0,6,28,12,3,1,0,1,0,,0,,,,,,,,,,,,0,21,,,,,,,1,202,11,214,458
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,849,1,32,37,0,2,2,2,0,15,7,8,0,0,0,0,,0,,,,,,,,,,,,2,16,,,,,,,0,123,1,124,244
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,850,1,46,95,4,3,6,2,12,38,11,2,0,1,0,0,,0,,,,,,,,,,,,6,30,,,,,,,0,256,7,263,486
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,851,1,27,52,3,2,2,1,0,24,14,1,0,0,0,0,,0,,,,,,,,,,,,10,11,,,,,,,0,147,4,151,333
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,852,1,14,21,1,1,0,1,0,19,3,3,0,1,0,0,,0,,,,,,,,,,,,4,19,,,,,,,0,87,2,89,210
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,853,1,26,31,0,0,0,0,2,19,7,1,0,1,1,0,,0,,,,,,,,,,,,5,15,,,,,,,0,108,5,113,237
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,854,1,27,32,7,1,2,0,2,21,8,3,0,0,0,0,,0,,,,,,,,,,,,10,29,,,,,,,0,142,4,146,258
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,856,1,11,23,3,2,0,1,1,18,3,1,1,1,0,0,,1,,,,,,,,,,,,7,9,,,,,,,1,82,4,87,190
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,857,1,10,30,2,2,4,0,4,12,3,1,0,0,0,0,,0,,,,,,,,,,,,13,12,,,,,,,0,93,4,97,180
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,858,1,20,21,2,0,1,0,4,15,3,0,0,0,0,0,,0,,,,,,,,,,,,3,17,,,,,,,0,86,2,88,185
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,859,1,37,55,2,3,4,1,4,31,6,0,0,0,0,0,,0,,,,,,,,,,,,11,32,,,,,,,0,186,5,191,373
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,860,1,24,43,8,1,3,2,6,28,10,4,1,0,1,0,,0,,,,,,,,,,,,5,10,,,,,,,1,146,3,150,333
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,861,1,7,33,0,1,3,2,1,35,4,1,0,0,0,0,,0,,,,,,,,,,,,2,10,,,,,,,0,99,0,99,196
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,862,1,14,49,1,1,2,2,0,20,7,5,1,0,0,0,,0,,,,,,,,,,,,2,7,,,,,,,0,111,6,117,223
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,863,1,20,46,4,0,8,3,0,35,7,4,0,0,0,0,,0,,,,,,,,,,,,2,14,,,,,,,0,143,6,149,303
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,864,1,10,29,2,0,0,3,0,28,8,1,0,0,0,0,,0,,,,,,,,,,,,1,8,,,,,,,0,90,0,90,196
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,865,1,23,31,4,1,1,0,3,25,8,2,0,0,1,1,,0,,,,,,,,,,,,5,7,,,,,,,0,112,4,116,289
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,866,1,23,51,2,3,2,1,3,40,24,3,1,0,0,0,,1,,,,,,,,,,,,7,16,,,,,,,0,177,6,183,372
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,867,1,25,33,2,0,1,2,2,21,13,8,1,0,0,0,,1,,,,,,,,,,,,8,26,,,,,,,0,143,8,151,285
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,868,1,19,36,1,0,5,3,3,12,8,4,0,1,0,0,,1,,,,,,,,,,,,4,30,,,,,,,0,127,5,132,233
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,869,1,30,30,1,1,1,2,1,14,5,4,0,0,0,0,,0,,,,,,,,,,,,13,19,,,,,,,0,121,6,127,214
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,870,1,10,41,7,1,4,1,1,27,3,1,0,0,0,0,,0,,,,,,,,,,,,12,17,,,,,,,0,125,2,127,222
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,871,1,13,20,2,2,1,1,1,11,9,0,0,1,0,0,,0,,,,,,,,,,,,6,10,,,,,,,0,77,2,79,173
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,872,1,30,51,2,2,3,0,2,4,3,2,2,0,0,0,,0,,,,,,,,,,,,37,45,,,,,,,0,183,7,190,348
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,873,1,60,61,3,3,2,1,5,17,11,4,0,0,0,0,,0,,,,,,,,,,,,31,63,,,,,,,0,261,8,269,459
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,874,1,33,32,2,2,2,5,7,22,11,0,0,1,0,0,,0,,,,,,,,,,,,8,26,,,,,,,0,151,6,157,266
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,875,1,24,50,2,4,1,1,1,26,7,0,0,2,0,0,,0,,,,,,,,,,,,7,15,,,,,,,0,140,8,148,325
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,876,1,7,9,3,0,2,0,1,7,2,1,0,0,0,0,,0,,,,,,,,,,,,3,6,,,,,,,0,41,2,43,114
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,877,1,18,44,2,1,0,2,0,34,12,0,1,0,1,0,,0,,,,,,,,,,,,8,17,,,,,,,0,140,3,143,289
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,878,1,11,22,1,0,2,0,1,16,9,3,0,0,0,0,,0,,,,,,,,,,,,7,9,,,,,,,0,81,4,85,219
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,879,1,15,35,3,1,2,0,1,14,2,4,0,0,0,0,,0,,,,,,,,,,,,7,15,,,,,,,0,99,1,100,206
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,880,1,14,35,0,2,1,0,1,22,5,2,0,0,0,0,,0,,,,,,,,,,,,6,12,,,,,,,0,100,9,109,232
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,881,1,60,58,4,0,4,2,4,35,10,0,0,0,0,0,,0,,,,,,,,,,,,14,50,,,,,,,2,241,5,248,416
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,882,1,28,15,3,1,0,0,2,11,3,0,0,0,0,0,,0,,,,,,,,,,,,10,8,,,,,,,0,81,1,82,134
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,883,1,27,32,1,0,0,0,1,4,5,1,0,0,0,0,,0,,,,,,,,,,,,17,35,,,,,,,0,123,4,127,236
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,884,1,32,63,9,1,1,1,2,10,13,0,0,0,0,0,,0,,,,,,,,,,,,23,49,,,,,,,0,204,6,210,358
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,885,5,246,398,37,8,16,12,19,154,59,12,3,2,1,0,0,0,,,,,,,,,,,,116,433,,,,,,,2,1516,45,1563,3204
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,886,1,60,82,4,1,3,3,5,37,15,4,0,0,0,0,,1,,,,,,,,,,,,22,68,,,,,,,0,305,19,324,718
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,918,1,57,132,5,2,3,0,6,63,7,6,1,0,0,0,,0,,,,,,,,,,,,19,54,,,,,,,0,355,12,367,721
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,919,1,40,103,7,0,10,0,1,40,16,6,2,1,0,0,,0,,,,,,,,,,,,11,28,,,,,,,0,265,8,273,587
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,920,1,40,75,5,2,3,2,2,33,15,3,0,0,2,0,,0,,,,,,,,,,,,6,12,,,,,,,0,200,7,207,426
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,921,1,34,65,1,3,5,0,5,41,11,7,1,1,0,0,,0,,,,,,,,,,,,12,27,,,,,,,1,213,5,219,448
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,922,1,30,92,3,0,9,6,4,38,10,5,1,2,0,0,,0,,,,,,,,,,,,8,21,,,,,,,0,229,13,242,461
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,923,1,28,74,6,1,1,1,1,13,16,0,1,0,0,0,,0,,,,,,,,,,,,7,19,,,,,,,0,168,12,180,339
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,924,1,32,55,3,3,4,5,2,27,19,2,1,1,1,0,,0,,,,,,,,,,,,7,29,,,,,,,0,191,6,197,421
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,925,1,36,58,3,1,3,4,2,43,5,1,0,0,0,0,,0,,,,,,,,,,,,16,22,,,,,,,0,194,8,202,356
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,933,8,455,720,48,27,39,23,66,451,185,34,8,7,3,0,0,8,,,,,,,,,,,,127,371,,,,,,,3,2572,65,2640,5161
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,934,6,297,504,30,13,30,20,29,270,114,22,1,1,2,0,0,2,,,,,,,,,,,,164,355,,,,,,,5,1854,64,1923,3733
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,935,1,40,68,2,2,1,5,3,58,11,9,0,0,0,0,,0,,,,,,,,,,,,2,6,,,,,,,0,207,11,218,623
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,936,1,36,73,2,1,4,2,3,29,9,4,2,2,0,0,,4,,,,,,,,,,,,0,10,,,,,,,0,181,5,186,521
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,937,1,15,44,2,2,3,1,4,32,13,1,0,1,0,0,,0,,,,,,,,,,,,4,9,,,,,,,0,131,3,134,322
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,938,1,24,30,2,0,3,1,0,21,14,1,0,0,0,0,,0,,,,,,,,,,,,4,4,,,,,,,0,104,0,104,214
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,939,1,27,64,2,4,0,0,2,43,5,6,1,1,0,0,,0,,,,,,,,,,,,3,4,,,,,,,0,162,6,168,378
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,940,1,23,44,0,1,3,1,3,21,5,0,1,0,1,0,,1,,,,,,,,,,,,7,6,,,,,,,0,117,10,127,297
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,941,1,19,30,0,1,1,2,2,20,14,2,0,0,0,0,,0,,,,,,,,,,,,12,28,,,,,,,0,131,5,136,254
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,942,1,23,31,2,1,1,0,2,9,6,0,0,0,0,0,,0,,,,,,,,,,,,13,20,,,,,,,1,108,2,111,179
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,943,1,5,13,0,1,0,0,1,11,1,1,0,0,0,0,,0,,,,,,,,,,,,3,11,,,,,,,0,47,4,51,101
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,944,1,8,11,2,1,0,0,1,7,4,2,0,0,0,0,,0,,,,,,,,,,,,14,15,,,,,,,0,65,0,65,126
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,945,1,12,26,2,2,0,4,4,5,4,2,0,0,0,0,,0,,,,,,,,,,,,13,18,,,,,,,0,92,4,96,160
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,946,1,18,27,1,1,3,1,3,13,6,0,0,0,0,0,,0,,,,,,,,,,,,5,14,,,,,,,1,92,5,98,167
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,947,1,23,28,3,0,1,0,2,13,6,1,0,0,0,0,,0,,,,,,,,,,,,5,20,,,,,,,0,102,7,109,193
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,948,1,20,35,4,0,2,0,2,18,5,0,0,0,0,0,,0,,,,,,,,,,,,6,5,,,,,,,0,97,7,104,214
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,949,1,37,40,0,1,1,2,1,11,13,0,2,0,0,0,,0,,,,,,,,,,,,2,11,,,,,,,0,121,4,125,278
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,950,1,19,39,1,2,3,2,1,16,10,0,0,0,0,1,,1,,,,,,,,,,,,2,10,,,,,,,0,107,2,109,238
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,951,1,21,59,1,2,4,0,1,19,8,0,1,0,0,0,,0,,,,,,,,,,,,4,9,,,,,,,0,129,5,134,316
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,952,5,215,459,12,3,13,6,19,76,38,6,4,2,1,0,0,0,,,,,,,,,,,,101,352,,,,,,,3,1307,29,1339,2371
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,953,1,14,40,1,1,0,0,1,21,10,0,2,0,0,0,,1,,,,,,,,,,,,4,18,,,,,,,0,113,3,116,210
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,954,1,23,39,1,1,0,1,0,24,8,0,0,0,0,0,,1,,,,,,,,,,,,7,17,,,,,,,0,122,2,124,274
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,955,1,13,21,2,0,1,1,0,24,3,0,1,0,0,0,,0,,,,,,,,,,,,2,18,,,,,,,0,86,3,89,137
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,956,1,6,27,3,1,3,0,2,26,5,2,0,0,0,0,,0,,,,,,,,,,,,6,13,,,,,,,0,94,4,98,183
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,957,1,10,26,0,2,0,0,0,5,13,1,0,0,0,0,,0,,,,,,,,,,,,3,16,,,,,,,0,76,3,79,122
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,959,1,15,13,1,1,1,2,1,10,9,2,0,0,0,0,,0,,,,,,,,,,,,5,14,,,,,,,0,74,4,78,121
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,960,1,17,30,2,0,0,0,1,15,3,7,0,0,0,0,,0,,,,,,,,,,,,5,24,,,,,,,0,104,8,112,178
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,961,1,31,39,4,1,2,1,2,20,3,5,0,0,0,0,,0,,,,,,,,,,,,11,23,,,,,,,0,142,5,147,273
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,963,1,6,23,3,1,1,0,1,10,6,1,0,0,0,0,,0,,,,,,,,,,,,3,7,,,,,,,0,62,2,64,133
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,964,1,11,28,10,4,1,1,2,19,4,0,0,0,0,0,,0,,,,,,,,,,,,0,13,,,,,,,5,93,4,102,189
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,965,1,13,19,1,1,0,0,0,6,6,0,0,0,0,0,,0,,,,,,,,,,,,7,10,,,,,,,0,63,2,65,114
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,966,1,19,56,1,0,1,0,7,15,31,2,0,0,0,0,,1,,,,,,,,,,,,4,15,,,,,,,0,152,5,157,286
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,967,1,11,31,2,2,0,3,0,13,9,3,0,0,0,0,,0,,,,,,,,,,,,6,11,,,,,,,0,91,1,92,162
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,968,1,7,25,2,0,0,1,0,18,6,0,0,0,0,0,,0,,,,,,,,,,,,4,6,,,,,,,0,69,4,73,140
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,970,1,27,41,2,0,4,1,0,15,7,3,0,0,0,0,,0,,,,,,,,,,,,9,24,,,,,,,0,133,4,137,240
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,971,1,12,16,2,1,1,0,2,5,6,0,0,0,0,0,,0,,,,,,,,,,,,4,15,,,,,,,0,64,4,68,110
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,972,1,18,44,2,0,1,1,3,11,6,0,0,0,0,0,,0,,,,,,,,,,,,4,16,,,,,,,0,106,3,109,172
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,973,1,29,38,5,1,0,0,6,24,2,1,0,0,0,0,,0,,,,,,,,,,,,2,13,,,,,,,0,121,4,125,200
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,975,1,22,22,4,0,3,2,3,26,11,3,3,0,0,0,,0,,,,,,,,,,,,19,11,,,,,,,0,129,0,129,216
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,976,1,16,12,0,4,1,0,2,7,18,0,0,0,0,0,,0,,,,,,,,,,,,1,12,,,,,,,0,73,0,73,135
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,977,1,19,33,0,1,1,4,0,19,3,2,0,0,0,0,,0,,,,,,,,,,,,8,15,,,,,,,0,105,4,109,202
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,978,1,31,32,5,0,0,3,5,15,6,0,0,0,0,0,,0,,,,,,,,,,,,4,17,,,,,,,1,118,4,123,201
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,979,1,32,16,2,1,0,0,1,5,4,0,0,0,0,0,,0,,,,,,,,,,,,9,31,,,,,,,0,101,3,104,170
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,980,1,25,24,2,0,2,0,2,8,1,2,0,0,0,0,,0,,,,,,,,,,,,17,46,,,,,,,0,129,7,136,237
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,981,1,16,32,4,0,2,1,1,15,0,0,0,0,0,0,,0,,,,,,,,,,,,4,17,,,,,,,0,92,4,96,168
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,982,1,15,30,4,0,1,0,2,8,6,0,0,0,0,0,,0,,,,,,,,,,,,10,23,,,,,,,0,99,1,100,197
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,983,1,20,27,4,1,1,0,1,12,8,1,0,0,0,0,,0,,,,,,,,,,,,10,35,,,,,,,0,120,1,121,201
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,984,1,28,43,0,0,1,1,0,9,2,1,0,0,1,0,,0,,,,,,,,,,,,8,24,,,,,,,1,118,4,123,201
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,985,1,41,34,4,1,2,0,2,6,4,0,1,0,0,0,,0,,,,,,,,,,,,10,45,,,,,,,0,150,4,154,280
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,986,1,24,44,2,2,2,1,2,11,19,4,0,0,1,0,,0,,,,,,,,,,,,13,30,,,,,,,0,155,1,156,302
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,987,1,22,20,3,0,1,1,3,6,8,2,0,0,0,0,,0,,,,,,,,,,,,15,35,,,,,,,0,116,4,120,225
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,988,1,12,33,4,1,2,0,1,8,6,0,0,0,0,0,,0,,,,,,,,,,,,11,34,,,,,,,0,112,0,112,225
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,989,1,40,57,2,2,0,2,1,11,8,1,0,0,0,0,,0,,,,,,,,,,,,24,45,,,,,,,0,193,11,204,390
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1012,1,26,59,9,2,3,3,1,31,4,0,0,0,0,0,,2,,,,,,,,,,,,5,6,,,,,,,0,151,1,152,428
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1013,1,31,65,2,2,2,3,0,17,11,1,0,0,0,0,,0,,,,,,,,,,,,5,38,,,,,,,0,177,4,181,355
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1014,1,17,24,0,1,0,0,0,28,4,0,0,0,0,0,,0,,,,,,,,,,,,0,6,,,,,,,1,80,5,86,199
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1015,1,25,21,6,0,3,2,1,30,8,1,0,0,0,0,,0,,,,,,,,,,,,6,4,,,,,,,0,107,6,113,210
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1016,1,25,28,5,0,0,0,2,38,13,1,0,0,0,0,,0,,,,,,,,,,,,6,10,,,,,,,0,128,4,132,235
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1017,1,28,77,3,3,6,4,2,27,7,1,1,0,0,0,,0,,,,,,,,,,,,9,17,,,,,,,0,185,12,197,404
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1018,1,7,30,0,0,0,0,0,11,9,1,0,1,0,0,,0,,,,,,,,,,,,5,15,,,,,,,0,79,5,84,168
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1019,1,40,66,3,4,0,3,1,34,6,2,0,0,1,0,,0,,,,,,,,,,,,13,28,,,,,,,0,201,5,206,385
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1020,1,22,30,3,1,3,0,7,32,5,0,0,0,0,0,,0,,,,,,,,,,,,7,13,,,,,,,0,123,17,140,271
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1021,1,20,35,1,0,2,1,3,6,6,2,1,0,0,0,,0,,,,,,,,,,,,9,17,,,,,,,0,103,6,109,203
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1022,1,23,61,5,0,3,0,5,24,6,1,0,1,0,0,,0,,,,,,,,,,,,2,20,,,,,,,0,151,4,155,287
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1023,1,28,43,1,1,0,1,3,13,8,1,0,0,1,0,,0,,,,,,,,,,,,6,28,,,,,,,0,134,8,142,233
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1024,1,23,42,2,1,1,1,1,17,18,2,0,0,0,0,,1,,,,,,,,,,,,9,28,,,,,,,0,146,15,161,298
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1025,1,33,40,0,1,5,1,5,21,19,2,0,0,0,0,,0,,,,,,,,,,,,6,15,,,,,,,0,148,3,151,324
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1026,1,29,49,0,1,4,0,0,37,8,0,0,1,0,0,,0,,,,,,,,,,,,8,16,,,,,,,0,153,4,157,264
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1027,1,27,31,0,3,2,1,2,23,6,2,0,0,0,0,,0,,,,,,,,,,,,4,12,,,,,,,0,113,10,123,218
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1028,1,23,27,2,0,5,0,4,24,7,1,0,0,0,0,,0,,,,,,,,,,,,5,6,,,,,,,0,104,11,115,211
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1029,1,14,39,1,2,3,0,0,7,2,5,0,1,0,0,,0,,,,,,,,,,,,0,8,,,,,,,0,82,3,85,143
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1030,1,44,64,4,1,1,5,2,33,13,2,1,0,0,0,,0,,,,,,,,,,,,7,29,,,,,,,0,206,6,212,429
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1031,1,12,38,3,1,1,0,2,28,2,0,0,0,0,0,,0,,,,,,,,,,,,1,13,,,,,,,0,101,3,104,203
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1032,1,33,32,4,0,5,0,2,29,4,0,0,0,0,0,,0,,,,,,,,,,,,6,23,,,,,,,0,138,4,142,293
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1033,1,21,39,4,0,1,0,0,29,7,0,0,0,0,0,,0,,,,,,,,,,,,4,13,,,,,,,0,118,6,124,254
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1034,1,25,33,4,0,3,1,5,26,7,1,0,0,0,0,,0,,,,,,,,,,,,2,4,,,,,,,0,111,6,117,287
1,25,SINALOA,14,CULIACAN DE ROSALES,6,CULIACAN,1035,1,29,52,1,4,0,2,7,34,5,1,1,2,0,0,,1,,,,,,,,,,,,2,10,,,,,,,0,151,5,156,367
